call_site,call_kind,containing_function,source_path,line,expression,message
0045cafc,direct,0045c9a0,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
0045cf2d,direct,0045c9a0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4368,(ulBestNode <= m_ulSearchNodesUsed),
0045d5ac,direct,0045d530,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4585,pstMeshModel,
0045d831,direct,0045d530,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4646,m_pPathModelInstance,
0045de22,direct,0045ddb0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4844,pNewWayPoints,
0045ed95,direct,0045ec30,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,5414,pNewWayPtLinks,
004601f1,register-indirect,004601b0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,6734,pusWayPts[i] < (UINT16)m_ulNumWayPoints,Pathing::CheckConditionalWayPtStatus: WayPt Index out of range.
0046028e,direct,00460250,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,6764,pusLinks[i] < (UINT16)m_ulNumWayPtLinks,Pathing::CheckConditionalLinkStatus: Link Index out of range.
004609f5,direct,00460950,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7074,i < m_ulNumWayPoints,
00460bee,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7131,usStartNode < m_ulNumWayPoints,Starting index out of range
00460c1d,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7132,usEndNode < m_ulNumWayPoints,Last index out of range
00460ca1,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7146,usWayPt < m_ulNumWayPoints,Waypoint index out of range (1)
00460cdf,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7148,usLink < m_ulNumWayPtLinks,Link index out of range (1)
00460d0f,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7152,usLink < m_ulNumWayPtLinks,Link index out of range (2)
00460dfa,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7157,usNextNode < m_ulNumWayPoints,Waypoint index out of range (2)
00460f0e,direct,00460b80,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
00461050,direct,00460b80,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
00461111,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7202,usLink < m_ulNumWayPtLinks,Link index out of range (3)
0046116f,direct,00460b80,..\Engine Code\Include\stHeap.hpp,242,heapsize > 0,Delete called on empty stHeap
00461257,direct,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7210,usWayPt < m_ulNumWayPoints,Waypoint index out of range (3)
00461464,direct,004612a0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7319,i < m_ulNumWayPoints,
00461bb8,direct,00461960,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7559,i < m_ulNumWayPoints,
00461d80,direct,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7631,usLink < m_ulNumWayPtLinks,Link index out of range
00461e92,direct,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7641,usNextNode < m_ulNumWayPoints,Waypoint index out of range
00461fbf,direct,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7680,ulLinkNum < 20,Too many links for waypoint in RecursePatrolLinks
00462198,direct,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7695,usNextNode < m_ulNumWayPoints,Waypoint index out of range (2)
00463918,direct,00463460,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
00463d61,direct,00463460,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
00463eb3,direct,00463460,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
00463f35,direct,00463460,..\Engine Code\Include\stHeap.hpp,242,heapsize > 0,Delete called on empty stHeap
00463fa1,direct,00463460,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,8877,(ulBestNode <= m_ulSearchNodesUsed),
00465a6e,direct,00465a00,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,10065,pNewSearchNodes,
004675d2,direct,004675b0,..\Engine Code\Include\stHeap.hpp,225,heapsize < maxheapsize,stHeap overflow
004689d2,direct,004683f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,548,m_pAlphaBits->Save(hOctFile),ReadOctFile: Failure writing Alpha Bits.
0046b9a5,direct,0046b700,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,1963,(m_lNumSupports < 30 && m_lNumBlocks < 30),PathNodeObstructed: Too many props affecting one pathnode.
0046bac6,direct,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2016,pCondNode,InsertConditionalNodes: Could not allocate CondPathNode stucture.
0046bb75,direct,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2024,FALSE,Could not find prop and frame for conditional node.
0046bc79,direct,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2044,pCondNode,InsertConditionalNodes: Could not allocate CondPathNode stucture.
0046be84,direct,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2052,FALSE,Could not find prop and frame for conditional node.
0046c212,direct,0046c0f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2190,pPreProps[i].pStopMeshes,CreatePathProps: Couldn't allocate GDPreProp objects.
0046c4e8,direct,0046c0f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2221,pPreProps[i].pStopMeshes,CreatePathProps: Couldn't allocate GDPreProp objects.
0046c553,direct,0046c0f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2228,(pLVL->pProps[i].usFrame_Pos[j*2] < (UINT16)(pLVL->pProps[i].bNumFrames)),
0046dca9,direct,0046dc90,C:\Projects\Wizardry 8\Engine Code\3d.cpp,241,psrScene,
0046dd96,register-indirect,0046dd70,C:\Projects\Wizardry 8\Engine Code\3d.cpp,269,pWorld,
0046ddb1,register-indirect,0046dd70,C:\Projects\Wizardry 8\Engine Code\3d.cpp,270,pWorld->plsMonsters,
0046de63,register-indirect,0046de40,C:\Projects\Wizardry 8\Engine Code\3d.cpp,309,pWorld,
0046de80,register-indirect,0046de40,C:\Projects\Wizardry 8\Engine Code\3d.cpp,310,pWorld->plsItems,
0046def3,direct,0046ded0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,344,pWorld && pWorld->plsProps,
0046e068,register-indirect,0046e030,C:\Projects\Wizardry 8\Engine Code\3d.cpp,570,name,
0046e0e4,register-indirect,0046e030,C:\Projects\Wizardry 8\Engine Code\3d.cpp,579,pLight,
0046e15e,direct,0046e140,C:\Projects\Wizardry 8\Engine Code\3d.cpp,603,name,
0046e17f,direct,0046e140,C:\Projects\Wizardry 8\Engine Code\3d.cpp,604,pWorld,
0046e1ab,direct,0046e140,C:\Projects\Wizardry 8\Engine Code\3d.cpp,608,pLight,
0046e272,register-indirect,0046e250,C:\Projects\Wizardry 8\Engine Code\3d.cpp,632,pWorld,
0046e28f,register-indirect,0046e250,C:\Projects\Wizardry 8\Engine Code\3d.cpp,633,pLight,
0046e369,direct,0046e350,C:\Projects\Wizardry 8\Engine Code\3d.cpp,651,pWorld,
0046e3b9,direct,0046e3a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,663,pWorld,
0046e3ec,direct,0046e3d0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,670,pWorld,
0046e4e0,direct,0046e4a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,632,pWorld,
0046e4fd,direct,0046e4a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,633,pLight,
0046ea07,direct,0046e8a0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,1107,psrDIG,
0046f5f7,register-indirect,0046f5c0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,1471,pstMeshModel,
0046f648,register-indirect,0046f5c0,C:\Projects\Wizardry 8\Engine Code\3d.cpp,1474,pstHeadInstance,
0046f6b7,register-indirect,0046f680,C:\Projects\Wizardry 8\Engine Code\3d.cpp,1486,pstModelInstance,
0046f708,register-indirect,0046f680,C:\Projects\Wizardry 8\Engine Code\3d.cpp,1489,pstHeadInstance,
004714e1,register-indirect,00471340,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,462,m_psCompVertexLoc[uiCount],
00471543,register-indirect,00471340,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,467,m_pbCompVertexNormal[uiCount],
004715a3,register-indirect,00471340,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,472,m_pbCompPolyNormal[uiCount],
004717cd,direct,00471720,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,579,m_pVertexLoc[uiFrame],
00471873,direct,00471720,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,590,m_pVertexNormal[uiFrame],
0047191e,direct,00471720,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,601,m_pPolyNormal[uiFrame],
00471b64,direct,00471ad0,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,724,m_pLerpBuffer,
00472ace,direct,004729f0,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1226,l,
00472cab,direct,004729f0,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1243,vnorm,
0047356f,direct,00473260,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1485,m_plsSkinBlankingAPT,
00473611,direct,00473260,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1494,m_plsSkinBlankingAPTNum,
00473696,direct,00473260,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1503,m_plsSkinBlankingChecked,
00473b1d,direct,00473b00,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1768,uiFrames,
00473c52,direct,00473bf0,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1810,pstModel,
0047a6cd,direct,0047a670,C:\Projects\Wizardry 8\Engine Code\AmbientSound.cpp,757,pSound,
0047a719,direct,0047a700,C:\Projects\Wizardry 8\Engine Code\AmbientSound.cpp,765,pAmbient,
0047a7d0,direct,0047a790,C:\Projects\Wizardry 8\Engine Code\AmbientSound.cpp,862,pSound->pacSoundName,AmbientSound.cpp: Error allocating sound name
0047b528,direct,0047b500,C:\Projects\Wizardry 8\Engine Code\Quality.cpp,159,gpQuality,
00480ce5,direct,00480920,C:\Projects\Wizardry 8\Engine Code\stModelInstance.cpp,926,m_pGlowMaterial,
0048264a,register-indirect,00482410,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,634,pWorld,
0048265c,register-indirect,00482410,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,648,pWorld,
00482910,register-indirect,00482770,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,634,pWorld,
00482922,register-indirect,00482770,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,648,pWorld,
00483612,register-indirect,00483560,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,634,pWorld,
00483624,register-indirect,00483560,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,648,pWorld,
00483a02,register-indirect,004839e0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,616,pWorld,
00483a1f,register-indirect,004839e0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,617,pLightValue,
00483a80,register-indirect,00483a60,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,634,pWorld,
00483a92,register-indirect,00483a60,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,648,pWorld,
00483ac9,direct,00483ab0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,648,pWorld,
00483afc,direct,00483ae0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,664,pWorld,
00483bc3,direct,00483ba0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,688,pWorld,
00484043,register-indirect,00483fd0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,664,pWorld,
00484101,register-indirect,00483fd0,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,664,pWorld,
004843a6,register-indirect,00484300,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,664,pWorld,
00484496,register-indirect,00484300,C:\Projects\Wizardry 8\Engine Code\Environment.cpp,664,pWorld,
00485cea,register-indirect,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,215,pInfo,
00485d0a,register-indirect,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,217,hFile,
00485fab,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,270,ppCompVertices,
00485ff0,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,276,ppCompVertices[i],
0048602c,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,280,fSuccess,
00486056,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,305,FALSE,"Uncompressed mesh, please re-export level with newer plugin"
00486092,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,313,pstVertices,
004860cd,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,315,fSuccess,
00486149,register-indirect,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,328,pstFaces,
00486188,register-indirect,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,334,pCompPoly,
004861c0,register-indirect,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,338,fSuccess,
0048625c,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,358,fSuccess,
004862ae,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,363,ppsrMats,
004862cb,direct,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,364,uiMatCount,
00487e35,register-indirect,00487e10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,598,pInfo,
00487e4f,register-indirect,00487e10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,599,pInfo->strBitmapDir,
00487e69,register-indirect,00487e10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,600,pInfo->pWorld,
00487e83,register-indirect,00487e10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,601,pInfo->hFile,
00488291,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,798,pInfo,
004882b9,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,799,uiNumMeshes,
004882dc,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,803,hFile,
0048833c,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,809,uiMatCount,
00488370,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,812,(uiTerminator == 0xffffffff),NewReadMesh: Material list length is incorrect.
0048838f,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,814,(uiNumMeshes == uiMeshNum),NewReadMesh: Mismatch in mesh count between .oct and .pvl files.
0048852c,register-indirect,00488240,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,859,(uiTerminator == 0xffffffff),NewReadMesh: Incorrect offset in file at end of mesh.
00488abc,direct,00488650,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,1115,iPolyType >=0,
0048910a,direct,00488650,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,1255,pstMeshModel[iCount],
0048aa20,direct,0048a7a0,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,211,pTable,Out of memory allocating monster generation table.
0048aac6,direct,0048a7a0,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,221,pScript,
0048ae3a,direct,0048ad20,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,326,pMonsterDB,
0048af69,direct,0048ad20,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,379,ulNumMonsters,
0048b08c,direct,0048ad20,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,403,pMonsterDB,
0048b48a,direct,0048b420,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,535,m_pTimer,MonGen::Reset() out of memory allocating m_pTimer
0048b7eb,direct,0048b770,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,777,fSuccess,Couldn't load mongen.itm
0048b8a7,register-indirect,0048b850,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,777,fSuccess,Couldn't load mongen.itm
0048b93d,register-indirect,0048b850,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,777,fSuccess,Couldn't load mongen.itm
0048c2a3,direct,0048c110,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,1162,pMonGen,MonGen::LoadAll() out of memory
0048d7bd,direct,0048d080,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,172,psrSurface,
0048dc15,register-indirect,0048dbf0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,257,vPos,
0048dc32,register-indirect,0048dbf0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,258,pCube,
0048dc5f,register-indirect,0048dbf0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,267,pCube,
0048dce1,register-indirect,0048dcb0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,292,pstModelInstance,
0048dd0b,register-indirect,0048dcb0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,295,pstMeshModel,
0048dd36,register-indirect,0048dcb0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,298,psrTexture,
0048dd6f,register-indirect,0048dcb0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,304,pBuffer,
0048e625,direct,0048e470,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,968,pCube->pUserdata,
0048ea4a,direct,0048e7b0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,267,pCube,
0048ef73,direct,,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,968,pCube->pUserdata,
00490c93,register-indirect,00490c60,C:\Projects\Wizardry 8\Engine Code\Cursor3d.cpp,392,gp3DCursor,
00490cb2,register-indirect,00490c60,C:\Projects\Wizardry 8\Engine Code\Cursor3d.cpp,393,gp3DCursor->fEnabled,
00497c21,direct,00497af0,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,65,cnt < 10000,
00498355,direct,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,218,pLoc,
004983e1,direct,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,228,vUV,
0049842a,direct,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,229,vLoc,
00498473,direct,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,231,pVertex,
0049ad72,direct,0049ad10,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,1210,m_pflFlutterAngle,
0049e67f,direct,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,261,fSuccess,
0049e6b1,direct,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,265,fSuccess,
0049e702,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,271,fSuccess,
0049e757,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,278,fSuccess,
0049e79d,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,287,fSuccess,
0049e7de,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,293,fSuccess,
0049e824,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,298,fSuccess,
0049e863,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,304,fSuccess,
0049e8a4,register-indirect,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,310,fSuccess,
0049e8e7,direct,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,316,fSuccess,
0049e93b,direct,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,323,fSuccess,
0049ecb0,direct,0049e9a0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,429,m_plVertMats[iCount] >= 0,
0049ee0c,direct,0049e9a0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,466,m_plVertMats[iCount] >= 0,
0049f1a7,direct,0049f170,C:\Projects\Wizardry 8\Engine Code\Item.cpp,126,pInfo && pInfo->hFile && pItem,
0049f207,direct,0049f170,C:\Projects\Wizardry 8\Engine Code\Item.cpp,140,fSuccess && psrMesh,
0049f4ca,direct,0049f4a0,C:\Projects\Wizardry 8\Engine Code\Item.cpp,282,pacName && ppItem,
0049f60b,register-indirect,0049f5d0,C:\Projects\Wizardry 8\Engine Code\Item.cpp,349,pInfo,
0049f6e7,register-indirect,0049f5d0,C:\Projects\Wizardry 8\Engine Code\Item.cpp,353,pItem,
0049f759,direct,0049f730,C:\Projects\Wizardry 8\Engine Code\Item.cpp,458,m_pRep,
0049f928,register-indirect,0049f900,C:\Projects\Wizardry 8\Engine Code\Item.cpp,529,pWorld,
0049f959,register-indirect,0049f900,C:\Projects\Wizardry 8\Engine Code\Item.cpp,537,psrMesh,
0049fa53,register-indirect,0049fa30,C:\Projects\Wizardry 8\Engine Code\Item.cpp,586,pWorld,
0049fa72,register-indirect,0049fa30,C:\Projects\Wizardry 8\Engine Code\Item.cpp,591,psrMesh,
0049fac2,direct,0049faa0,C:\Projects\Wizardry 8\Engine Code\Item.cpp,614,m_pRep->m_psrMesh,
004a01c0,direct,004a01a0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,36,pao,
004a0345,direct,004a0320,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,36,pao,
004a04c7,direct,004a0320,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao,
004a0617,register-indirect,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,239,pInfo && pInfo->hFile && pao,
004a0790,register-indirect,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,279,fSuccess,
004a08c9,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,300,pao->pfKnownBBoxFrames && pao->pvecBoundMin && pao->pvecBoundMax,
004a106f,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,434,0,AnimObjReadFromFile: Where is the light list?
004a10f7,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,453,fSuccess,
004a1269,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,512,fSuccess,
004a12bc,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,520,fSuccess,
004a1310,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,527,fSuccess,
004a1355,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,535,fSuccess,
004a13ea,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao,
004a1434,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao,
004a1477,direct,004a05c0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,657,pao,
004a14ea,direct,004a14d0,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,579,pao,
004a157a,direct,004a1560,C:\Projects\Wizardry 8\Engine Code\AnimObj.cpp,620,pao,
