call_site,call_kind,containing_function,source_path,line,expression,message
0041b266,direct,0041ab40,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,595,lCollisions < 100,
0041c6aa,register-indirect,0041c680,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,1248,iID && iID < m_iNumInterfaces,
0041c6dc,register-indirect,0041c680,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,1250,(m_pInterfaces[iID].iStates + iStates) <= m_iNumStates,
0041c9bd,direct,0041c930,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,1389,pstMeshModel,
0041f2c8,direct,0041f260,C:\Projects\Wizardry 8\Engine Code\GameData.cpp,2739,gpGDCamera,
004240e2,direct,00424040,C:\Projects\Wizardry 8\Engine Code\Video2.cpp,1595,psrMouseSurface,
0042415b,direct,00424040,C:\Projects\Wizardry 8\Engine Code\Video2.cpp,1589,psrMouseSurface,
004241d1,direct,00424040,C:\Projects\Wizardry 8\Engine Code\Video2.cpp,1601,psrMouseSurface,
0042a397,direct,0042a370,C:\Projects\Wizardry 8\Engine Code\Levels.cpp,237,ulLevel < TEST_LEVEL_COUNT,
0042a726,direct,0042a6f0,C:\Projects\Wizardry 8\Engine Code\Levels.cpp,385,iLevel < TEST_LEVEL_COUNT,
0042b199,direct,0042b020,C:\Projects\Wizardry 8\Engine Code\Levels.cpp,899,pMat,
0042bce7,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,163,hOctFile,ReadOctFile: Couldn't open octree file.
0042bd5e,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,172,fSuccess && (uiTerminator==0xffffffff),ReadOctFile: Header of Oct file longer than expected.
0042c4c2,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,351,fSuccess && (uiTerminator==0xffffffff),ReadOctFile: PreRegions longer than expected.
0042c5c7,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,377,(i2 < 10000),
0042c68a,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,394,m_pAlphaBits,ReadOctFile: Failure allocating Alpha Bits.
0042c6bb,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,395,m_pAlphaBits->Load(hOctFile),ReadOctFile: Failure reading Alpha Bits.
0042c70c,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,401,m_pusMeshParticleLookup,ReadOctFile: Couldn't allocate Mesh Particle Lookup Table.
0042c7ab,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,408,m_pusMeshParticles,ReadOctFile: Couldn't allocate Mesh Particle Link Table.
0042c850,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,417,m_pusMeshPropLookup,ReadOctFile: Couldn't allocate Mesh Prop Lookup Table.
0042c8f5,register-indirect,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,424,m_pusMeshProps,ReadOctFile: Couldn't allocate Mesh Prop Link Table.
0042c99e,register-indirect,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,434,fSuccess && (uiTerminator==0xffffffff),"ReadOctFile: Mesh, Prop, and Particle data longer than expected."
0042caa4,register-indirect,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,453,m_pPropSunBits,ReadOctFile: Couldn't allocate Prop Sun Bits.
0042cacd,register-indirect,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,454,m_pPropSunBits->Load(hOctFile),ReadOctFile: Failure reading Prop Sun Bits.
0042cc7f,direct,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,482,fSuccess && (uiTerminator==0xffffffff),ReadOctFile: GameData portion of Oct file longer than expected.
0042ddc7,direct,0042d2a0,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,874,m_pfRegsVisited,InitOctree: Couldn't allocate m_pfRegsVisited.
0042de20,direct,0042d2a0,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,882,m_aulGDObjs,InitOctree: Couldn't allocate m_aulGDObjs.
0042e471,direct,0042e440,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,1157,m_usNumPropsLoaded<(UINT16)m_ulNumProps,Too many props loaded for Octree
0042e4f1,direct,0042e4c0,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,1181,m_usNumParticlesLoaded<(UINT16)m_ulNumParticles,Too many particles loaded for Octree
00430adb,direct,00430a70,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,2567,usProp<=m_usMeshParticlesLen,Particle lookup index out of range
00430b87,direct,00430a70,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,2587,usProp<=m_usMeshPropsLen,Prop lookup index out of range
0043ad54,direct,0043acc0,C:\Projects\Wizardry 8\Engine Code\BitArray.cpp,59,puiIndex,BitArray: Couldn't allocate bit index.
0043ae51,direct,0043ada0,C:\Projects\Wizardry 8\Engine Code\BitArray.cpp,89,puiIndex,BitArray: Couldn't allocate bit index.
0043b789,direct,0043b700,C:\Projects\Wizardry 8\Engine Code\BitArray.cpp,741,pulNewArray,BitArray Expansion: Couldn't allocate bit index.
0043be91,direct,0043be60,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,387,hFile,
0043c1e6,direct,0043c1b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,496,hFile,
0043c331,direct,0043c1b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,523,pDoor,
0043d403,direct,0043d340,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043d4d9,direct,0043d340,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043da8a,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1530,m_pEvent,
0043dafb,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1539,glsTimedEvents.Find(m_pEvent) == -1,
0043dbf7,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043dc40,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043dc88,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043dcc8,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043dd10,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043dd58,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043dd94,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
0043e49e,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1426,m_pProp && m_bRepType == TRIGGER_REP_PROP,
0043ebb9,direct,0043d940,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP,
0043ec4b,direct,0043d940,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP,
0043ece9,direct,0043d940,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP,
0043f249,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1988,m_pEvent,
0043f34e,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown,
0043f3e0,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown,
0043f4db,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2020,m_lData3!=-1,Non-invisible triggers with shake camera must be timed
0043f7b7,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2124,m_pEvent,
0043fa64,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2175,0,Continous firing missile must be invisible trigger.
0043fad3,register-indirect,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2179,m_pEvent,
0043fc58,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2212,m_pEvent,
0043fce3,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2222,glsTimedEvents.Find(m_pEvent) == -1,
0043fe5b,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX,
0043ff34,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX,
00440417,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2368,m_pEvent,
00440543,direct,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown,
00440ba6,register-indirect,004409b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
00440bd9,register-indirect,004409b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX,
00440c09,direct,004409b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX,
00440c37,direct,004409b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX,
00441215,direct,00441110,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2822,m_pActionData,Trigger.cpp: Dark Area doesn't have action data
00441a62,register-indirect,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3235,hFile,
00441af5,register-indirect,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3250,pTrigger,Out of memory - Trigger::CreateAndLoadLevelTrigger
00442b7c,direct,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3656,pTrigger->m_pacRecipients,Out of memory - Trigger.cpp
00442e1d,direct,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3695,pTrigger->m_pacRequiredStates,Out of memory - Trigger.cpp
00442e96,direct,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3701,pTrigger->m_pacStateToMod,Out of memory - Trigger.cpp
00442f3f,direct,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4244,pacName,
00442fe0,direct,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4252,pacVariableName,
00443573,register-indirect,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3860,((pTrigger->m_lData1 >= 0) && (pTrigger->m_lData1 < Missile::GetNumTypes())),
004435a4,register-indirect,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3861,(pTrigger->m_lData2!=(-1)),
00443637,register-indirect,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3870,pTrigger->m_pEvent,
00443ddc,direct,00443dc0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4244,pacName,
00443e79,direct,00443dc0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4252,pacVariableName,
004440a9,direct,00444030,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4297,iVar != BAD_INDEX,
00444149,direct,004440d0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4317,iVar != BAD_INDEX,
004443d4,direct,00444310,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4419,pacName,
00444ff8,register-indirect,00444f70,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4978,pEvent,Out of memory creating shake camera event.
00445055,register-indirect,00444f70,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4830,m_pCountdown,
0044515e,direct,00445140,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,5013,pWorld,
00445243,direct,00445200,..\Engine Code\Include\Trigger.hpp,1005,m_bRepType == TRIGGER_REP_PROP,
00445291,direct,00445200,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4244,pacName,
00445337,direct,00445200,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4252,pacVariableName,
004462c6,direct,00446250,C:\Projects\Wizardry 8\Engine Code\OctBuildTree.cpp,140,m_apLinkLists[m_usCurrent],GetNewLink: Couldn't allocate m_apLinkLists.
0044760d,direct,00447570,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,167,pGameData,
004476eb,register-indirect,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,229,fSuccess,Error reading counts from WGD file.
0044781b,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,262,m_pSurfaces,ReadWGDList: Could not allocate surfaces.
0044787a,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,268,pCondFaces,ReadWGDList: Could not allocate pCondFaces.
004478af,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,270,m_ppNames,ReadWGDList: Could not allocate name list.
0044793d,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,278,m_pSurfaces,ReadWGDList: Could not allocate surfaces.
0044799a,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,288,fSuccess,Error reading vertex from WGD file.
00447b06,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,322,(tfFace.iVersion == 2 ),Wrong version of WGD data--Get new plugin.
00447b69,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,326,fSuccess,Error reading face from WGD file.
00447db3,direct,00447660,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,391,m_ppNames[i2],ReadWGDList: Couldn't allocate name string.
00447ff3,direct,00447fb0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,479,m_pInterfaces,CompileGDInterfaces: Couldn't allocate GD Interfaces.
004481f7,direct,00447fb0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,526,m_pStates,CompileGDInterfaces: Couldn't allocate GDState array.
0044824c,direct,00447fb0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,529,m_piCondPolys,CompileGDInterfaces: Couldn't allocate Conditional poly array.
00448362,register-indirect,00448310,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,598,m_ppTriggers,AddTriggerPlane: Couldn't allocate trigger array.
00448386,register-indirect,00448310,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,601,(iTriggerCount < m_iNumTriggers),AddTriggerPlane: Too many triggers for trigger array.
004483e7,register-indirect,00448310,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,611,m_pTrigSurfaces,AddTriggerPlane: Couldn't allocate trigger surfaces.
00448418,register-indirect,00448310,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,613,m_pTrigVertices,AddTriggerPlane: Couldn't allocate trigger vertices.
00448444,register-indirect,00448310,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,615,m_ppTriggers,AddTriggerPlane: Couldn't allocate trigger array.
0044846c,register-indirect,00448310,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,620,(m_iNumTrigSurfaces < MAX_TRIG_SURFACES),
00448634,register-indirect,004485f0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,707,m_pTrigSurfaces,AddTriggerPlane: Couldn't allocate trigger surfaces.
00448665,register-indirect,004485f0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,709,m_pTrigVertices,AddTriggerPlane: Couldn't allocate trigger vertices.
0044868f,register-indirect,004485f0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,711,m_ppTriggers,AddTriggerPlane: Couldn't allocate trigger array.
004486b6,register-indirect,004485f0,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,716,(m_iNumTrigSurfaces < MAX_TRIG_SURFACES),
004488a4,direct,00448840,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,795,pNewVertices,IntegrateTriggers: Couldn't allocate new vertex array.
00448956,direct,00448840,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,812,pNewSurfaces,IntegrateTriggers: Couldn't allocate new surface array.
00448aaf,direct,00448a60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,849,pNewVertices,IntegrateTriggers: Couldn't allocate new vertex array.
00448b66,direct,00448a60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,865,pNewSurfaces,IntegrateTriggers: Couldn't allocate new surface array.
00448ca7,register-indirect,00448c60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,944,m_pTrigSurfaces,AddTriggerPlane: Couldn't allocate trigger surfaces.
00448cd8,register-indirect,00448c60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,946,m_pTrigVertices,AddTriggerPlane: Couldn't allocate trigger vertices.
00448d02,register-indirect,00448c60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,948,m_ppTriggers,AddTriggerPlane: Couldn't allocate trigger array.
00448d29,register-indirect,00448c60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,953,(m_iNumTrigSurfaces < MAX_TRIG_SURFACES),
00448eaa,direct,00448e60,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1004,ppTempEnvirons,
0044914f,direct,0044902e,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1089,m_ppEnvirons,
0044929d,register-indirect,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1125,fSuccess,ReadProcessedGameData: Couldn't read GameData info.
004492d0,register-indirect,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1132,(FileGD.iVersion == GAMEDATA_VERSION),
004493e4,register-indirect,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1155,m_pVertices,ReadProcessedGameData: Couldn't allocate vertices.
00449421,register-indirect,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1159,fSuccess,
0044945b,register-indirect,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1164,m_pSurfaces,ReadProcessedGameData: Couldn't allocate pSurfaces.
0044949b,register-indirect,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1168,fSuccess,ReadProcessedGameData: Couldn't read Surface info.
004496e8,direct,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1214,m_ppEnvirons[i],ReadProcessedGameData: Couldn't allocate environment.
0044972a,direct,00449240,C:\Projects\Wizardry 8\Engine Code\GDFileIO.cpp,1218,fSuccess,ReadProcessedGameData: Couldn't read GD_Environ.
0044af32,direct,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,174,pInfo && pInfo->hFile && pProp,
0044b013,direct,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,213,pAniMesh,
0044b043,direct,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,216,fSuccess,
0044b282,direct,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,287,(usTemp < (UINT16)ubNumFrames),
0044b616,direct,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,386,psrMesh,
0044b69d,direct,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,402,psrMesh,
0044bb81,direct,0044bb20,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,707,lSegment!=(-1),
0044be59,register-indirect,0044bc00,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,782,m_pRep,Prop::Prop() out of memory allocating m_pRep
0044be77,register-indirect,0044bc00,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,783,m_pTimer,Prop::Prop() out of memory allocating m_pTimer
0044bf87,register-indirect,0044bf50,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,836,pInfo,
0044bfd2,register-indirect,0044bf50,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,840,pProp,
0044c220,direct,0044c200,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,987,pWorld,
0044c298,direct,0044c200,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1002,psrMesh,
0044c6e0,direct,0044c670,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1391,psrMesh,
0044c7d9,direct,0044c670,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1409,psrMesh,
0044c866,direct,0044c830,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1441,pWorld,
0044c901,direct,0044c830,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1460,psrMesh,
0044d1bd,direct,0044c830,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1572,psrMesh,
0044d37f,direct,0044d360,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1643,pWorld,
0044d3f5,direct,0044d360,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1656,psrMesh,
0044d47b,direct,0044d360,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1670,psrMesh,
0044df47,direct,0044dea0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,2361,pstInstance,
0044e033,direct,0044e010,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,2409,pWorld && pWorld->plsProps,
0044e20b,direct,0044e1f0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,2698,m_pRep,
0044f1fe,direct,0044f1c0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,160,pWorld,
0044f4fa,direct,0044f4e0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,262,pWorld,
0044f62e,direct,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,351,pWorld,
0044f9cb,direct,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,446,pWorld->psrMeshes,LoadWorld: Couldn't allocate psrMeshes.
0044fa5c,direct,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,472,hFile,Could not open level file.
0044fa9f,direct,0044f5f0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,477,fSuccess,"Problem loading level, please check files and versions."
0044fb0d,direct,0044faf0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,511,pWorld,
0045022a,direct,00450210,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,801,pWorld,
004503e1,register-indirect,004503c0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,975,pWorld,
004503fe,register-indirect,004503c0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,976,pWorld->psrCamera,
0045043e,direct,00450420,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1058,pWorld,
004504d9,register-indirect,004504b0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1087,pWorld,
004504fe,register-indirect,004504b0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1092,CamPos,
004505c5,register-indirect,004504b0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1102,CamPos,
0045062c,direct,00450610,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1131,pWorld,
004506e6,direct,004506c0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1160,CamPos,
00450791,direct,00450780,,,,
00450e53,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1406,pWorld->plsMonsters,Out of memory creating plsMonsters.
00450e71,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1407,pWorld->plsItems,Out of memory creating plsItems.
00450e8f,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1408,pWorld->plsProps,Out of memory creating plsProps.
00450ead,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1409,pWorld->plsCameras,Out of memory creating plsCameras.
00450ecb,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1410,pWorld->plsAmbientSounds,Out of memory creating plsAmbientSounds.
00450eec,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1411,pWorld->plsLightsToUpdate,Out of memory creating plsLightsToUpdate.
00450f0d,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1412,pWorld->plsCollidableProps,Out of memory creating plsCollidableProps.
00450f2e,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1413,pWorld->plsMonsterGenerators,Out of memory creating plsMonsterGenerators.
00450f4f,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1414,pWorld->plsLightsToUpdate,Out of memory creating plsLightsToUpdate.
00450f70,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1415,pWorld->plsCollidableProps,Out of memory creating plsCollidableProps.
00450f91,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1416,pWorld->plsMissiles,Out of memory creating plsMissiles.
00450fb2,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1417,pWorld->plsTriggers,Out of memory creating plsTriggers.
00450fd3,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1418,pWorld->plsParticles,Out of memory creating plsParticles.
00450ff4,register-indirect,00450b10,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1419,pWorld->plsNamedPositions,Out of memory creating plsNamedPositions.
0045117c,direct,00451160,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1014,pWorld,
004511ed,direct,004511d0,C:\Projects\Wizardry 8\Engine Code\3dapi.cpp,1043,pWorld,
004536c7,direct,00453690,C:\Projects\Wizardry 8\Engine Code\Navigator.cpp,1735,pNavAI,
00457831,direct,004577f0,..\Engine Code\Include\stHeap.hpp,242,heapsize > 0,Delete called on empty stHeap
00458b90,register-indirect,00458ad0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2226,fSuccess,
00458bee,register-indirect,00458ad0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2231,fSuccess,
00458c26,register-indirect,00458ad0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2233,fSuccess,
00458c5d,register-indirect,00458ad0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2235,fSuccess,
00458c95,register-indirect,00458ad0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2237,fSuccess,
00458ccd,register-indirect,00458ad0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2239,fSuccess,
00459130,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2298,fSuccess,
004591a3,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2307,m_pCondPaths,
004591db,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2309,m_pCondPaths,
00459212,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2311,m_pCondPaths,
0045924a,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2313,m_pCondPaths,
00459282,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2315,m_pCondPaths,
004592cc,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2318,fSuccess,
00459308,register-indirect,00458ce0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2320,fSuccess,
00459475,direct,00459400,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2408,m_pFileWayPoints,
0045992f,direct,00459650,..\Engine Code\Include\stHeap.hpp,121,hlist,
0045b23e,direct,0045b120,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,3596,ulCount<200,Too many nodes in list
