program,call_site,call_kind,function_start,source_path,line,expression,message
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a071,register-indirect,00519c00,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,950,pMonsterDB->Attack[uiAttack].fHasAttack,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a3a4,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,949,uiAttack < MAX_MONSTER_ATTACKS,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a3d2,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,950,pMonsterDB->Attack[uiAttack].fHasAttack,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a498,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1123,FALSE,CalcRangeDistance: ERROR - Invalid range category
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a5f6,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,949,uiAttack < MAX_MONSTER_ATTACKS,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a621,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,950,pMonsterDB->Attack[uiAttack].fHasAttack,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a6a8,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1123,FALSE,CalcRangeDistance: ERROR - Invalid range category
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a76c,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,949,uiAttack < MAX_MONSTER_ATTACKS,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a79a,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,950,pMonsterDB->Attack[uiAttack].fHasAttack,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051a9eb,direct,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1123,FALSE,CalcRangeDistance: ERROR - Invalid range category
wiz8--gog-1261--wiz8new--57a3072c2f83,0051aa82,register-indirect,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1123,FALSE,CalcRangeDistance: ERROR - Invalid range category
wiz8--gog-1261--wiz8new--57a3072c2f83,0051ab9b,direct,0051a2f0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1123,FALSE,CalcRangeDistance: ERROR - Invalid range category
wiz8--gog-1261--wiz8new--57a3072c2f83,0051af62,direct,0051aec0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1432,ubMonsterQuadrant != QUADRANT_CENTER,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051b3db,direct,0051b0a0,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp,1606,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051ba1a,direct,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,376,gStatus.fItemInCursor,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051baa8,direct,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,404,gStatus.fGameStarted,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051badc,direct,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,405,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,0051bc2d,register-indirect,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,404,gStatus.fGameStarted,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051bc60,register-indirect,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,405,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,0051c057,direct,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,564,uiItemNo < gXStatus.uiItemsInDatabase,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051c1d6,direct,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,578,uiMAX_DICE(pMulti) < 256,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051c22e,direct,0051b580,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,599,FALSE,InitNewItem: ERROR - Invalid multi code
wiz8--gog-1261--wiz8new--57a3072c2f83,0051c922,register-indirect,0051c5a0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1021,uiRangedItem < gXStatus.uiItemsInDatabase,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051c94e,register-indirect,0051c5a0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1022,uiOtherItem < gXStatus.uiItemsInDatabase,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051ce03,register-indirect,0051cde0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1248,iChar != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051ce22,register-indirect,0051cde0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1249,uiSlot < SLOT_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051d715,direct,0051d3b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1844,uiSpell != SPELL_NONE,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051d77a,direct,0051d3b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1832,uiSpell != SPELL_NONE,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051d822,register-indirect,0051d7a0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1897,pPC,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051d83f,register-indirect,0051d7a0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1898,pPCItem,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051d85a,register-indirect,0051d7a0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1899,pPCItem->iItemNo >= -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051d87a,register-indirect,0051d7a0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,1900,pPCItem->iItemNo < (INT32) gXStatus.uiItemsInDatabase,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051e1ba,register-indirect,0051dde0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2205,pNPC,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051e1d6,register-indirect,0051dde0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2206,pNPC->ubNPCDBaseID == NPC_RFS81A,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051e482,register-indirect,0051dde0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2310,pItemDB->ubUseType < USE_TYPE_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051e717,direct,0051dde0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2356,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051ebee,direct,0051e9f0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2642,pPCItem->iItemNo != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051f32f,register-indirect,0051f2b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2922,pMergePCItem->iItemNo != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051f357,register-indirect,0051f2b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2923,pIntoPCItem->iItemNo != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051f99c,direct,0051f870,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3371,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051fd4b,direct,0051fd20,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3516,(pPCItem1->iItemNo != -1) || (pPCItem2->iItemNo != -1),
wiz8--gog-1261--wiz8new--57a3072c2f83,0051fe67,register-indirect,0051fd20,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3558,pToPCItem != pFromPCItem,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051fe87,register-indirect,0051fd20,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3560,pToPCItem->iItemNo == -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0051fea1,register-indirect,0051fd20,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3561,pFromPCItem->iItemNo != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,005201d3,register-indirect,005201b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3676,pPC != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,005201f2,register-indirect,005201b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3677,uiSlot < SLOT_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,005205ca,direct,005201b0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3795,gStatus.fGameStarted,
wiz8--gog-1261--wiz8new--57a3072c2f83,00520624,register-indirect,00520600,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3812,pPCItem1->iItemNo != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00520643,register-indirect,00520600,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,3813,pPCItem2->iItemNo != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052080e,register-indirect,005207e0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,4003,pPCItem->iItemNo != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052082e,register-indirect,005207e0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,4004,pPCItem->iItemNo < (INT32) gXStatus.uiItemsInDatabase,
wiz8--gog-1261--wiz8new--57a3072c2f83,005208a8,register-indirect,00520880,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,4003,pPCItem->iItemNo != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,005208c8,register-indirect,00520880,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,4004,pPCItem->iItemNo < (INT32) gXStatus.uiItemsInDatabase,
wiz8--gog-1261--wiz8new--57a3072c2f83,00520913,register-indirect,005208f0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,4014,pPCItem,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052097b,register-indirect,005208f0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2875,pPCItem,
wiz8--gog-1261--wiz8new--57a3072c2f83,00520a8c,direct,00520a70,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,4113,pPCItem,
wiz8--gog-1261--wiz8new--57a3072c2f83,00520b9b,direct,00520a70,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,2875,pPCItem,
wiz8--gog-1261--wiz8new--57a3072c2f83,005221a4,register-indirect,00522180,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,5373,bSlotType >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005221bf,register-indirect,00522180,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,5374,bSlotType < SLOT_TYPE_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,005221df,register-indirect,00522180,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,5376,sSlotIndex >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00522212,register-indirect,00522180,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,5389,sSlotIndex < MAX_PARTY_ITEM_SLOTS,
wiz8--gog-1261--wiz8new--57a3072c2f83,005222e9,direct,005222d0,C:\Projects\Wizardry 8\Local Code\PC Item.cpp,5403,pPCItem != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052302c,direct,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,42,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,00523054,direct,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,45,(uiPoisonStrength == 0) || (uiCondition == COND_POISONED),
wiz8--gog-1261--wiz8new--57a3072c2f83,005233a4,register-indirect,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,244,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,005233d2,register-indirect,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,245,gStatus.Char[uiChar].uiCondition[uiCondition] > 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005236d5,register-indirect,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,344,fCHAR_OCCUPIED(uiSlot),
wiz8--gog-1261--wiz8new--57a3072c2f83,00523718,register-indirect,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,345,gStatus.Char[uiSlot].uiCondition[uiCondition] > 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052381f,direct,00522ef0,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,387,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,00523c26,direct,00523c00,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,544,(uiPoisonStrength == 0) || (uiCondition == COND_POISONED),
wiz8--gog-1261--wiz8new--57a3072c2f83,00523f8c,direct,00523c00,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,728,pMonsterInfo->uiCondition[uiCondition] > 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052415d,direct,00523c00,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,795,pMonsterInfo->uiCondition[uiCondition] > 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005247a4,register-indirect,00524780,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,1095,uiChar < MAX_CHARS,
wiz8--gog-1261--wiz8new--57a3072c2f83,005247c3,register-indirect,00524780,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,1096,uiDependence < DEPEND_COND_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,005247e2,register-indirect,00524780,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp,1097,iMonsterID != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,00527264,direct,00526e90,C:\Projects\Wizardry 8\Local Code\NPC Scripting.cpp,1974,pDoor,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052a8db,direct,0052a820,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,403,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,0052ac38,direct,0052a820,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,561,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,0052ae16,direct,0052add0,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,661,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,0052afeb,direct,0052add0,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,813,FALSE,FatigueCharacter: ERROR - Invalid load category
wiz8--gog-1261--wiz8new--57a3072c2f83,0052b4c6,direct,0052b2f0,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,1067,pPC->iSPLeft[uiRealm] >= (INT32) uiSPs,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052b652,direct,0052b550,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,1067,pPC->iSPLeft[uiRealm] >= (INT32) uiSPs,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052b77e,direct,0052b550,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,1067,pPC->iSPLeft[uiRealm] >= (INT32) uiSPs,
wiz8--gog-1261--wiz8new--57a3072c2f83,0052b825,direct,0052b550,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,1186,fCHAR_OCCUPIED(uiChar),
wiz8--gog-1261--wiz8new--57a3072c2f83,0052c2d4,direct,0052c240,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp,1774,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,00530287,register-indirect,00530150,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1840,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,005305ba,direct,00530560,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1145,pMonsterInfo,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053071a,direct,00530560,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,389,FALSE,DoMonsterRTAI: ERROR - Invalid disposition
wiz8--gog-1261--wiz8new--57a3072c2f83,00530875,direct,00530560,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,457,ubAIDecision != RT_AI_MODE_CHARGE_PARTY,
wiz8--gog-1261--wiz8new--57a3072c2f83,00530f4b,direct,005308c0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1145,pMonsterInfo,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053102c,direct,005308c0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,810,pMonsterInfo->ubDisposition != DISP_HOSTILE,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053177c,direct,00531540,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1052,fSuccess,
wiz8--gog-1261--wiz8new--57a3072c2f83,00531950,register-indirect,00531920,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1178,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00531973,register-indirect,00531920,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,3199,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00531c36,direct,00531c00,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1272,pMonsterInfo->fInCombat,
wiz8--gog-1261--wiz8new--57a3072c2f83,00531d6d,direct,00531ce0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1385,pMonsterInfo->pCombat->plsCombatActionList != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,00531ffc,direct,00531ce0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1510,pTarget->iChar != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00532041,direct,00531ce0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1519,pTarget->iMonsterID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,005324d3,direct,005323f0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1840,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,005332dc,direct,00533260,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,2563,uiCastableSpellCnt > 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053439b,direct,00534300,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,3078,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00534486,direct,00534300,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1840,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00534585,direct,00534300,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,3078,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,005347bc,direct,005347a0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,3199,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00534df7,direct,00534dd0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,3524,pTargetMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053565d,direct,005355d0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,3199,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535715,direct,005355d0,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp,1840,pMonsterGroup,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535af1,register-indirect,00535ad0,C:\Projects\Wizardry 8\Local Code\Factions.cpp,175,bFaction >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535b0c,register-indirect,00535ad0,C:\Projects\Wizardry 8\Local Code\Factions.cpp,176,bFaction < FACTION_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535b64,register-indirect,00535b40,C:\Projects\Wizardry 8\Local Code\Factions.cpp,175,bFaction >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535b7f,register-indirect,00535b40,C:\Projects\Wizardry 8\Local Code\Factions.cpp,176,bFaction < FACTION_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535c7a,register-indirect,00535b40,C:\Projects\Wizardry 8\Local Code\Factions.cpp,175,bFaction >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535c95,register-indirect,00535b40,C:\Projects\Wizardry 8\Local Code\Factions.cpp,176,bFaction < FACTION_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535db9,register-indirect,00535d50,C:\Projects\Wizardry 8\Local Code\Factions.cpp,175,bFaction >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535dd4,register-indirect,00535d50,C:\Projects\Wizardry 8\Local Code\Factions.cpp,176,bFaction < FACTION_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535edd,register-indirect,00535ea0,C:\Projects\Wizardry 8\Local Code\Factions.cpp,175,bFaction >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535efc,register-indirect,00535ea0,C:\Projects\Wizardry 8\Local Code\Factions.cpp,176,bFaction < FACTION_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535f60,register-indirect,00535ea0,C:\Projects\Wizardry 8\Local Code\Factions.cpp,175,bFaction >= 0,
wiz8--gog-1261--wiz8new--57a3072c2f83,00535f7f,register-indirect,00535ea0,C:\Projects\Wizardry 8\Local Code\Factions.cpp,176,bFaction < FACTION_COUNT,
wiz8--gog-1261--wiz8new--57a3072c2f83,005361c6,direct,005360b0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,108,pTarget->iChar != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00536230,direct,005360b0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,117,pTarget->iChar != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,005362ab,register-indirect,005360b0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,126,pTarget->iMonsterID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053633c,register-indirect,005360b0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,153,pTarget->iGroupID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,005363b7,direct,005360b0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,180,pTarget->pPCItem != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,005366b2,register-indirect,00536400,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,005366f3,register-indirect,00536400,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,252,pTarget,
wiz8--gog-1261--wiz8new--57a3072c2f83,00536be1,direct,00536400,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,00536e6b,direct,00536400,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,00537037,direct,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,00537433,direct,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,005377ad,register-indirect,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,005377f1,register-indirect,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053780c,register-indirect,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,835,pSource->iMonsterID != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,005378ae,register-indirect,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,005378d8,register-indirect,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00537936,direct,00536f60,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,843,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,00537cd3,direct,00537b00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,00537e59,direct,00537d20,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,00538014,direct,00537d20,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053842f,direct,005383e0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1177,pSortBuffer != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,005388eb,direct,00538770,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3163,FALSE,
wiz8--gog-1261--wiz8new--57a3072c2f83,00538c97,direct,00538770,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
wiz8--gog-1261--wiz8new--57a3072c2f83,00538ead,direct,00538e00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053903b,direct,00538e00,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3285,pSource != NULL,
wiz8--gog-1261--wiz8new--57a3072c2f83,00539301,direct,005392e0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1765,uiGroupID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00539672,direct,00539630,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,1888,pMonster,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053988c,direct,00539870,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2040,pMonsterInfo,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053996e,direct,005398d0,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2040,pMonsterInfo,
wiz8--gog-1261--wiz8new--57a3072c2f83,00539a57,direct,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3299,pSource->iChar != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00539aa0,register-indirect,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3320,pSource->iMonsterID != BAD_INDEX,
wiz8--gog-1261--wiz8new--57a3072c2f83,00539abc,register-indirect,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2124,pSource->iMonsterID != -1,
wiz8--gog-1261--wiz8new--57a3072c2f83,00539b20,direct,00539a30,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,2132,pSource->iType == SOURCE_TYPE_3D_POINT,
wiz8--gog-1261--wiz8new--57a3072c2f83,0053a5aa,direct,0053a320,C:\Projects\Wizardry 8\Local Code\Targeting.cpp,3273,pSource != NULL,
