program,call_site,call_kind,function_start,source_path,line,expression,message
wiz8--demo--wiz8--8acda50afe39,00559ae1,direct,005599f0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,367,iChar == -1,
wiz8--demo--wiz8--8acda50afe39,00559b2c,direct,005599f0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,342,iChar != -1,
wiz8--demo--wiz8--8acda50afe39,00559e24,direct,00559df0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,823,pTarget->iChar != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,00559e7f,register-indirect,00559df0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,828,pTarget->iMonsterID != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,00559f36,register-indirect,00559df0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,1107,FALSE,
wiz8--demo--wiz8--8acda50afe39,0055a00e,direct,00559df0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,1107,FALSE,
wiz8--demo--wiz8--8acda50afe39,0055a191,direct,0055a0b0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,1107,FALSE,
wiz8--demo--wiz8--8acda50afe39,0055a2c9,direct,0055a1f0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,1107,FALSE,
wiz8--demo--wiz8--8acda50afe39,0055a5d1,direct,0055a4f0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,1107,FALSE,
wiz8--demo--wiz8--8acda50afe39,0055a73e,register-indirect,0055a4f0,E:\Wizardry 8\Local Code\Formation & Facing.cpp,1034,bSourceQuadrant != -1,
wiz8--demo--wiz8--8acda50afe39,0055ad0b,direct,0055ac00,E:\Wizardry 8\Local Code\ThingEditorShared.cpp,444,pChumDB,
wiz8--demo--wiz8--8acda50afe39,0055aefe,direct,0055ae30,E:\Wizardry 8\Local Code\ThingEditorShared.cpp,540,pMonsterDB->ubDamageAbsorption <= 100,
wiz8--demo--wiz8--8acda50afe39,0055b504,direct,0055b340,E:\Wizardry 8\Local Code\GroupAttacks.cpp,216,iTargetChar != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,0055b8b5,direct,0055b340,E:\Wizardry 8\Local Code\GroupAttacks.cpp,357,iTargetMonsterID != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,0055be39,direct,0055b340,E:\Wizardry 8\Local Code\GroupAttacks.cpp,596,pGroup,
wiz8--demo--wiz8--8acda50afe39,0055ccc0,direct,0055cb40,E:\Wizardry 8\Local Code\CharGeneration.cpp,892,iModifier < 0,
wiz8--demo--wiz8--8acda50afe39,0055ce9f,direct,0055cdd0,E:\Wizardry 8\Local Code\CharGeneration.cpp,1092,iModifier < 0,
wiz8--demo--wiz8--8acda50afe39,0055ddf9,direct,0055dcc0,E:\Wizardry 8\Local Code\ButtonSound.cpp,89,giSchemeStackTop < SCHEME_STACK_SIZE,
wiz8--demo--wiz8--8acda50afe39,0055e2d4,direct,0055e220,E:\Wizardry 8\Local Code\Party Import.cpp,192,(ImportData.uiImportPCCount > 0) && (ImportData.uiImportPCCount <= MAX_IMPORT_CHARS),
wiz8--demo--wiz8--8acda50afe39,0055e9bd,direct,0055e8e0,E:\Wizardry 8\Local Code\Party Import.cpp,1053,FALSE,ConvertClass: ERROR - Invalid class
wiz8--demo--wiz8--8acda50afe39,0055ebb7,register-indirect,0055eb30,E:\Wizardry 8\Local Code\Party Import.cpp,1098,FALSE,ConvertAttribute: ERROR - Invalid attribute
wiz8--demo--wiz8--8acda50afe39,0055ec14,register-indirect,0055eb30,E:\Wizardry 8\Local Code\Party Import.cpp,1098,FALSE,ConvertAttribute: ERROR - Invalid attribute
wiz8--demo--wiz8--8acda50afe39,0055f52f,register-indirect,0055eeb0,E:\Wizardry 8\Local Code\Party Import.cpp,1179,FALSE,ConvertSkill: ERROR - Invalid skill
wiz8--demo--wiz8--8acda50afe39,00561775,register-indirect,00561710,E:\Wizardry 8\Local Code\chunk.cpp,492,pHead,
wiz8--demo--wiz8--8acda50afe39,005618e9,direct,00561890,E:\Wizardry 8\Local Code\chunk.cpp,492,pHead,
wiz8--demo--wiz8--8acda50afe39,00561969,direct,00561910,E:\Wizardry 8\Local Code\chunk.cpp,492,pHead,
wiz8--demo--wiz8--8acda50afe39,00561a05,direct,00561990,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,00561aa6,register-indirect,00561a70,E:\Wizardry 8\Local Code\chunk.cpp,512,pHead,
wiz8--demo--wiz8--8acda50afe39,00561c42,direct,00561c20,E:\Wizardry 8\Local Code\chunk.cpp,306,pHead,
wiz8--demo--wiz8--8acda50afe39,00561cda,register-indirect,00561c80,E:\Wizardry 8\Local Code\chunk.cpp,385,pHead,
wiz8--demo--wiz8--8acda50afe39,00561d36,register-indirect,00561c80,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,00561d79,register-indirect,00561c80,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,00561e9d,direct,00561e30,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,00561f0f,direct,00561e30,E:\Wizardry 8\Local Code\chunk.cpp,492,pHead,
wiz8--demo--wiz8--8acda50afe39,00561f3f,direct,00561e30,E:\Wizardry 8\Local Code\chunk.cpp,512,pHead,
wiz8--demo--wiz8--8acda50afe39,00561fa5,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,549,pHead,
wiz8--demo--wiz8--8acda50afe39,00561fcd,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,553,chunkID!=0,
wiz8--demo--wiz8--8acda50afe39,00561ffc,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056202c,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056205c,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056208f,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,005620d7,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,636,!m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056210a,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,636,!m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056213d,register-indirect,00561f60,E:\Wizardry 8\Local Code\chunk.cpp,636,!m_fWriting,
wiz8--demo--wiz8--8acda50afe39,00562242,direct,005621c0,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,005622cc,direct,005621c0,E:\Wizardry 8\Local Code\chunk.cpp,636,!m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056232c,direct,005621c0,E:\Wizardry 8\Local Code\chunk.cpp,665,m_fWriting,
wiz8--demo--wiz8--8acda50afe39,0056240f,direct,005621c0,E:\Wizardry 8\Local Code\chunk.cpp,767,pHead,
wiz8--demo--wiz8--8acda50afe39,005630bd,direct,00563070,E:\Wizardry 8\Local Code\InputMapper.cpp,474,hFile,
wiz8--demo--wiz8--8acda50afe39,005649dc,direct,005644f0,E:\Wizardry 8\Local Screens\Screens.cpp,378,gXStatus.iCurrentCursor != -1,
wiz8--demo--wiz8--8acda50afe39,00565f82,direct,00565140,E:\Wizardry 8\Local Screens\MainGameScreen.cpp,4125,iNextChar != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,0056d538,direct,0056d260,E:\Wizardry 8\Local Screens\MainGameScreen.cpp,5809,gStatus.iSelectedCharacter != -1,
wiz8--demo--wiz8--8acda50afe39,00570bf4,direct,00570070,E:\Wizardry 8\Local Screens\MainGameScreen.cpp,8270,FALSE,Error with handling main game action keyboard equivalent
wiz8--demo--wiz8--8acda50afe39,00570c54,direct,00570070,E:\Wizardry 8\Local Screens\MainGameScreen.cpp,8315,iActionState != -1,Error with handling main game action keyboard equivalent
wiz8--demo--wiz8--8acda50afe39,00570edf,direct,00570070,E:\Wizardry 8\Local Screens\MainGameScreen.cpp,8482,FALSE,Error executing main game screen action
wiz8--demo--wiz8--8acda50afe39,0057f5d2,direct,0057dfb0,E:\Wizardry 8\Local Screens\mipe.cpp,1761,pMonsterInfo && pMonsterInfo->p3D,
wiz8--demo--wiz8--8acda50afe39,0057f685,register-indirect,0057dfb0,E:\Wizardry 8\Local Screens\mipe.cpp,1793,pMonsterInfo,
wiz8--demo--wiz8--8acda50afe39,0057f6a1,register-indirect,0057dfb0,E:\Wizardry 8\Local Screens\mipe.cpp,1795,pMonster,
wiz8--demo--wiz8--8acda50afe39,005806d3,direct,00580400,E:\Wizardry 8\Local Screens\mipe.cpp,2592,pMongen,mipe.cpp: Out of memory creating monster generator
wiz8--demo--wiz8--8acda50afe39,00583645,direct,00581e70,E:\Wizardry 8\Local Screens\mipe.cpp,3745,pTempMonsterDB,
wiz8--demo--wiz8--8acda50afe39,00583693,direct,00581e70,E:\Wizardry 8\Local Screens\mipe.cpp,3751,pMonRec,
wiz8--demo--wiz8--8acda50afe39,00583c84,direct,00581e70,E:\Wizardry 8\Local Screens\mipe.cpp,4326,pMonsterInfo,
wiz8--demo--wiz8--8acda50afe39,00583d58,direct,00581e70,E:\Wizardry 8\Local Screens\mipe.cpp,4362,pMonsterInfo,
wiz8--demo--wiz8--8acda50afe39,00587668,direct,005872c0,E:\Wizardry 8\Local Screens\AutomapScreen.cpp,2225,gpAMSV,
wiz8--demo--wiz8--8acda50afe39,00589a3b,direct,00589810,E:\Wizardry 8\Local Screens\AutomapScreen.cpp,3329,gpstAutomapButtons,
wiz8--demo--wiz8--8acda50afe39,00590b7d,direct,00590790,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,344,uiFontPaletteIndex <= FONT_PALETTE_COUNT,
wiz8--demo--wiz8--8acda50afe39,00591296,direct,00590e60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,543,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,00591331,direct,00590e60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,579,ubStopChar >= ubStartChar,
wiz8--demo--wiz8--8acda50afe39,005913b6,direct,00590e60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,605,gStatus.uiTextBoxLinesUsed[iTextBuffer] > 0,
wiz8--demo--wiz8--8acda50afe39,005913f9,direct,00590e60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,607,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,0059144c,direct,00590e60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,627,gStatus.uiTextBoxLinesUsed[iTextBuffer] >= 2,
wiz8--demo--wiz8--8acda50afe39,00591524,direct,00590e60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,673,gStatus.uiTextBoxLinesShown[iTextBuffer] < MAX_TEXT_BOX_LINES,
wiz8--demo--wiz8--8acda50afe39,00592585,direct,00591f60,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,1081,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,005931dd,direct,00592b10,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,1408,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,005933d9,direct,00592b10,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,1494,pTextLine->ubStopChar >= pTextLine->ubStartChar,
wiz8--demo--wiz8--8acda50afe39,005934ed,direct,00592b10,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,1515,wcslen(pTextLine->wString) >= pTextLine->ubStopChar,
wiz8--demo--wiz8--8acda50afe39,005965d7,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,3982,gStatus.uiTextBoxLinesUsed[iTextBuffer] > 0,
wiz8--demo--wiz8--8acda50afe39,00596619,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,3984,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,00596749,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4005,gStatus.uiTextBoxLinesShown[iTextBuffer] > 0,
wiz8--demo--wiz8--8acda50afe39,005967ce,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4025,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,00596888,register-indirect,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4051,gStatus.uiTextBoxLinesUsed[iTextBuffer] > 0,
wiz8--demo--wiz8--8acda50afe39,005968cc,register-indirect,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4053,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,00596c4e,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4250,gStatus.uiTextBoxLinesUsed[iTextBuffer] > 0,
wiz8--demo--wiz8--8acda50afe39,00596c92,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4258,uiLastLineIndex >= uiGroupLine,
wiz8--demo--wiz8--8acda50afe39,00596cdc,direct,00596500,E:\Wizardry 8\Local Screens\MGSTextBox.cpp,4265,pTextLine->wString != NULL,
wiz8--demo--wiz8--8acda50afe39,00597359,register-indirect,00596500,E:\Wizardry 8\Local Screens\PleaseWaitScreen.cpp,275,fVerify,
wiz8--demo--wiz8--8acda50afe39,005973a7,register-indirect,00596500,E:\Wizardry 8\Local Screens\PleaseWaitScreen.cpp,289,fVerify,
wiz8--demo--wiz8--8acda50afe39,005973d7,register-indirect,00596500,E:\Wizardry 8\Local Screens\PleaseWaitScreen.cpp,292,fVerify,
wiz8--demo--wiz8--8acda50afe39,005974b2,register-indirect,00596500,E:\Wizardry 8\Local Screens\PleaseWaitScreen.cpp,316,fVerify,
wiz8--demo--wiz8--8acda50afe39,005974e7,register-indirect,00596500,E:\Wizardry 8\Local Screens\PleaseWaitScreen.cpp,328,GetWorld(),
wiz8--demo--wiz8--8acda50afe39,0059eb2a,direct,0059e710,E:\Wizardry 8\Local Screens\MGSButtons.cpp,1611,gpSubMenuPanel,
wiz8--demo--wiz8--8acda50afe39,005a4125,direct,005a40a0,E:\Wizardry 8\Local Screens\MGSPortraits.cpp,2268,gpLevelButtonsPanel,
wiz8--demo--wiz8--8acda50afe39,005a41d0,direct,005a40a0,E:\Wizardry 8\Local Screens\MGSPortraits.cpp,2291,gpLevelButtons[uiSlot],
wiz8--demo--wiz8--8acda50afe39,005a443e,direct,005a4370,E:\Wizardry 8\Local Screens\MGSPortraits.cpp,2436,fCHAR_OCCUPIED(giLevelUpChar),
wiz8--demo--wiz8--8acda50afe39,005a45c5,direct,005a4540,E:\Wizardry 8\Local Screens\MGSPortraits.cpp,2519,gpConditionButtonsPanel,
wiz8--demo--wiz8--8acda50afe39,005a467e,direct,005a4540,E:\Wizardry 8\Local Screens\MGSPortraits.cpp,2536,gpConditionButtons[uiSlot],
wiz8--demo--wiz8--8acda50afe39,005a476a,direct,005a4700,E:\Wizardry 8\Local Screens\MGSPortraits.cpp,2568,gConfig.uiCurrentLayout != LAYOUT_NORMAL,
wiz8--demo--wiz8--8acda50afe39,005a5500,register-indirect,005a5420,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,492,!gXStatus.fCombatMode,
wiz8--demo--wiz8--8acda50afe39,005a5569,register-indirect,005a5420,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,506,giReuseItemLineNumber != -1,
wiz8--demo--wiz8--8acda50afe39,005a560b,register-indirect,005a5420,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,530,!gXStatus.fCombatMode,
wiz8--demo--wiz8--8acda50afe39,005a5669,register-indirect,005a5420,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,541,giReuseItemLineNumber != -1,
wiz8--demo--wiz8--8acda50afe39,005a65c1,register-indirect,005a65a0,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,1561,iTextLine >= 0,
wiz8--demo--wiz8--8acda50afe39,005a65df,register-indirect,005a65a0,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,1562,iTextLine < (INT32) guiNumItemsInList,
wiz8--demo--wiz8--8acda50afe39,005a690b,direct,005a6780,E:\Wizardry 8\Local Screens\MGSUseItemSelect.cpp,1725,giUseItemChar != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,005a80c0,register-indirect,005a7e10,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,820,gpSCSV->uiSpellToCast != SPELL_NONE,
wiz8--demo--wiz8--8acda50afe39,005a81a0,direct,005a7e10,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,767,gpSCSV->uiSpellToCast != SPELL_NONE,
wiz8--demo--wiz8--8acda50afe39,005a877e,register-indirect,005a8280,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,987,uiSpellIndex <= gpSCSV->uiSpellsInList,
wiz8--demo--wiz8--8acda50afe39,005a87c4,register-indirect,005a8280,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,1005,bAltColor != -1,
wiz8--demo--wiz8--8acda50afe39,005a884e,register-indirect,005a87f0,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,1026,iSpellIndex >= 0,
wiz8--demo--wiz8--8acda50afe39,005a8872,register-indirect,005a87f0,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,1027,iSpellIndex <= (INT32) gpSCSV->uiSpellsInList,
wiz8--demo--wiz8--8acda50afe39,005a998f,direct,005a8a20,E:\Wizardry 8\Local Screens\MGSSpellCasting.cpp,2096,iSpellPowerClass != BAD_INDEX,
wiz8--demo--wiz8--8acda50afe39,005aa176,register-indirect,005a9de0,E:\Wizardry 8\Local Screens\MGSPartyMovement.cpp,242,gXStatus.fCombatMode,
wiz8--demo--wiz8--8acda50afe39,005aa1ae,register-indirect,005a9de0,E:\Wizardry 8\Local Screens\MGSPartyMovement.cpp,247,((gpCombat->uiCurrentPartyAction != PARTY_ACTION_NONE) && (gpCombat->uiCurrentPartyActionStatus != ACTION_STATUS_FINISHED)) || (gpCombat->uiNextPartyAction != PARTY_ACTION_NONE),
wiz8--demo--wiz8--8acda50afe39,005aa738,direct,005a9de0,E:\Wizardry 8\Local Screens\MGSPartyMovement.cpp,677,FALSE,HandlePartyMovement: ERROR - Invalid load category
wiz8--demo--wiz8--8acda50afe39,005ac0e4,direct,005ab830,E:\Wizardry 8\Local Screens\ReviewCharacterScreen.cpp,363,fFoundEquipChar,
wiz8--demo--wiz8--8acda50afe39,005ad828,register-indirect,005ad7f0,E:\Wizardry 8\Local Screens\ReviewCharacterScreen.cpp,1239,pPCItem != NULL,
wiz8--demo--wiz8--8acda50afe39,005ad847,register-indirect,005ad7f0,E:\Wizardry 8\Local Screens\ReviewCharacterScreen.cpp,1240,uiSlotType < SLOT_TYPE_COUNT,
wiz8--demo--wiz8--8acda50afe39,005b19f4,direct,005b19b0,E:\Wizardry 8\Local Screens\OptionsScreen.cpp,1452,m_pMenuSet,
wiz8--demo--wiz8--8acda50afe39,005b70b5,direct,005b6a80,E:\Wizardry 8\Local Screens\IntroScreen.cpp,94,gpVideo,
wiz8--demo--wiz8--8acda50afe39,005b786d,direct,005b76b0,E:\Wizardry 8\Local Screens\MGSSpellIcons.cpp,344,pText,
wiz8--demo--wiz8--8acda50afe39,005b7ded,direct,005b7a10,E:\Wizardry 8\Local Screens\MGSSpellIcons.cpp,733,pText,
wiz8--demo--wiz8--8acda50afe39,005b7f13,direct,005b7a10,E:\Wizardry 8\Local Screens\MGSSpellIcons.cpp,777,pText,
wiz8--demo--wiz8--8acda50afe39,005bd585,register-indirect,005bc180,E:\Wizardry 8\Local Screens\RCSCommon.cpp,879,gpReviewPC->uiHPMax,
wiz8--demo--wiz8--8acda50afe39,005bd5c3,register-indirect,005bc180,E:\Wizardry 8\Local Screens\RCSCommon.cpp,883,gpReviewPC->uiStaminaMax,
wiz8--demo--wiz8--8acda50afe39,005bf1ec,register-indirect,005bf160,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2122,gpLevelUpPanel,
wiz8--demo--wiz8--8acda50afe39,005bf25f,register-indirect,005bf160,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2126,gpLevelUpButton,
wiz8--demo--wiz8--8acda50afe39,005bf3bc,direct,005bf2a0,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2180,fCHAR_OCCUPIED(giReviewCharSlot),
wiz8--demo--wiz8--8acda50afe39,005bf55c,register-indirect,005bf4d0,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2251,gpDismissPanel,
wiz8--demo--wiz8--8acda50afe39,005bf5cf,register-indirect,005bf4d0,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2255,gpDismissButton,
wiz8--demo--wiz8--8acda50afe39,005bf70b,direct,005bf610,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2310,fCHAR_OCCUPIED(giReviewCharSlot),
wiz8--demo--wiz8--8acda50afe39,005bfadf,direct,005bf610,E:\Wizardry 8\Local Screens\RCSCommon.cpp,2472,gStatus.XChar[uiSlot].fOccupied,
wiz8--demo--wiz8--8acda50afe39,005c2e99,direct,005c2e70,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1344,FALSE,Info toggle error
wiz8--demo--wiz8--8acda50afe39,005c35f4,register-indirect,005c3150,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1631,giCasterCharSlot >= 0,
wiz8--demo--wiz8--8acda50afe39,005c3614,register-indirect,005c3150,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1632,giCasterCharSlot < MAX_CHARS,
wiz8--demo--wiz8--8acda50afe39,005c3644,register-indirect,005c3150,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1633,fCHAR_OCCUPIED(giCasterCharSlot),
wiz8--demo--wiz8--8acda50afe39,005c3795,register-indirect,005c3770,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1673,uiTargetChar < MAX_CHARS,
wiz8--demo--wiz8--8acda50afe39,005c37c1,register-indirect,005c3770,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1674,fCHAR_OCCUPIED(uiTargetChar),
wiz8--demo--wiz8--8acda50afe39,005c37e0,register-indirect,005c3770,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1675,giCasterCharSlot >= 0,
wiz8--demo--wiz8--8acda50afe39,005c3800,register-indirect,005c3770,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1676,giCasterCharSlot < MAX_CHARS,
wiz8--demo--wiz8--8acda50afe39,005c3831,register-indirect,005c3770,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1677,fCHAR_OCCUPIED(giCasterCharSlot),
wiz8--demo--wiz8--8acda50afe39,005c3c31,direct,005c38a0,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,1882,pItem,
wiz8--demo--wiz8--8acda50afe39,005c4c55,direct,005c38a0,E:\Wizardry 8\Local Screens\RCSItemsPage.cpp,2673,ubSpell != SPELL_NONE,
wiz8--demo--wiz8--8acda50afe39,005c582d,direct,005c56b0,E:\Wizardry 8\Local Screens\MainMenuScreen.cpp,131,gXStatus.uiMonstersInDatabase <= MAX_MONSTERS_IN_DATABASE,
wiz8--demo--wiz8--8acda50afe39,005cd5cc,direct,005cd5b0,E:\Wizardry 8\Local Screens\mipeEdit.cpp,518,bVarSet < NUM_VAR_SETS,
wiz8--demo--wiz8--8acda50afe39,005d1a74,direct,005d19d0,E:\Wizardry 8\Local Screens\CGSSpellsPage.cpp,590,m_SpellData[uiSelected].fSelectable,
wiz8--demo--wiz8--8acda50afe39,005d2614,direct,005d2460,E:\Wizardry 8\Local Screens\CGSStatsPage.cpp,466,usItemsInList,
wiz8--demo--wiz8--8acda50afe39,005d6565,direct,005d6280,E:\Wizardry 8\Dialog Code\stListBox.cpp,753,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d6617,direct,005d65f0,E:\Wizardry 8\Dialog Code\stListBox.cpp,769,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d66c7,direct,005d66a0,E:\Wizardry 8\Dialog Code\stListBox.cpp,806,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d6777,direct,005d6750,E:\Wizardry 8\Dialog Code\stListBox.cpp,840,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d6817,direct,005d67f0,E:\Wizardry 8\Dialog Code\stListBox.cpp,875,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d68d6,direct,005d67f0,E:\Wizardry 8\Dialog Code\stListBox.cpp,916,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d8bc6,direct,005d8bb0,E:\Wizardry 8\Dialog Code\DialogInterface.cpp,98,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d8bf6,direct,005d8be0,E:\Wizardry 8\Dialog Code\DialogInterface.cpp,112,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d8c29,direct,005d8c10,E:\Wizardry 8\Dialog Code\DialogInterface.cpp,131,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d8c59,direct,005d8c40,E:\Wizardry 8\Dialog Code\DialogInterface.cpp,140,pDialog,
wiz8--demo--wiz8--8acda50afe39,005d8c89,direct,005d8c40,E:\Wizardry 8\Dialog Code\DialogInterface.cpp,148,pCDialog,
wiz8--demo--wiz8--8acda50afe39,005dbf0b,direct,005dbef0,E:\Wizardry 8\Dialog Code\stMessageDialog.cpp,127,pMessage,
wiz8--demo--wiz8--8acda50afe39,005dc1b2,direct,005dbef0,E:\Wizardry 8\Dialog Code\stMessageDialog.cpp,209,pRemainingText,
wiz8--demo--wiz8--8acda50afe39,005dc9d7,direct,005dc9b0,E:\Wizardry 8\Dialog Code\stMessageDialog.cpp,611,pDialog,
wiz8--demo--wiz8--8acda50afe39,005dca87,direct,005dca60,E:\Wizardry 8\Dialog Code\stMessageDialog.cpp,648,pDialog,
wiz8--demo--wiz8--8acda50afe39,005e169c,direct,005e14ec,E:\Wizardry 8\Dialog Code\AssayDialog.cpp,908,uiSpell != SPELL_NONE,
wiz8--demo--wiz8--8acda50afe39,005e1f03,register-indirect,005e1940,E:\Wizardry 8\Dialog Code\AssayDialog.cpp,1677,usIndex < NUM_RPC_RACES,
wiz8--demo--wiz8--8acda50afe39,005e2647,direct,005e250c,E:\Wizardry 8\Dialog Code\AssayDialog.cpp,1677,usIndex < NUM_RPC_RACES,
wiz8--demo--wiz8--8acda50afe39,005e47a9,direct,005e4780,E:\Wizardry 8\Dialog Code\stButton.cpp,403,pButton,
wiz8--demo--wiz8--8acda50afe39,005e5487,direct,005e5040,E:\Wizardry 8\Dialog Code\SpellInfoDialog.cpp,193,uiUnits == uiUnitsLvl,
wiz8--demo--wiz8--8acda50afe39,005e829b,direct,005e8250,E:\Wizardry 8\Dialog Code\ProfRaceInfoDialog.cpp,287,uiIndex < PROF_COUNT,
wiz8--demo--wiz8--8acda50afe39,005e873b,direct,005e86f0,E:\Wizardry 8\Dialog Code\ProfRaceInfoDialog.cpp,405,uiIndex < RACE_COUNT,
wiz8--demo--wiz8--8acda50afe39,005e8e5b,direct,005e8e10,E:\Wizardry 8\Dialog Code\StatInfoDialogs.cpp,200,uiIndex < ATTR_COUNT,
wiz8--demo--wiz8--8acda50afe39,005e902b,direct,005e8f50,E:\Wizardry 8\Dialog Code\StatInfoDialogs.cpp,223,uiIndex < SKILL_COUNT,
