program,address,section,storage,kind,reference_count,function_count,access_kinds,widths,extent_upper,extent_bytes,preview
wiz8--demo--wiz8--8acda50afe39,0060b5e8,.data,initialized,data,3,1,read write,4,0060b5f0,8,
wiz8--demo--wiz8--8acda50afe39,0060b5f0,.data,initialized,data,29,6,read write,4,0060b5f4,4,
wiz8--demo--wiz8--8acda50afe39,0060b5f4,.data,initialized,data,14,8,read write,4,0060b5f8,4,
wiz8--demo--wiz8--8acda50afe39,0060b5f8,.data,initialized,data,3,2,read write,4,0060b5fc,4,
wiz8--demo--wiz8--8acda50afe39,0060b5fc,.data,initialized,data,3,2,read write,4,0060b600,4,
wiz8--demo--wiz8--8acda50afe39,0060b600,.data,initialized,data,16,4,address-taken read write,4,0060b604,4,
wiz8--demo--wiz8--8acda50afe39,0060b604,.data,initialized,data,4,2,read write,4,0060b608,4,
wiz8--demo--wiz8--8acda50afe39,0060b608,.data,initialized,data,4,2,read write,4,0060b60c,4,
wiz8--demo--wiz8--8acda50afe39,0060b60c,.data,initialized,data,4,2,read write,4,0060b610,4,
wiz8--demo--wiz8--8acda50afe39,0060b610,.data,initialized,data,7,4,read write,2,0060b614,4,
wiz8--demo--wiz8--8acda50afe39,0060b614,.data,initialized,data,2,1,read write,4,0060b618,4,
wiz8--demo--wiz8--8acda50afe39,0060b618,.data,initialized,data,2,1,read write,4,0060b61c,4,
wiz8--demo--wiz8--8acda50afe39,0060b61c,.data,initialized,data,2,1,read write,4,0060b620,4,
wiz8--demo--wiz8--8acda50afe39,0060b620,.data,initialized,data,2,1,read write,4,0060b628,8,
wiz8--demo--wiz8--8acda50afe39,0060b628,.data,initialized,data,2,1,read write,4,0060b62c,4,
wiz8--demo--wiz8--8acda50afe39,0060b62c,.data,initialized,data,2,1,read write,4,0060b630,4,
wiz8--demo--wiz8--8acda50afe39,0060b630,.data,initialized,data,2,1,read write,4,0060b634,4,
wiz8--demo--wiz8--8acda50afe39,0060b634,.data,initialized,data,2,1,read write,4,0060b644,16,
wiz8--demo--wiz8--8acda50afe39,0060b644,.data,initialized,data,6,3,read write,4,0060b648,4,
wiz8--demo--wiz8--8acda50afe39,0060b648,.data,initialized,data,3,2,read write,4,0060b64c,4,
wiz8--demo--wiz8--8acda50afe39,0060b64c,.data,initialized,data,4,2,read write,4,0060b650,4,
wiz8--demo--wiz8--8acda50afe39,0060b650,.data,initialized,data,2,1,write,1,0060b651,1,
wiz8--demo--wiz8--8acda50afe39,0060b651,.data,initialized,data,3,2,read write,1,0060b652,1,
wiz8--demo--wiz8--8acda50afe39,0060b652,.data,initialized,data,2,2,read write,1,0060b654,2,
wiz8--demo--wiz8--8acda50afe39,0060b654,.data,initialized,data,1,1,address-taken,,0060b700,172,
wiz8--demo--wiz8--8acda50afe39,0060b700,.data,initialized,string,1,1,address-taken,,0060b71c,28,EAX environment selection
wiz8--demo--wiz8--8acda50afe39,0060b71c,.data,initialized,string,5,2,address-taken,,0060b724,8,.MP3
wiz8--demo--wiz8--8acda50afe39,0060b724,.data,initialized,string,4,1,address-taken,,0060b72c,8,.WAV
wiz8--demo--wiz8--8acda50afe39,0060b72c,.data,initialized,string,1,1,address-taken,,0060b734,8,\\\\%d
wiz8--demo--wiz8--8acda50afe39,0060b734,.data,initialized,string,1,1,address-taken,,0060b740,12,emulated
wiz8--demo--wiz8--8acda50afe39,0060b740,.data,initialized,string,1,1,address-taken,,0060b75c,28,AIL Set Sample Error: %s
wiz8--demo--wiz8--8acda50afe39,0060b75c,.data,initialized,string,1,1,address-taken,,0060b770,20,Sample Error: %s
wiz8--demo--wiz8--8acda50afe39,0060b770,.data,initialized,string,1,1,address-taken,,0060b784,20,Stream Error: %s
wiz8--demo--wiz8--8acda50afe39,0060b784,.data,initialized,string,1,1,address-taken,,0060b7a0,28,AIL3D Set Sample Error: %s
wiz8--demo--wiz8--8acda50afe39,0060b7a0,.data,initialized,string,1,1,address-taken,,0060b7b0,16,AIL3D Error: %s
wiz8--demo--wiz8--8acda50afe39,0060b7b0,.data,initialized,string,1,1,address-taken,,0060b7c8,24,EAX_ENVIRONMENT_%s
wiz8--demo--wiz8--8acda50afe39,0060b7c8,.data,initialized,data,4,2,read write,2,0060b7ca,2,
wiz8--demo--wiz8--8acda50afe39,0060b7ca,.data,initialized,data,3,1,read write,1,0060b7d0,6,
wiz8--demo--wiz8--8acda50afe39,0060b7d0,.data,initialized,data,3,2,address-taken write,2,0060b7d2,2,
wiz8--demo--wiz8--8acda50afe39,0060b7d2,.data,initialized,data,1,1,write,1,0060b7d4,2,
wiz8--demo--wiz8--8acda50afe39,0060b7d4,.data,initialized,data,1,1,write,4,0060b7d8,4,
wiz8--demo--wiz8--8acda50afe39,0060b7d8,.data,initialized,data,1,1,write,2,0060b7da,2,
wiz8--demo--wiz8--8acda50afe39,0060b7da,.data,initialized,data,1,1,write,2,0060b7dc,2,
wiz8--demo--wiz8--8acda50afe39,0060b7dc,.data,initialized,data,1,1,write,2,0060b7de,2,
wiz8--demo--wiz8--8acda50afe39,0060b7de,.data,initialized,data,1,1,write,2,0060b7e0,2,
wiz8--demo--wiz8--8acda50afe39,0060b7e0,.data,initialized,data,1,1,write,2,0060b7e2,2,
wiz8--demo--wiz8--8acda50afe39,0060b7e2,.data,initialized,data,1,1,write,2,0060b7e4,2,
wiz8--demo--wiz8--8acda50afe39,0060b7e4,.data,initialized,data,1,1,write,2,0060b7e6,2,
wiz8--demo--wiz8--8acda50afe39,0060b7e6,.data,initialized,data,1,1,write,2,0060b7e8,2,
wiz8--demo--wiz8--8acda50afe39,0060b7e8,.data,initialized,data,1,1,write,2,0060b7ea,2,
wiz8--demo--wiz8--8acda50afe39,0060b7ea,.data,initialized,data,1,1,write,2,0060b7ec,2,
wiz8--demo--wiz8--8acda50afe39,0060b7ec,.data,initialized,data,1,1,write,4,0060b7f0,4,
wiz8--demo--wiz8--8acda50afe39,0060b7f0,.data,initialized,data,1,1,write,4,0060b7f4,4,
wiz8--demo--wiz8--8acda50afe39,0060b7f4,.data,initialized,data,1,1,write,4,0060b7f8,4,
wiz8--demo--wiz8--8acda50afe39,0060b7f8,.data,initialized,data,1,1,write,4,0060b7fc,4,
wiz8--demo--wiz8--8acda50afe39,0060b7fc,.data,initialized,data,1,1,write,4,0060b800,4,
wiz8--demo--wiz8--8acda50afe39,0060b800,.data,initialized,data,1,1,write,4,0060b804,4,
wiz8--demo--wiz8--8acda50afe39,0060b804,.data,initialized,data,1,1,write,2,0060b808,4,
wiz8--demo--wiz8--8acda50afe39,0060b808,.data,initialized,data,1,1,write,4,0060b80c,4,
wiz8--demo--wiz8--8acda50afe39,0060b80c,.data,initialized,data,1,1,write,4,0060b814,8,
wiz8--demo--wiz8--8acda50afe39,0060b814,.data,initialized,data,1,1,write,4,0060b818,4,
wiz8--demo--wiz8--8acda50afe39,0060b818,.data,initialized,data,1,1,write,4,0060b81c,4,
wiz8--demo--wiz8--8acda50afe39,0060b81c,.data,initialized,data,20,2,address-taken,,0060b820,4,
wiz8--demo--wiz8--8acda50afe39,0060b820,.data,initialized,data,2,2,address-taken,,0060b828,8,
wiz8--demo--wiz8--8acda50afe39,0060b828,.data,initialized,data,7,3,read,1,0060b82c,4,
wiz8--demo--wiz8--8acda50afe39,0060b82c,.data,initialized,data,20,6,read write,4,0060b830,4,
wiz8--demo--wiz8--8acda50afe39,0060b830,.data,initialized,data,2,1,write,4,0060b834,4,
wiz8--demo--wiz8--8acda50afe39,0060b834,.data,initialized,data,2,1,write,4,0060b838,4,
wiz8--demo--wiz8--8acda50afe39,0060b838,.data,initialized,string,1,1,address-taken,,0060b874,60,Attempting to UnloadButtonImage with out of range index %d.
wiz8--demo--wiz8--8acda50afe39,0060b874,.data,initialized,string,1,1,address-taken,,0060b8b0,60,Attempting to DisableButton with out of range buttonID %d.
wiz8--demo--wiz8--8acda50afe39,0060b8b0,.data,initialized,string,1,1,address-taken,,0060b8d0,32,Data\Message Box\GENBUTN4.STI
wiz8--demo--wiz8--8acda50afe39,0060b8d0,.data,initialized,string,1,1,address-taken,,0060b8f0,32,Data\Message Box\GENBUTN3.STI
wiz8--demo--wiz8--8acda50afe39,0060b8f0,.data,initialized,string,2,2,address-taken,,0060b910,32,Data\Message Box\GENBUTN2.STI
wiz8--demo--wiz8--8acda50afe39,0060b910,.data,initialized,string,2,2,address-taken,,0060b930,32,Data\Message Box\GENBUTN.STI
wiz8--demo--wiz8--8acda50afe39,0060b930,.data,initialized,string,1,1,address-taken,,0060b974,68,Attempting to UnloadGenericButtonImage with out of range ind
wiz8--demo--wiz8--8acda50afe39,0060b974,.data,initialized,string,3,3,address-taken,,0060b9b0,60,Attempting to RemoveButton with out of range buttonID %d.
wiz8--demo--wiz8--8acda50afe39,0060b9b0,.data,initialized,string,1,1,address-taken,,0060b9e8,56,Attempting to resize deleted button with buttonID %d
wiz8--demo--wiz8--8acda50afe39,0060b9e8,.data,initialized,string,1,1,address-taken,,0060ba24,60,Attempting to resize button with out of range buttonID %d.
wiz8--demo--wiz8--8acda50afe39,0060ba24,.data,initialized,string,1,1,address-taken,,0060ba58,52,Attempting to set button position with buttonID %d
wiz8--demo--wiz8--8acda50afe39,0060ba58,.data,initialized,string,1,1,address-taken,,0060ba9c,68,Attempting to set button position with out of range buttonID
wiz8--demo--wiz8--8acda50afe39,0060ba9c,.data,initialized,string,1,1,address-taken,,0060bad8,60,Attempting to CreateTextButton with out of range iconID %d.
wiz8--demo--wiz8--8acda50afe39,0060bad8,.data,initialized,string,1,1,address-taken,,0060bb18,64,"Attempting to CreateTextButton with invalid position of %d,%"
wiz8--demo--wiz8--8acda50afe39,0060bb18,.data,initialized,string,1,1,address-taken,,0060bb58,64,Attempting to QuickCreateButton with out of range ImageID %d
wiz8--demo--wiz8--8acda50afe39,0060bb58,.data,initialized,string,1,1,address-taken,,0060bb98,64,"Attempting to QuickCreateButton with invalid position of %d,"
wiz8--demo--wiz8--8acda50afe39,0060bb98,.data,initialized,string,1,1,address-taken,,0060bbec,84,"QuickButtonCallbackMMove: Mouse Region #%d (%d,%d to %d,%d) "
wiz8--demo--wiz8--8acda50afe39,0060bbec,.data,initialized,string,1,1,address-taken,,0060bc40,84,"QuickButtonCallbackMButn: Mouse Region #%d (%d,%d to %d,%d) "
wiz8--demo--wiz8--8acda50afe39,0060bc40,.data,initialized,data,3,1,address-taken,,0060be40,512,
wiz8--demo--wiz8--8acda50afe39,0060be40,.data,initialized,data,2,1,address-taken,,0060c040,512,
wiz8--demo--wiz8--8acda50afe39,0060c040,.data,initialized,string,25,6,address-taken,,0060c064,36,C:\Projects\SGP\DirectDraw Calls.c
wiz8--demo--wiz8--8acda50afe39,0060c064,.data,initialized,code-pointer,1,1,address-taken,,0060c068,4,
wiz8--demo--wiz8--8acda50afe39,0060c068,.data,initialized,code-pointer,1,1,address-taken,,0060c06c,4,
wiz8--demo--wiz8--8acda50afe39,0060c06c,.data,initialized,code-pointer,1,1,address-taken,,0060c070,4,
wiz8--demo--wiz8--8acda50afe39,0060c070,.data,initialized,string,2,1,address-taken read,4,0060c074,4,.PCX
wiz8--demo--wiz8--8acda50afe39,0060c074,.data,initialized,data,1,1,read,1,0060c078,4,
wiz8--demo--wiz8--8acda50afe39,0060c078,.data,initialized,data,21,11,address-taken read write,4,0060c07c,4,
wiz8--demo--wiz8--8acda50afe39,0060c07c,.data,initialized,data,12,10,read write,4,0060c080,4,
wiz8--demo--wiz8--8acda50afe39,0060c080,.data,initialized,data,12,10,read write,4,0060c084,4,
wiz8--demo--wiz8--8acda50afe39,0060c084,.data,initialized,data,12,10,read write,4,0060c088,4,
wiz8--demo--wiz8--8acda50afe39,0060c088,.data,initialized,data,2,1,write,4,0060c08c,4,
wiz8--demo--wiz8--8acda50afe39,0060c08c,.data,initialized,data,4,3,read write,2,0060c090,4,
wiz8--demo--wiz8--8acda50afe39,0060c090,.data,initialized,string,1,1,address-taken,,0060c0a0,16,%s\Patch.%3.3d
wiz8--demo--wiz8--8acda50afe39,0060c0a0,.data,initialized,string,5,3,address-taken,,0060c0a8,8,%s%s
wiz8--demo--wiz8--8acda50afe39,0060c0a8,.data,initialized,data,9,6,address-taken,,0060c0ac,4,
wiz8--demo--wiz8--8acda50afe39,0060c0ac,.data,initialized,data,7,2,read write,4,0060c0b4,8,
wiz8--demo--wiz8--8acda50afe39,0060c0b4,.data,initialized,data,1,1,address-taken,,0060c0bc,8,
wiz8--demo--wiz8--8acda50afe39,0060c0bc,.data,initialized,string,2,2,address-taken read,1,0060c0c8,12,1.0.4
wiz8--demo--wiz8--8acda50afe39,0060c0c8,.data,initialized,string,3,2,address-taken,,0060c1c8,256,Data\Data.slf
wiz8--demo--wiz8--8acda50afe39,0060c1c8,.data,initialized,data,5,3,address-taken,,0060c1c9,1,
wiz8--demo--wiz8--8acda50afe39,0060c1c9,.data,initialized,data,1,1,address-taken,,0060c1ca,1,
wiz8--demo--wiz8--8acda50afe39,0060c1ca,.data,initialized,data,1,1,address-taken,,0060f360,12694,
wiz8--demo--wiz8--8acda50afe39,0060f360,.data,initialized,string,1,1,address-taken,,0060f378,24,incorrect data check
wiz8--demo--wiz8--8acda50afe39,0060f378,.data,initialized,string,1,1,address-taken,,0060f388,16,need dictionary
wiz8--demo--wiz8--8acda50afe39,0060f388,.data,initialized,string,1,1,address-taken,,0060f3a0,24,incorrect header check
wiz8--demo--wiz8--8acda50afe39,0060f3a0,.data,initialized,string,1,1,address-taken,,0060f3b4,20,invalid window size
wiz8--demo--wiz8--8acda50afe39,0060f3b4,.data,initialized,string,1,1,address-taken,,0060f480,204,unknown compression method
wiz8--demo--wiz8--8acda50afe39,0060f480,.data,initialized,data,2,1,address-taken,,0060f4cc,76,
wiz8--demo--wiz8--8acda50afe39,0060f4cc,.data,initialized,string,1,1,address-taken,,0060f4e8,28,invalid bit length repeat
wiz8--demo--wiz8--8acda50afe39,0060f4e8,.data,initialized,string,1,1,address-taken,,0060f50c,36,too many length or distance symbols
wiz8--demo--wiz8--8acda50afe39,0060f50c,.data,initialized,string,1,1,address-taken,,0060f52c,32,invalid stored block lengths
wiz8--demo--wiz8--8acda50afe39,0060f52c,.data,initialized,string,1,1,address-taken,,0060f5a4,120,invalid block type
wiz8--demo--wiz8--8acda50afe39,0060f5a4,.data,initialized,data,23,16,address-taken read,1,0060f5e0,60,
wiz8--demo--wiz8--8acda50afe39,0060f5e0,.data,initialized,data,1,1,address-taken,,0060f658,120,
wiz8--demo--wiz8--8acda50afe39,0060f658,.data,initialized,data,2,1,address-taken,,0060f6d0,120,
wiz8--demo--wiz8--8acda50afe39,0060f6d0,.data,initialized,data,1,1,address-taken,,0060f720,80,
wiz8--demo--wiz8--8acda50afe39,0060f720,.data,initialized,data,3,2,address-taken,,0060f7b0,144,
wiz8--demo--wiz8--8acda50afe39,0060f7b0,.data,initialized,data,2,2,address-taken,,0060f830,128,
wiz8--demo--wiz8--8acda50afe39,0060f830,.data,initialized,data,2,2,address-taken,,0060f8b0,128,
wiz8--demo--wiz8--8acda50afe39,0060f8b0,.data,initialized,data,2,2,address-taken,,0060f928,120,
wiz8--demo--wiz8--8acda50afe39,0060f928,.data,initialized,data,2,2,address-taken,,0060f9a0,120,
wiz8--demo--wiz8--8acda50afe39,0060f9a0,.data,initialized,data,2,1,read write,4,0060f9a4,4,
wiz8--demo--wiz8--8acda50afe39,0060f9a4,.data,initialized,string,1,1,address-taken,,0060f9c8,36,incomplete dynamic bit lengths tree
wiz8--demo--wiz8--8acda50afe39,0060f9c8,.data,initialized,string,1,1,address-taken,,0060f9f0,40,oversubscribed dynamic bit lengths tree
wiz8--demo--wiz8--8acda50afe39,0060f9f0,.data,initialized,string,2,1,address-taken,,0060fa10,32,incomplete literal/length tree
wiz8--demo--wiz8--8acda50afe39,0060fa10,.data,initialized,string,2,1,address-taken,,0060fa34,36,oversubscribed literal/length tree
wiz8--demo--wiz8--8acda50afe39,0060fa34,.data,initialized,string,2,1,address-taken,,0060fa4c,24,invalid distance code
wiz8--demo--wiz8--8acda50afe39,0060fa4c,.data,initialized,string,2,1,address-taken,,0060fa68,28,invalid literal/length code
wiz8--demo--wiz8--8acda50afe39,0060fa68,.data,initialized,data,12,2,address-taken,,0060faac,68,
wiz8--demo--wiz8--8acda50afe39,0060faac,.data,initialized,data,13,7,read,4,0060fab0,4,
wiz8--demo--wiz8--8acda50afe39,0060fab0,.data,initialized,data,4,3,read,4,0060fab4,4,
wiz8--demo--wiz8--8acda50afe39,0060fab4,.data,initialized,data,7,2,read write,4,0060fab8,4,
wiz8--demo--wiz8--8acda50afe39,0060fab8,.data,initialized,data,7,3,read,4,0060fabc,4,
wiz8--demo--wiz8--8acda50afe39,0060fabc,.data,initialized,data,7,3,read,4,0060fac0,4,
wiz8--demo--wiz8--8acda50afe39,0060fac0,.data,initialized,data,19,1,read,4,0060fac4,4,
wiz8--demo--wiz8--8acda50afe39,0060fac4,.data,initialized,data,2,2,read,4,0060fac8,4,
wiz8--demo--wiz8--8acda50afe39,0060fac8,.data,initialized,data,24,17,read,4,0060facc,4,
wiz8--demo--wiz8--8acda50afe39,0060facc,.data,initialized,data,15,5,read write,4,0060fad0,4,
wiz8--demo--wiz8--8acda50afe39,0060fad0,.data,initialized,data,13,7,read write,1,0060fad1,1,
wiz8--demo--wiz8--8acda50afe39,0060fad1,.data,initialized,data,13,2,read write,1,0060fad4,3,
wiz8--demo--wiz8--8acda50afe39,0060fad4,.data,initialized,data,4,1,read write,4,0060fad8,4,
wiz8--demo--wiz8--8acda50afe39,0060fad8,.data,initialized,data,1,1,address-taken,,0060faec,20,
wiz8--demo--wiz8--8acda50afe39,0060faec,.data,initialized,string,6,5,address-taken,,0060fb14,40,E:\Wizardry 8\Engine Code\GameData.cpp
wiz8--demo--wiz8--8acda50afe39,0060fb14,.data,initialized,string,1,1,address-taken,,0060fb4c,56,(m_pInterfaces[iID].iStates + iStates) <= m_iNumStates
wiz8--demo--wiz8--8acda50afe39,0060fb4c,.data,initialized,string,1,1,address-taken,,0060fb6c,32,iID && iID < m_iNumInterfaces
wiz8--demo--wiz8--8acda50afe39,0060fb6c,.data,initialized,string,2,1,address-taken,,0060fb7c,16,GameData Mesh
wiz8--demo--wiz8--8acda50afe39,0060fb7c,.data,initialized,string,5,5,address-taken,,0060fb8c,16,pstMeshModel
wiz8--demo--wiz8--8acda50afe39,0060fb8c,.data,initialized,data,1,1,address-taken,,0060fbc4,56,
wiz8--demo--wiz8--8acda50afe39,0060fbc4,.data,initialized,string,1,1,address-taken,,0060fbd0,12,gpGDCamera
wiz8--demo--wiz8--8acda50afe39,0060fbd0,.data,initialized,data,1,1,address-taken,,0060fc00,48,
wiz8--demo--wiz8--8acda50afe39,0060fc00,.data,initialized,data,1,1,address-taken,,0060fc30,48,
wiz8--demo--wiz8--8acda50afe39,0060fc30,.data,initialized,data,3,3,read write,1,0060fc31,1,
wiz8--demo--wiz8--8acda50afe39,0060fc31,.data,initialized,data,12,5,read write,1,0060fc32,1,
wiz8--demo--wiz8--8acda50afe39,0060fc32,.data,initialized,data,11,3,read write,1,0060fc34,2,
wiz8--demo--wiz8--8acda50afe39,0060fc34,.data,initialized,data,2,1,read write,4,0060fc38,4,
wiz8--demo--wiz8--8acda50afe39,0060fc38,.data,initialized,data,2,1,read write,4,0060fc3c,4,
wiz8--demo--wiz8--8acda50afe39,0060fc3c,.data,initialized,data,2,1,read write,4,0060fc40,4,
wiz8--demo--wiz8--8acda50afe39,0060fc40,.data,initialized,data,2,2,read,4,0060fc44,4,
wiz8--demo--wiz8--8acda50afe39,0060fc44,.data,initialized,data,3,2,read write,1,0060fc48,4,
wiz8--demo--wiz8--8acda50afe39,0060fc48,.data,initialized,data,1,1,read,8,0060fc50,8,
wiz8--demo--wiz8--8acda50afe39,0060fc50,.data,initialized,data,1,1,read,8,0060fc58,8,
wiz8--demo--wiz8--8acda50afe39,0060fc58,.data,initialized,data,3,2,read write,1,0060fc60,8,
wiz8--demo--wiz8--8acda50afe39,0060fc60,.data,initialized,data,1,1,read,4,0060fc64,4,
wiz8--demo--wiz8--8acda50afe39,0060fc64,.data,initialized,data,4,3,read write,1,0060fc65,1,
wiz8--demo--wiz8--8acda50afe39,0060fc65,.data,initialized,data,3,2,read write,1,0060fc68,3,
wiz8--demo--wiz8--8acda50afe39,0060fc68,.data,initialized,string,3,2,address-taken,,0060fd6c,260,3DVideo.CFG
wiz8--demo--wiz8--8acda50afe39,0060fd6c,.data,initialized,data,3,2,read write,1,0060fd70,4,
wiz8--demo--wiz8--8acda50afe39,0060fd70,.data,initialized,string,1,1,address-taken,,0060fd7c,12,INSPECTOR
wiz8--demo--wiz8--8acda50afe39,0060fd7c,.data,initialized,string,1,1,address-taken,,0060fd90,20,Device Version: %s
wiz8--demo--wiz8--8acda50afe39,0060fd90,.data,initialized,string,1,1,address-taken,,0060fdb0,32,Initialized video device: %s
wiz8--demo--wiz8--8acda50afe39,0060fdb0,.data,initialized,string,21,9,address-taken,,0060fdd8,40,E:\Wizardry 8\Engine Code\Video2.cpp
wiz8--demo--wiz8--8acda50afe39,0060fdd8,.data,initialized,string,1,1,address-taken,,0060fde0,8,none
wiz8--demo--wiz8--8acda50afe39,0060fde0,.data,initialized,string,1,1,address-taken,,0060fe18,56,Video device cannot be started. Please re-run 3DSetup.
wiz8--demo--wiz8--8acda50afe39,0060fe18,.data,initialized,string,1,1,address-taken,,0060fe20,8,srDD_%s
wiz8--demo--wiz8--8acda50afe39,0060fe20,.data,initialized,string,1,1,address-taken,,0060fe2c,12,DD_DIRECTX6
wiz8--demo--wiz8--8acda50afe39,0060fe2c,.data,initialized,string,1,1,address-taken,,0060fe38,12,DD_DIRECTX7
wiz8--demo--wiz8--8acda50afe39,0060fe38,.data,initialized,string,2,1,address-taken,,0060feac,116,DisablePrimaryHEL=1 DisableAttachedSecondaryDevices=1 Disabl
wiz8--demo--wiz8--8acda50afe39,0060feac,.data,initialized,string,1,1,address-taken,,0060fed0,36,Could not open video output device.
wiz8--demo--wiz8--8acda50afe39,0060fed0,.data,initialized,string,1,1,address-taken,,0060fee4,20,FX_GLIDE_NO_SPLASH
wiz8--demo--wiz8--8acda50afe39,0060fee4,.data,initialized,data,1,1,address-taken,,0060fee8,4,
wiz8--demo--wiz8--8acda50afe39,0060fee8,.data,initialized,string,1,1,address-taken,,0060ff18,48,Video device does not support video resolution.
wiz8--demo--wiz8--8acda50afe39,0060ff18,.data,initialized,string,1,1,address-taken,,0060ff28,16,QUALITY=0.35
wiz8--demo--wiz8--8acda50afe39,0060ff28,.data,initialized,string,2,1,address-taken,,0060ff38,16,Wiz8%5.5d.JPG
wiz8--demo--wiz8--8acda50afe39,0060ff38,.data,initialized,string,2,2,address-taken,,0060ff48,16,JPEGImporter
wiz8--demo--wiz8--8acda50afe39,0060ff48,.data,initialized,string,1,1,address-taken,,0060ff54,12,SOFTWARE2
wiz8--demo--wiz8--8acda50afe39,0060ff54,.data,initialized,string,2,2,address-taken,,0060ff60,12,DIRECT3D
wiz8--demo--wiz8--8acda50afe39,0060ff60,.data,initialized,string,3,2,address-taken,,0060ff68,8,GLIDE
wiz8--demo--wiz8--8acda50afe39,0060ff68,.data,initialized,string,1,1,address-taken,,0060ff7c,20,Blit Rect Material
wiz8--demo--wiz8--8acda50afe39,0060ff7c,.data,initialized,string,1,1,address-taken,,0060ff98,28,2D Square Overlay Camera
wiz8--demo--wiz8--8acda50afe39,0060ff98,.data,initialized,string,1,1,address-taken,,0060ffac,20,2D Overlay Camera
wiz8--demo--wiz8--8acda50afe39,0060ffac,.data,initialized,string,1,1,address-taken,,0060ffcc,32,2D Pre-render Overlay Scene (1)
wiz8--demo--wiz8--8acda50afe39,0060ffcc,.data,initialized,string,1,1,address-taken,,0060ffec,32,2D Pre-render Overlay Scene (0)
wiz8--demo--wiz8--8acda50afe39,0060ffec,.data,initialized,string,1,1,address-taken,,00610004,24,2D Square Overlay Scene
wiz8--demo--wiz8--8acda50afe39,00610004,.data,initialized,string,1,1,address-taken,,0061001c,24,2D Overlay Scene (1)
wiz8--demo--wiz8--8acda50afe39,0061001c,.data,initialized,string,1,1,address-taken,,00610034,24,2D Overlay Scene (0)
wiz8--demo--wiz8--8acda50afe39,00610034,.data,initialized,string,1,1,address-taken,,00610050,28,Full Screen Overlay Scene
wiz8--demo--wiz8--8acda50afe39,00610050,.data,initialized,string,1,1,address-taken,,00610068,24,2D User Overlay Scene
wiz8--demo--wiz8--8acda50afe39,00610068,.data,initialized,string,1,1,address-taken,,00610084,28,2D Permanent Overlay Scene
wiz8--demo--wiz8--8acda50afe39,00610084,.data,initialized,string,3,1,address-taken,,00610094,16,psrMouseSurface
wiz8--demo--wiz8--8acda50afe39,00610094,.data,initialized,string,1,1,address-taken,,006100c0,44,Pixel format is undefined or unsupported!
wiz8--demo--wiz8--8acda50afe39,006100c0,.data,initialized,string,1,1,address-taken,,006100d8,24,Video2DRectToPolygon
wiz8--demo--wiz8--8acda50afe39,006100d8,.data,initialized,string,1,1,address-taken,,006100f4,28,Video2DRectToSquarePolygon
wiz8--demo--wiz8--8acda50afe39,006100f4,.data,initialized,string,1,1,address-taken,,00610108,20,Video2DPolyColored
wiz8--demo--wiz8--8acda50afe39,00610108,.data,initialized,string,3,2,address-taken,,00610118,16,VideoMakePoster
wiz8--demo--wiz8--8acda50afe39,00610118,.data,initialized,string,5,2,address-taken,,00610130,24,Video2DMakePolygonBrush
wiz8--demo--wiz8--8acda50afe39,00610130,.data,initialized,string,1,1,address-taken,,00610160,48,Failed creation of poly brush from VSurface!
wiz8--demo--wiz8--8acda50afe39,00610160,.data,initialized,string,1,1,address-taken,,0061018c,44,Specified rect is larger than surface size!
wiz8--demo--wiz8--8acda50afe39,0061018c,.data,initialized,string,1,1,address-taken,,006101b0,36,Failed to create window on desktop.
wiz8--demo--wiz8--8acda50afe39,006101b0,.data,initialized,string,1,1,address-taken,,006101e8,56,No bitmap pixel format defined in VideoGetPixelFormat!
wiz8--demo--wiz8--8acda50afe39,006101e8,.data,initialized,code-pointer,1,1,address-taken,,006101fc,20,
wiz8--demo--wiz8--8acda50afe39,006101fc,.data,initialized,code-pointer,1,1,address-taken,,00610210,20,
wiz8--demo--wiz8--8acda50afe39,00610210,.data,initialized,code-pointer,1,1,address-taken,,00610224,20,
wiz8--demo--wiz8--8acda50afe39,00610224,.data,initialized,code-pointer,1,1,address-taken,,00610234,16,
wiz8--demo--wiz8--8acda50afe39,00610234,.data,initialized,code-pointer,1,1,address-taken,,00610244,16,
wiz8--demo--wiz8--8acda50afe39,00610244,.data,initialized,code-pointer,1,1,address-taken,,00610254,16,
wiz8--demo--wiz8--8acda50afe39,00610254,.data,initialized,code-pointer,1,1,address-taken,,00610264,16,
wiz8--demo--wiz8--8acda50afe39,00610264,.data,initialized,code-pointer,1,1,address-taken,,00610274,16,
wiz8--demo--wiz8--8acda50afe39,00610274,.data,initialized,code-pointer,1,1,address-taken,,00610284,16,
wiz8--demo--wiz8--8acda50afe39,00610284,.data,initialized,code-pointer,1,1,address-taken,,00610294,16,
wiz8--demo--wiz8--8acda50afe39,00610294,.data,initialized,code-pointer,1,1,address-taken,,006102a4,16,
wiz8--demo--wiz8--8acda50afe39,006102a4,.data,initialized,code-pointer,1,1,address-taken,,006102b4,16,
wiz8--demo--wiz8--8acda50afe39,006102b4,.data,initialized,code-pointer,1,1,address-taken,,006102c4,16,
wiz8--demo--wiz8--8acda50afe39,006102c4,.data,initialized,code-pointer,1,1,address-taken,,006102d4,16,
wiz8--demo--wiz8--8acda50afe39,006102d4,.data,initialized,code-pointer,1,1,address-taken,,006102e4,16,
