program,address,section,storage,kind,reference_count,function_count,access_kinds,widths,extent_upper,extent_bytes,preview
wiz8--demo--wiz8--8acda50afe39,005f7000,.rdata,initialized,import-slot,1,1,read,4,005f7008,8,DDRAW.dll!DirectDrawCreate
wiz8--demo--wiz8--8acda50afe39,005f7008,.rdata,initialized,import-slot,1,1,read,4,005f7010,8,GDI32.dll!GetStockObject
wiz8--demo--wiz8--8acda50afe39,005f7010,.rdata,initialized,import-slot,1,1,read,4,005f7014,4,KERNEL32.dll!GetFileTime
wiz8--demo--wiz8--8acda50afe39,005f7014,.rdata,initialized,import-slot,2,2,read,4,005f7018,4,KERNEL32.dll!CompareFileTime
wiz8--demo--wiz8--8acda50afe39,005f7018,.rdata,initialized,import-slot,1,1,read,4,005f701c,4,KERNEL32.dll!GetModuleFileNameA
wiz8--demo--wiz8--8acda50afe39,005f701c,.rdata,initialized,import-slot,2,1,read,4,005f7020,4,KERNEL32.dll!GetModuleHandleA
wiz8--demo--wiz8--8acda50afe39,005f7020,.rdata,initialized,import-slot,1,0,read,4,005f7024,4,KERNEL32.dll!GetStartupInfoA
wiz8--demo--wiz8--8acda50afe39,005f7024,.rdata,initialized,import-slot,1,1,read,4,005f7028,4,KERNEL32.dll!GetPrivateProfileIntA
wiz8--demo--wiz8--8acda50afe39,005f7028,.rdata,initialized,import-slot,1,1,read,4,005f702c,4,KERNEL32.dll!GetCurrentThreadId
wiz8--demo--wiz8--8acda50afe39,005f702c,.rdata,initialized,import-slot,134,85,read,4,005f7030,4,KERNEL32.dll!GetTickCount
wiz8--demo--wiz8--8acda50afe39,005f7030,.rdata,initialized,import-slot,1,1,read,4,005f7034,4,KERNEL32.dll!OutputDebugStringA
wiz8--demo--wiz8--8acda50afe39,005f7034,.rdata,initialized,import-slot,9,7,read,4,005f7038,4,KERNEL32.dll!DeleteFileA
wiz8--demo--wiz8--8acda50afe39,005f7038,.rdata,initialized,import-slot,5,5,read,4,005f703c,4,KERNEL32.dll!GlobalMemoryStatus
wiz8--demo--wiz8--8acda50afe39,005f703c,.rdata,initialized,import-slot,6,4,read,4,005f7040,4,KERNEL32.dll!FormatMessageA
wiz8--demo--wiz8--8acda50afe39,005f7040,.rdata,initialized,import-slot,7,4,read,4,005f7044,4,KERNEL32.dll!GetLastError
wiz8--demo--wiz8--8acda50afe39,005f7044,.rdata,initialized,import-slot,6,4,read,4,005f7048,4,KERNEL32.dll!CreateFileA
wiz8--demo--wiz8--8acda50afe39,005f7048,.rdata,initialized,import-slot,7,7,read,4,005f704c,4,KERNEL32.dll!CloseHandle
wiz8--demo--wiz8--8acda50afe39,005f704c,.rdata,initialized,import-slot,14,6,read,4,005f7050,4,KERNEL32.dll!ReadFile
wiz8--demo--wiz8--8acda50afe39,005f7050,.rdata,initialized,import-slot,1,1,read,4,005f7054,4,KERNEL32.dll!WriteFile
wiz8--demo--wiz8--8acda50afe39,005f7054,.rdata,initialized,import-slot,12,5,read,4,005f7058,4,KERNEL32.dll!SetFilePointer
wiz8--demo--wiz8--8acda50afe39,005f7058,.rdata,initialized,import-slot,2,2,read,4,005f705c,4,KERNEL32.dll!GetFileSize
wiz8--demo--wiz8--8acda50afe39,005f705c,.rdata,initialized,import-slot,2,2,read,4,005f7060,4,KERNEL32.dll!FindNextFileA
wiz8--demo--wiz8--8acda50afe39,005f7060,.rdata,initialized,import-slot,3,3,read,4,005f7064,4,KERNEL32.dll!FindClose
wiz8--demo--wiz8--8acda50afe39,005f7064,.rdata,initialized,import-slot,3,3,read,4,005f7068,4,KERNEL32.dll!FindFirstFileA
wiz8--demo--wiz8--8acda50afe39,005f7068,.rdata,initialized,import-slot,2,2,read,4,005f706c,4,KERNEL32.dll!GetFileAttributesA
wiz8--demo--wiz8--8acda50afe39,005f706c,.rdata,initialized,import-slot,1,1,read,4,005f7070,4,KERNEL32.dll!CreateDirectoryA
wiz8--demo--wiz8--8acda50afe39,005f7070,.rdata,initialized,import-slot,1,1,read,4,005f7074,4,KERNEL32.dll!GetDateFormatA
wiz8--demo--wiz8--8acda50afe39,005f7074,.rdata,initialized,import-slot,1,1,read,4,005f7078,4,KERNEL32.dll!CopyFileA
wiz8--demo--wiz8--8acda50afe39,005f7078,.rdata,initialized,import-slot,1,1,read,4,005f707c,4,KERNEL32.dll!MoveFileA
wiz8--demo--wiz8--8acda50afe39,005f707c,.rdata,initialized,import-slot,1,1,read,4,005f7080,4,KERNEL32.dll!SetFileAttributesA
wiz8--demo--wiz8--8acda50afe39,005f7080,.rdata,initialized,import-slot,2,2,read,4,005f7084,4,KERNEL32.dll!FileTimeToLocalFileTime
wiz8--demo--wiz8--8acda50afe39,005f7084,.rdata,initialized,import-slot,1,1,read,4,005f7088,4,KERNEL32.dll!SetErrorMode
wiz8--demo--wiz8--8acda50afe39,005f7088,.rdata,initialized,import-slot,1,1,read,4,005f708c,4,KERNEL32.dll!FileTimeToSystemTime
wiz8--demo--wiz8--8acda50afe39,005f708c,.rdata,initialized,import-slot,2,2,read,4,005f7090,4,KERNEL32.dll!SetEnvironmentVariableA
wiz8--demo--wiz8--8acda50afe39,005f7090,.rdata,initialized,import-slot,1,1,read,4,005f7094,4,KERNEL32.dll!GetEnvironmentVariableA
wiz8--demo--wiz8--8acda50afe39,005f7094,.rdata,initialized,import-slot,3,2,read,4,005f7098,4,KERNEL32.dll!Sleep
wiz8--demo--wiz8--8acda50afe39,005f7098,.rdata,initialized,import-slot,3,2,read,4,005f709c,4,KERNEL32.dll!MapViewOfFile
wiz8--demo--wiz8--8acda50afe39,005f709c,.rdata,initialized,import-slot,3,2,read,4,005f70a0,4,KERNEL32.dll!CreateFileMappingA
wiz8--demo--wiz8--8acda50afe39,005f70a0,.rdata,initialized,import-slot,1,1,read,4,005f70a4,4,KERNEL32.dll!UnmapViewOfFile
wiz8--demo--wiz8--8acda50afe39,005f70a4,.rdata,initialized,import-slot,1,1,read,4,005f70a8,4,KERNEL32.dll!GetLocalTime
wiz8--demo--wiz8--8acda50afe39,005f70a8,.rdata,initialized,import-slot,1,1,read,4,005f70ac,4,KERNEL32.dll!GetDriveTypeA
wiz8--demo--wiz8--8acda50afe39,005f70ac,.rdata,initialized,import-slot,2,1,read,4,005f70b0,4,KERNEL32.dll!SetLastError
wiz8--demo--wiz8--8acda50afe39,005f70b0,.rdata,initialized,import-slot,1,1,read,4,005f70b4,4,KERNEL32.dll!GetLogicalDriveStringsA
wiz8--demo--wiz8--8acda50afe39,005f70b4,.rdata,initialized,import-slot,1,1,read,4,005f70b8,4,KERNEL32.dll!GetProcAddress
wiz8--demo--wiz8--8acda50afe39,005f70b8,.rdata,initialized,import-slot,1,1,read,4,005f70bc,4,KERNEL32.dll!GetDiskFreeSpaceExA
wiz8--demo--wiz8--8acda50afe39,005f70bc,.rdata,initialized,import-slot,1,1,read,4,005f70c0,4,KERNEL32.dll!GetDiskFreeSpaceA
wiz8--demo--wiz8--8acda50afe39,005f70c0,.rdata,initialized,import-slot,1,1,read,4,005f70c8,8,KERNEL32.dll!GetVolumeInformationA
wiz8--demo--wiz8--8acda50afe39,005f70c8,.rdata,initialized,import-slot,87,87,read,4,005f70cc,4,MSVCP60.dll!??1_Winit@std@@QAE@XZ
wiz8--demo--wiz8--8acda50afe39,005f70cc,.rdata,initialized,import-slot,87,87,read,4,005f70d0,4,MSVCP60.dll!??0Init@ios_base@std@@QAE@XZ
wiz8--demo--wiz8--8acda50afe39,005f70d0,.rdata,initialized,import-slot,87,87,read,4,005f70d4,4,MSVCP60.dll!??1Init@ios_base@std@@QAE@XZ
wiz8--demo--wiz8--8acda50afe39,005f70d4,.rdata,initialized,import-slot,87,87,read,4,005f70dc,8,MSVCP60.dll!??0_Winit@std@@QAE@XZ
wiz8--demo--wiz8--8acda50afe39,005f70dc,.rdata,initialized,import-slot,1,0,read,4,005f70e0,4,MSVCRT.dll!_controlfp
wiz8--demo--wiz8--8acda50afe39,005f70e0,.rdata,initialized,import-slot,1,0,read,4,005f70e4,4,MSVCRT.dll!__dllonexit
wiz8--demo--wiz8--8acda50afe39,005f70e4,.rdata,initialized,import-slot,1,0,read,4,005f70e8,4,MSVCRT.dll!_onexit
wiz8--demo--wiz8--8acda50afe39,005f70e8,.rdata,initialized,import-slot,1,0,read,4,005f70ec,4,MSVCRT.dll!_except_handler3
wiz8--demo--wiz8--8acda50afe39,005f70ec,.rdata,initialized,import-slot,1,0,read,4,005f70f0,4,MSVCRT.dll!__set_app_type
wiz8--demo--wiz8--8acda50afe39,005f70f0,.rdata,initialized,import-slot,1,0,read,4,005f70f4,4,MSVCRT.dll!__p__fmode
wiz8--demo--wiz8--8acda50afe39,005f70f4,.rdata,initialized,import-slot,1,0,read,4,005f70f8,4,MSVCRT.dll!__p__commode
wiz8--demo--wiz8--8acda50afe39,005f70f8,.rdata,initialized,import-slot,1,0,read,4,005f70fc,4,MSVCRT.dll!_adjust_fdiv
wiz8--demo--wiz8--8acda50afe39,005f70fc,.rdata,initialized,import-slot,1,0,read,4,005f7100,4,MSVCRT.dll!__setusermatherr
wiz8--demo--wiz8--8acda50afe39,005f7100,.rdata,initialized,import-slot,1,0,read,4,005f7104,4,MSVCRT.dll!_initterm
wiz8--demo--wiz8--8acda50afe39,005f7104,.rdata,initialized,import-slot,1,0,read,4,005f7108,4,MSVCRT.dll!__getmainargs
wiz8--demo--wiz8--8acda50afe39,005f7108,.rdata,initialized,import-slot,1,0,read,4,005f710c,4,MSVCRT.dll!_acmdln
wiz8--demo--wiz8--8acda50afe39,005f710c,.rdata,initialized,import-slot,2,1,read,4,005f7110,4,MSVCRT.dll!exit
wiz8--demo--wiz8--8acda50afe39,005f7110,.rdata,initialized,import-slot,1,0,read,4,005f7114,4,MSVCRT.dll!_XcptFilter
wiz8--demo--wiz8--8acda50afe39,005f7114,.rdata,initialized,import-slot,1,1,read,4,005f7118,4,MSVCRT.dll!difftime
wiz8--demo--wiz8--8acda50afe39,005f7118,.rdata,initialized,import-slot,15,8,read,4,005f711c,4,MSVCRT.dll!wcscspn
wiz8--demo--wiz8--8acda50afe39,005f711c,.rdata,initialized,import-slot,1,1,read,4,005f7120,4,MSVCRT.dll!_CIpow
wiz8--demo--wiz8--8acda50afe39,005f7120,.rdata,initialized,import-slot,2,2,read,4,005f7124,4,MSVCRT.dll!fwprintf
wiz8--demo--wiz8--8acda50afe39,005f7124,.rdata,initialized,import-slot,1,1,read,4,005f7128,4,MSVCRT.dll!_purecall
wiz8--demo--wiz8--8acda50afe39,005f7128,.rdata,initialized,import-slot,26,15,read,4,005f712c,4,MSVCRT.dll!fprintf
wiz8--demo--wiz8--8acda50afe39,005f712c,.rdata,initialized,import-slot,2,1,read,4,005f7130,4,MSVCRT.dll!_snprintf
wiz8--demo--wiz8--8acda50afe39,005f7130,.rdata,initialized,import-slot,2,1,read,4,005f7134,4,MSVCRT.dll!modf
wiz8--demo--wiz8--8acda50afe39,005f7134,.rdata,initialized,import-slot,1,1,read,4,005f7138,4,MSVCRT.dll!fgets
wiz8--demo--wiz8--8acda50afe39,005f7138,.rdata,initialized,import-slot,20,11,read,4,005f713c,4,MSVCRT.dll!atoi
wiz8--demo--wiz8--8acda50afe39,005f713c,.rdata,initialized,import-slot,2,1,read,4,005f7140,4,MSVCRT.dll!_chdir
wiz8--demo--wiz8--8acda50afe39,005f7140,.rdata,initialized,import-slot,1,1,read,4,005f7144,4,MSVCRT.dll!_CIacos
wiz8--demo--wiz8--8acda50afe39,005f7144,.rdata,initialized,import-slot,1,1,read,4,005f7148,4,MSVCRT.dll!??2@YAPAXI@Z
wiz8--demo--wiz8--8acda50afe39,005f7148,.rdata,initialized,import-slot,1,1,read,4,005f714c,4,MSVCRT.dll!__CxxFrameHandler
wiz8--demo--wiz8--8acda50afe39,005f714c,.rdata,initialized,import-slot,18,13,read,4,005f7150,4,MSVCRT.dll!strrchr
wiz8--demo--wiz8--8acda50afe39,005f7150,.rdata,initialized,import-slot,10,9,read,4,005f7154,4,MSVCRT.dll!_chmod
wiz8--demo--wiz8--8acda50afe39,005f7154,.rdata,initialized,import-slot,1,1,read,4,005f7158,4,MSVCRT.dll!towupper
wiz8--demo--wiz8--8acda50afe39,005f7158,.rdata,initialized,import-slot,1,1,read,4,005f715c,4,MSVCRT.dll!calloc
wiz8--demo--wiz8--8acda50afe39,005f715c,.rdata,initialized,import-slot,4,3,read,4,005f7160,4,MSVCRT.dll!bsearch
wiz8--demo--wiz8--8acda50afe39,005f7160,.rdata,initialized,import-slot,10,7,read,4,005f7164,4,MSVCRT.dll!rand
wiz8--demo--wiz8--8acda50afe39,005f7164,.rdata,initialized,import-slot,3,2,read,4,005f7168,4,MSVCRT.dll!time
wiz8--demo--wiz8--8acda50afe39,005f7168,.rdata,initialized,import-slot,2,2,read,4,005f716c,4,MSVCRT.dll!srand
wiz8--demo--wiz8--8acda50afe39,005f716c,.rdata,initialized,import-slot,1,1,read,4,005f7170,4,MSVCRT.dll!wcstok
wiz8--demo--wiz8--8acda50afe39,005f7170,.rdata,initialized,import-slot,1,1,read,4,005f7174,4,MSVCRT.dll!_strlwr
wiz8--demo--wiz8--8acda50afe39,005f7174,.rdata,initialized,import-slot,17,15,read,4,005f7178,4,MSVCRT.dll!strstr
wiz8--demo--wiz8--8acda50afe39,005f7178,.rdata,initialized,import-slot,86,49,read,4,005f717c,4,MSVCRT.dll!_stricmp
wiz8--demo--wiz8--8acda50afe39,005f717c,.rdata,initialized,import-slot,139,75,read,4,005f7180,4,MSVCRT.dll!wcscpy
wiz8--demo--wiz8--8acda50afe39,005f7180,.rdata,initialized,import-slot,14,6,read,4,005f7184,4,MSVCRT.dll!vswprintf
wiz8--demo--wiz8--8acda50afe39,005f7184,.rdata,initialized,import-slot,119,72,read,4,005f7188,4,MSVCRT.dll!wcslen
wiz8--demo--wiz8--8acda50afe39,005f7188,.rdata,initialized,import-slot,4,3,read,4,005f718c,4,MSVCRT.dll!realloc
wiz8--demo--wiz8--8acda50afe39,005f718c,.rdata,initialized,import-slot,15,5,read,4,005f7190,4,MSVCRT.dll!memmove
wiz8--demo--wiz8--8acda50afe39,005f7190,.rdata,initialized,import-slot,1,1,read,4,005f7194,4,MSVCRT.dll!_getcwd
wiz8--demo--wiz8--8acda50afe39,005f7194,.rdata,initialized,import-slot,24,20,read,4,005f7198,4,MSVCRT.dll!fopen
wiz8--demo--wiz8--8acda50afe39,005f7198,.rdata,initialized,import-slot,26,20,read,4,005f719c,4,MSVCRT.dll!fclose
wiz8--demo--wiz8--8acda50afe39,005f719c,.rdata,initialized,import-slot,4,4,read,4,005f71a0,4,MSVCRT.dll!vsprintf
wiz8--demo--wiz8--8acda50afe39,005f71a0,.rdata,initialized,import-slot,1,0,read,4,005f71a4,4,MSVCRT.dll!_exit
wiz8--demo--wiz8--8acda50afe39,005f71a4,.rdata,initialized,import-slot,1,1,read,4,005f71a8,4,MSVCRT.dll!??1type_info@@UAE@XZ
wiz8--demo--wiz8--8acda50afe39,005f71a8,.rdata,initialized,import-slot,1,1,read,4,005f71ac,4,MSVCRT.dll!?terminate@@YAXXZ
wiz8--demo--wiz8--8acda50afe39,005f71ac,.rdata,initialized,import-slot,2,1,read,4,005f71b0,4,MSVCRT.dll!_wcsdup
wiz8--demo--wiz8--8acda50afe39,005f71b0,.rdata,initialized,import-slot,33,23,read,4,005f71b4,4,MSVCRT.dll!_strupr
wiz8--demo--wiz8--8acda50afe39,005f71b4,.rdata,initialized,import-slot,3,2,read,4,005f71b8,4,MSVCRT.dll!swscanf
wiz8--demo--wiz8--8acda50afe39,005f71b8,.rdata,initialized,import-slot,1,1,read,4,005f71bc,4,MSVCRT.dll!_findfirst
wiz8--demo--wiz8--8acda50afe39,005f71bc,.rdata,initialized,import-slot,2,1,read,4,005f71c0,4,MSVCRT.dll!_findnext
wiz8--demo--wiz8--8acda50afe39,005f71c0,.rdata,initialized,import-slot,1,1,read,4,005f71c4,4,MSVCRT.dll!_findclose
wiz8--demo--wiz8--8acda50afe39,005f71c4,.rdata,initialized,import-slot,1,1,read,4,005f71c8,4,MSVCRT.dll!_wcsnicmp
wiz8--demo--wiz8--8acda50afe39,005f71c8,.rdata,initialized,import-slot,14,7,read,4,005f71cc,4,MSVCRT.dll!wcsncpy
wiz8--demo--wiz8--8acda50afe39,005f71cc,.rdata,initialized,import-slot,1,1,read,4,005f71d0,4,MSVCRT.dll!isprint
wiz8--demo--wiz8--8acda50afe39,005f71d0,.rdata,initialized,import-slot,2,1,read,4,005f71d4,4,MSVCRT.dll!fgetws
wiz8--demo--wiz8--8acda50afe39,005f71d4,.rdata,initialized,import-slot,1,1,read,4,005f71d8,4,MSVCRT.dll!iswdigit
wiz8--demo--wiz8--8acda50afe39,005f71d8,.rdata,initialized,import-slot,1,1,read,4,005f71dc,4,MSVCRT.dll!_wtoi
wiz8--demo--wiz8--8acda50afe39,005f71dc,.rdata,initialized,import-slot,7,6,read,4,005f71e0,4,MSVCRT.dll!wcscmp
wiz8--demo--wiz8--8acda50afe39,005f71e0,.rdata,initialized,import-slot,2,1,read,4,005f71e4,4,MSVCRT.dll!isspace
wiz8--demo--wiz8--8acda50afe39,005f71e4,.rdata,initialized,import-slot,2,2,read,4,005f71e8,4,MSVCRT.dll!wcschr
wiz8--demo--wiz8--8acda50afe39,005f71e8,.rdata,initialized,import-slot,1,1,read,4,005f71ec,4,MSVCRT.dll!tolower
wiz8--demo--wiz8--8acda50afe39,005f71ec,.rdata,initialized,import-slot,1,1,read,4,005f71f0,4,MSVCRT.dll!rename
wiz8--demo--wiz8--8acda50afe39,005f71f0,.rdata,initialized,import-slot,5,5,read,4,005f71f4,4,MSVCRT.dll!_errno
wiz8--demo--wiz8--8acda50afe39,005f71f4,.rdata,initialized,import-slot,19,19,read,4,005f71f8,4,MSVCRT.dll!qsort
wiz8--demo--wiz8--8acda50afe39,005f71f8,.rdata,initialized,import-slot,62,23,read,4,005f71fc,4,MSVCRT.dll!strchr
wiz8--demo--wiz8--8acda50afe39,005f71fc,.rdata,initialized,import-slot,5,4,read,4,005f7200,4,MSVCRT.dll!_splitpath
wiz8--demo--wiz8--8acda50afe39,005f7200,.rdata,initialized,import-slot,9,9,read,4,005f7204,4,MSVCRT.dll!_access
wiz8--demo--wiz8--8acda50afe39,005f7204,.rdata,initialized,import-slot,92,27,read,4,005f7208,4,MSVCRT.dll!wcscat
wiz8--demo--wiz8--8acda50afe39,005f7208,.rdata,initialized,import-slot,12,4,read,4,005f720c,4,MSVCRT.dll!atof
wiz8--demo--wiz8--8acda50afe39,005f720c,.rdata,initialized,import-slot,8,7,read,4,005f7210,4,MSVCRT.dll!strncmp
wiz8--demo--wiz8--8acda50afe39,005f7210,.rdata,initialized,import-slot,13,5,read,4,005f7214,4,MSVCRT.dll!sscanf
wiz8--demo--wiz8--8acda50afe39,005f7214,.rdata,initialized,import-slot,1,1,read,4,005f7218,4,MSVCRT.dll!_CIasin
wiz8--demo--wiz8--8acda50afe39,005f7218,.rdata,initialized,import-slot,7,3,read,4,005f721c,4,MSVCRT.dll!_finite
wiz8--demo--wiz8--8acda50afe39,005f721c,.rdata,initialized,import-slot,16,14,read,4,005f7220,4,MSVCRT.dll!toupper
wiz8--demo--wiz8--8acda50afe39,005f7220,.rdata,initialized,import-slot,6,5,read,4,005f7224,4,MSVCRT.dll!floor
wiz8--demo--wiz8--8acda50afe39,005f7224,.rdata,initialized,import-slot,160,81,read,4,005f7228,4,MSVCRT.dll!swprintf
wiz8--demo--wiz8--8acda50afe39,005f7228,.rdata,initialized,import-slot,381,203,read,4,005f722c,4,MSVCRT.dll!malloc
wiz8--demo--wiz8--8acda50afe39,005f722c,.rdata,initialized,import-slot,1,1,read,4,005f7230,4,MSVCRT.dll!_ftol
wiz8--demo--wiz8--8acda50afe39,005f7230,.rdata,initialized,import-slot,1,1,read,4,005f7234,4,MSVCRT.dll!_spawnl
wiz8--demo--wiz8--8acda50afe39,005f7234,.rdata,initialized,import-slot,26,20,read,4,005f7238,4,MSVCRT.dll!_strnicmp
wiz8--demo--wiz8--8acda50afe39,005f7238,.rdata,initialized,import-slot,14,13,read,4,005f723c,4,MSVCRT.dll!strncpy
wiz8--demo--wiz8--8acda50afe39,005f723c,.rdata,initialized,import-slot,343,211,read,4,005f7240,4,MSVCRT.dll!free
wiz8--demo--wiz8--8acda50afe39,005f7240,.rdata,initialized,import-slot,269,143,read,4,005f7244,4,MSVCRT.dll!sprintf
wiz8--demo--wiz8--8acda50afe39,005f7244,.rdata,initialized,import-slot,27,4,read,4,005f724c,8,MSVCRT.dll!strtok
wiz8--demo--wiz8--8acda50afe39,005f724c,.rdata,initialized,import-slot,2,0,read,4,005f7250,4,USER32.dll!DefWindowProcA
wiz8--demo--wiz8--8acda50afe39,005f7250,.rdata,initialized,import-slot,2,1,read,4,005f7254,4,USER32.dll!PostQuitMessage
wiz8--demo--wiz8--8acda50afe39,005f7254,.rdata,initialized,import-slot,5,2,read,4,005f7258,4,USER32.dll!ShowCursor
wiz8--demo--wiz8--8acda50afe39,005f7258,.rdata,initialized,import-slot,1,1,read,4,005f725c,4,USER32.dll!RegisterWindowMessageA
wiz8--demo--wiz8--8acda50afe39,005f725c,.rdata,initialized,import-slot,9,9,read,4,005f7260,4,USER32.dll!DispatchMessageA
wiz8--demo--wiz8--8acda50afe39,005f7260,.rdata,initialized,import-slot,7,7,read,4,005f7264,4,USER32.dll!WaitMessage
wiz8--demo--wiz8--8acda50afe39,005f7264,.rdata,initialized,import-slot,9,9,read,4,005f7268,4,USER32.dll!TranslateMessage
wiz8--demo--wiz8--8acda50afe39,005f7268,.rdata,initialized,import-slot,9,9,read,4,005f726c,4,USER32.dll!GetMessageA
wiz8--demo--wiz8--8acda50afe39,005f726c,.rdata,initialized,import-slot,9,9,read,4,005f7270,4,USER32.dll!PeekMessageA
wiz8--demo--wiz8--8acda50afe39,005f7270,.rdata,initialized,import-slot,6,3,read,4,005f7274,4,USER32.dll!ShowWindow
wiz8--demo--wiz8--8acda50afe39,005f7274,.rdata,initialized,import-slot,1,1,read,4,005f7278,4,USER32.dll!SetForegroundWindow
wiz8--demo--wiz8--8acda50afe39,005f7278,.rdata,initialized,import-slot,1,1,read,4,005f727c,4,USER32.dll!FindWindowExA
wiz8--demo--wiz8--8acda50afe39,005f727c,.rdata,initialized,import-slot,1,1,read,4,005f7280,4,USER32.dll!MessageBoxA
wiz8--demo--wiz8--8acda50afe39,005f7280,.rdata,initialized,import-slot,2,1,read,4,005f7284,4,USER32.dll!CallNextHookEx
wiz8--demo--wiz8--8acda50afe39,005f7284,.rdata,initialized,import-slot,1,1,read,4,005f7288,4,USER32.dll!SetWindowsHookExA
wiz8--demo--wiz8--8acda50afe39,005f7288,.rdata,initialized,import-slot,1,1,read,4,005f728c,4,USER32.dll!UnhookWindowsHookEx
wiz8--demo--wiz8--8acda50afe39,005f728c,.rdata,initialized,import-slot,3,2,read,4,005f7290,4,USER32.dll!SetFocus
wiz8--demo--wiz8--8acda50afe39,005f7290,.rdata,initialized,import-slot,2,1,read,4,005f7294,4,USER32.dll!OpenIcon
wiz8--demo--wiz8--8acda50afe39,005f7294,.rdata,initialized,import-slot,1,1,read,4,005f7298,4,USER32.dll!CloseWindow
wiz8--demo--wiz8--8acda50afe39,005f7298,.rdata,initialized,import-slot,2,1,read,4,005f729c,4,USER32.dll!GetWindowRect
wiz8--demo--wiz8--8acda50afe39,005f729c,.rdata,initialized,import-slot,2,1,read,4,005f72a0,4,USER32.dll!SetWindowPos
wiz8--demo--wiz8--8acda50afe39,005f72a0,.rdata,initialized,import-slot,2,2,read,4,005f72a4,4,USER32.dll!GetSystemMetrics
wiz8--demo--wiz8--8acda50afe39,005f72a4,.rdata,initialized,import-slot,2,1,read,4,005f72a8,4,USER32.dll!SetWindowLongA
wiz8--demo--wiz8--8acda50afe39,005f72a8,.rdata,initialized,import-slot,1,1,read,4,005f72ac,4,USER32.dll!CreateWindowExA
wiz8--demo--wiz8--8acda50afe39,005f72ac,.rdata,initialized,import-slot,1,1,read,4,005f72b0,4,USER32.dll!LoadCursorA
wiz8--demo--wiz8--8acda50afe39,005f72b0,.rdata,initialized,import-slot,1,1,read,4,005f72b4,4,USER32.dll!LoadIconA
wiz8--demo--wiz8--8acda50afe39,005f72b4,.rdata,initialized,import-slot,8,4,read,4,005f72b8,4,USER32.dll!ClientToScreen
wiz8--demo--wiz8--8acda50afe39,005f72b8,.rdata,initialized,import-slot,6,4,read,4,005f72bc,4,USER32.dll!GetClientRect
wiz8--demo--wiz8--8acda50afe39,005f72bc,.rdata,initialized,import-slot,6,3,read,4,005f72c0,4,USER32.dll!SetCursorPos
wiz8--demo--wiz8--8acda50afe39,005f72c0,.rdata,initialized,import-slot,1,1,read,4,005f72c4,4,USER32.dll!GetCursorPos
wiz8--demo--wiz8--8acda50afe39,005f72c4,.rdata,initialized,import-slot,1,1,read,4,005f72c8,4,USER32.dll!ClipCursor
wiz8--demo--wiz8--8acda50afe39,005f72c8,.rdata,initialized,import-slot,1,1,read,4,005f72cc,4,USER32.dll!SetTimer
wiz8--demo--wiz8--8acda50afe39,005f72cc,.rdata,initialized,import-slot,1,1,read,4,005f72d0,4,USER32.dll!KillTimer
wiz8--demo--wiz8--8acda50afe39,005f72d0,.rdata,initialized,import-slot,1,1,read,4,005f72d4,4,USER32.dll!RegisterClassA
wiz8--demo--wiz8--8acda50afe39,005f72d4,.rdata,initialized,import-slot,1,1,read,4,005f72dc,8,USER32.dll!AdjustWindowRect
wiz8--demo--wiz8--8acda50afe39,005f72dc,.rdata,initialized,import-slot,1,1,read,4,005f72e0,4,binkw32.dll!_BinkDDSurfaceType@4
wiz8--demo--wiz8--8acda50afe39,005f72e0,.rdata,initialized,import-slot,2,2,read,4,005f72e4,4,binkw32.dll!_BinkCopyToBuffer@28
wiz8--demo--wiz8--8acda50afe39,005f72e4,.rdata,initialized,import-slot,1,1,read,4,005f72e8,4,binkw32.dll!_BinkClose@4
wiz8--demo--wiz8--8acda50afe39,005f72e8,.rdata,initialized,import-slot,1,1,read,4,005f72ec,4,binkw32.dll!_BinkPause@8
wiz8--demo--wiz8--8acda50afe39,005f72ec,.rdata,initialized,import-slot,1,1,read,4,005f72f0,4,binkw32.dll!_BinkSetVolume@8
wiz8--demo--wiz8--8acda50afe39,005f72f0,.rdata,initialized,import-slot,1,1,read,4,005f72f4,4,binkw32.dll!_BinkGetError@0
wiz8--demo--wiz8--8acda50afe39,005f72f4,.rdata,initialized,import-slot,1,1,read,4,005f72f8,4,binkw32.dll!_BinkOpen@8
wiz8--demo--wiz8--8acda50afe39,005f72f8,.rdata,initialized,import-slot,1,1,read,4,005f72fc,4,binkw32.dll!_BinkSetSoundSystem@8
wiz8--demo--wiz8--8acda50afe39,005f72fc,.rdata,initialized,import-slot,1,1,read,4,005f7300,4,binkw32.dll!_BinkOpenMiles@4
wiz8--demo--wiz8--8acda50afe39,005f7300,.rdata,initialized,import-slot,1,1,read,4,005f7304,4,binkw32.dll!_BinkNextFrame@4
wiz8--demo--wiz8--8acda50afe39,005f7304,.rdata,initialized,import-slot,1,1,read,4,005f7308,4,binkw32.dll!_BinkDoFrame@4
wiz8--demo--wiz8--8acda50afe39,005f7308,.rdata,initialized,import-slot,1,1,read,4,005f730c,4,binkw32.dll!_BinkWait@4
wiz8--demo--wiz8--8acda50afe39,005f730c,.rdata,initialized,import-slot,1,1,read,4,005f7314,8,binkw32.dll!_BinkGetRects@8
wiz8--demo--wiz8--8acda50afe39,005f7314,.rdata,initialized,import-slot,1,1,read,4,005f7318,4,mss32.dll!_AIL_start_stream@4
