program,address,claimed_name,owner,confidence,name_origin,authority,aliases,source_path,source_line
wiz8,00404c80,FileOpen,sgp-shared,exact,sgp-source,source-backed,OpenVirtualFile,sgp/FileMan.c,348
wiz8,00404e10,CloseVirtualFile,wiz8-file-system,strong,descriptive,descriptive,,,
wiz8,00404ea0,ReadVirtualFile,wiz8-file-system,strong,descriptive,descriptive,,,
wiz8,00404fb0,FileWrite,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,660
wiz8,00405030,FileSeek,sgp-shared,exact,sgp-source,source-backed,SeekVirtualFile,sgp/FileMan.c,823
wiz8,004051d0,DirectoryExists,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1309
wiz8,004051f0,MakeFileManDirectory,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1340
wiz8,00405200,GetExecutableDirectory,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1486
wiz8,00405270,GetFileFirst,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1512
wiz8,00405300,GetFileNext,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1546
wiz8,00405350,GetFileClose,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1558
wiz8,00405390,W32toSGPFileFind,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1570
wiz8,004054d0,FileCopy,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1631
wiz8,004054f0,FileGetAttributes,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1743
wiz8,00405550,FileClearAttributes,sgp-shared,exact,sgp-source,source-backed,,sgp/FileMan.c,1785
wiz8,00405970,CreateStack,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,99
wiz8,004059b0,CreateList,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,191
wiz8,00405a00,Push,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,299
wiz8,00405a70,Pop,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,361
wiz8,00405ac0,PeekStack,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,415
wiz8,00405b00,DeleteStack,sgp-shared,exact,sgp-source,source-backed,DeleteList,sgp/Container.c,467
wiz8,00405b20,PeekList,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,658
wiz8,00405b90,StoreListNode,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,799
wiz8,00405c00,StackSize,sgp-shared,exact,sgp-source,source-backed,ListSize,sgp/Container.c,1152
wiz8,00405c10,AddtoList,sgp-shared,exact,sgp-source,source-backed,,sgp/Container.c,1251
wiz8,00406b70,Clock,sgp-shared,exact,sgp-source,source-backed,,sgp/timer.c,23
wiz8,00406ba0,InitializeClockManager,sgp-shared,exact,sgp-source,source-backed,,sgp/timer.c,36
wiz8,00406bd0,ShutdownClockManager,sgp-shared,exact,sgp-source,source-backed,,sgp/timer.c,47
wiz8,00406be0,GetClock,sgp-shared,exact,sgp-source,source-backed,,sgp/timer.c,55
wiz8,00406bf0,SetCountdownClock,sgp-shared,exact,sgp-source,source-backed,,sgp/timer.c,60
wiz8,00406c00,ClockIsTicking,sgp-shared,exact,sgp-source,source-backed,,sgp/timer.c,65
wiz8,00408860,PlaySound,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,0040ef80,InitializeRandom,sgp-shared,exact,sgp-source,source-backed,,sgp/Random.c,23
wiz8,0040efa0,Random,sgp-shared,exact,fan-patch-signature|sgp-source,source-backed,GetRandomNumber,sgp/Random.c,39
wiz8,0040efe0,Chance,sgp-shared,exact,sgp-source,source-backed,,sgp/Random.c,54
wiz8,0040f0b0,DDCreateSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,16
wiz8,0040f100,DDLockSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,83
wiz8,0040f150,DDUnlockSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,103
wiz8,0040f180,DDGetSurfaceDescription,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,112
wiz8,0040f1c0,DDReleaseSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,206
wiz8,0040f210,DDRestoreSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,220
wiz8,0040f230,DDBltFastSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,228
wiz8,0040f290,DDBltSurface,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,244
wiz8,0040f300,DDCreatePalette,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,262
wiz8,0040f340,DDSetPaletteEntries,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,290
wiz8,0040f380,DDGetPaletteEntries,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,300
wiz8,0040f3c0,DDReleasePalette,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,310
wiz8,0040f3e0,DDSetSurfaceColorKey,sgp-shared,exact,sgp-source,source-backed,,sgp/DirectDraw Calls.c,336
wiz8,004126f0,InitializeSlfArchives,wiz8-file-system,strong,descriptive,descriptive,,,
wiz8,00412a10,RefreshSlfArchives,wiz8-file-system,strong,descriptive,descriptive,,,
wiz8,00412b10,ShutDownFileDatabase,sgp-shared,exact,sgp-source,source-backed,,sgp/LibraryDataBase.c,161
wiz8,00412bb0,OpenSlfArchive,wiz8-file-system,strong,descriptive,descriptive,,,
wiz8,00413680,CreateRealFileHandle,sgp-shared,exact,sgp-source,source-backed,,sgp/LibraryDataBase.c,741
wiz8,00413730,GetLibraryAndFileIDFromLibraryFileHandle,sgp-shared,exact,sgp-source,source-backed,,sgp/LibraryDataBase.c,792
wiz8,00413d00,CompareDirEntryFileNames,sgp-shared,exact,sgp-source,source-backed,,sgp/LibraryDataBase.c,1109
wiz8,00415820,ZAlloc,sgp-compression,exact,sgp-source,source-backed,,,
wiz8,00415840,ZFree,sgp-compression,exact,sgp-source,source-backed,,,
wiz8,00415850,DecompressInit,sgp-compression,exact,sgp-source,source-backed,,,
wiz8,004158b0,Decompress,sgp-compression,exact,sgp-source,source-backed,,,
wiz8,004158f0,DecompressFini,sgp-compression,exact,sgp-source,source-backed,,,
