program,address,claimed_name,owner,confidence,name_origin,authority,aliases,source_path,source_line
wiz8,004177d0,inflate_blocks_free,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417810,adler32,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417940,zcalloc,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417960,zcfree,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417970,init_block,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,004179e0,gen_codes,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417a60,_tr_stored_block,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417b20,_tr_flush_block,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417d40,build_tree,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00417f50,pqdownheap,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00418000,gen_bitlen,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,004181e0,build_bl_tree,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00418250,scan_tree,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00418340,send_all_trees,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,004185a0,send_tree,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00418b20,_tr_tally,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00418c30,compress_block,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,004190a0,set_data_type,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419110,bi_reverse,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419140,bi_windup,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,004191a0,copy_block,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419230,inflate_trees_bits,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419290,huft_build,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419760,inflate_trees_dynamic,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419850,inflate_trees_fixed,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,004199c0,inflate_trees_free,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419a00,inflate_codes_new,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,00419a40,inflate_codes,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,0041a340,inflate_codes_free,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,0041a360,inflate_flush,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,0041a4a0,inflate_fast,zlib-1.0.4,high,original-source,source-backed,,,
wiz8,0041cf80,CopyLevelDataHandle,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041e880,RepeatLevelDataCallback,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041efb0,GetLevelDataFlag8,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041efd0,ClearLevelDataFlag8,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041efe0,SetLevelDataFlag8,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041eff0,GetLevelDataFlag9,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041f010,HasLevelDataVector,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041f070,GetLevelDataFlag4,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041f090,IsLevelDataFlag4EffectivelySet,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041f0c0,ClearLevelDataFlags5To7,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041f140,GetLevelDataFlag6,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,0041f160,ClearLevelDataFlag6,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\GameData.cpp,
wiz8,00421680,srVector3T<float>::method_00421680,surrender-template,exact,original-export,abi-backed,VectorFromThreeFloats,,
wiz8,004218b0,W8Object005EBCFC::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004218d0,W8Object005EBCFC::~W8Object005EBCFC,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00422240,InitializeVideoDevice,wiz8-engine-code,strong,descriptive,descriptive,,,
wiz8,00428ab0,AssertFailureHandler,wiz8-engine-code,strong,descriptive,descriptive,,,
wiz8,0042a260,W8Vector005EBFB4::W8Vector005EBFB4,wiz8-level-system,exact,descriptive,descriptive,,,
wiz8,0042a2c0,W8Vector005EBFB4::~W8Vector005EBFB4,wiz8-level-system,exact,descriptive,descriptive,,,
wiz8,0042a2e0,W8GrowableVector<W8VectorElement005EBFB4 *>::scalar_deleting_destructor,wiz8-level-system,exact,descriptive,descriptive,,,
wiz8,0042a310,W8Vector005EBFB4::scalar_deleting_destructor,wiz8-level-system,exact,descriptive,descriptive,,,
wiz8,0042a6f0,LoadLevel,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,0042b410,GetLocationIDFromCode,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,0042b550,LevelGetFolderNameByID,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,0042b580,GetLoadedLevelID,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,0042bbd0,W8GrowableVector<W8VectorElement005EC27C *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,0042bc10,ReadOctFile,wiz8-octree-engine,strong,original-runtime-string,string-backed,,,
wiz8,0042e3e0,W8OctreeWalker_SetVisitedSet,wiz8-octree-engine,strong,descriptive,descriptive,,Engine Code\\Octree.cpp,
wiz8,0042e400,W8OctreeWalker_MarkVisited,wiz8-octree-engine,strong,descriptive,descriptive,,Engine Code\\Octree.cpp,
wiz8,0042e620,W8OctreeWalker_VisitPointCopy,wiz8-octree-engine,strong,descriptive,descriptive,,Engine Code\\Octree.cpp,
wiz8,0042e810,OctreeQueueKind13,wiz8-octree-engine,strong,descriptive,descriptive,,Engine Code\\Octree.cpp,
wiz8,0042ef00,OctreeTraverseKind12,wiz8-octree-engine,strong,descriptive,descriptive,,Engine Code\\Octree.cpp,
wiz8,00438c70,W8Vector005EC018::~W8Vector005EC018,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00438f40,W8GrowableVector<W8VectorElement005EC018 *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00438f70,W8Vector005EC018::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,0043a910,W8Object0043A910::W8Object0043A910,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,0043ad90,BitArray::FreeIndex,wiz8-bit-array,exact,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043ada0,BitArray::SetSize,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043ae80,BitArray::CopyFrom,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b390,BitArray::Set,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b3d0,BitArray::SetAndGrow,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b420,BitArray::SetAll,wiz8-bit-array,exact,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b450,BitArray::Clear,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b490,BitArray::ClearAll,wiz8-bit-array,exact,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b4c0,BitArray::IntersectWith,wiz8-bit-array,exact,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b510,BitArray::UnionWith,wiz8-bit-array,exact,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b560,BitArray::SetToComplementOf,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b5f0,BitArray::CountSetBits,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b620,BitArray::Test,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b660,BitArray::NextSetBit,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043b700,BitArray::Grow,wiz8-bit-array,strong,original-runtime-string,string-backed,,Engine Code\\BitArray.cpp,
wiz8,0043d940,RunTrigger,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,00443780,FindTriggerByName,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,00443dc0,CreateLocationVar,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,00444170,GetLocationVarIDByName,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,004445b0,ReleaseAllTriggers,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Trigger.cpp,
wiz8,004456e0,PrintNothingHappenedOrSpecialItemRequired,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,00445ff0,W8Vector005EC164::W8Vector005EC164,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00446050,W8Vector005EC164::~W8Vector005EC164,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00446090,W8Vector005EC16C::W8Vector005EC16C,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004460f0,W8Vector005EC16C::~W8Vector005EC16C,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00446110,srVector3T<float>::method_00446110,surrender-template,exact,original-export,abi-backed,Copy3DVector,,
wiz8,00446160,W8GrowableVector<W8VectorElement005EC164 *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00446190,W8Vector005EC164::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00446200,W8GrowableVector<W8VectorElement005EC16C *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00446230,W8Vector005EC16C::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,0044ba00,W8PropOwnedPolymorphic::ToggleAnimation,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044bae0,W8PropOwnedPolymorphic::FindSlotByCurrentTag,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044bea0,W8Prop005EC1E0_ScalarDeletingDestructor,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044bec0,W8Prop005EC1E0::~W8Prop005EC1E0,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\Prop.cpp,
wiz8,0044d4b0,W8Prop005EC1E0::SetSetting6C,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044d4f0,W8Prop005EC1E0::GetSetting6C,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044d500,W8Prop005EC1E0::ToggleRepAnimation,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044d550,W8Prop005EC1E0::ToggleRepAnimationDefault,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044d5a0,W8Prop005EC1E0::GetValue18,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044d5b0,W8Prop005EC1E0::SetSetting66,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044d5c0,W8Prop005EC1E0::PlayRepAnimation,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044e0a0,W8Prop005EC1E0::GetGDPropValue24,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044e0c0,W8Prop005EC1E0::CanBeUsedFrom,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044e1c0,W8Prop005EC1E0::IsSetting6FTwo,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044e1d0,W8Prop005EC1E0::ToggleSetting6E,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044e1f0,W8Prop005EC1E0::SetSetting6E,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Prop.cpp,
wiz8,0044f3d0,srNode_ScalarDeletingDestructor,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\3dapi.cpp,
wiz8,00450780,ReportAssertion,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3dapi.cpp,
wiz8,00451010,MarkRendererReady,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3dapi.cpp,
wiz8,00451110,Forward44F5F0,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3dapi.cpp,
wiz8,00451140,Forward44FAF0,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3dapi.cpp,
wiz8,00451280,GetWorld,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,004512c0,FindEntityByName,fan-patch-oracle,strong,fan-patch-signature,external-semantic,,,
wiz8,00451a40,W8Vector005EC2B8::W8Vector005EC2B8,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451aa0,W8Vector005EC2B8::~W8Vector005EC2B8,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451b00,W8Vector005EC27C::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451b20,W8Vector005EC27C::~W8Vector005EC27C,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451b40,W8GrowableVector<W8VectorElement005EC2B8 *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451b70,W8Vector005EC2B8::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451ce0,W8GrowableVector<W8VectorElement005EC294 *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451d10,W8Vector005EC294::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00451d30,W8Vector005EC294::~W8Vector005EC294,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004534c0,W8MonsterMember18::GetPosition,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\Navigator.cpp,
wiz8,00456140,W8Vector005EC324::W8Vector005EC324,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004561a0,W8Vector005EC324::~W8Vector005EC324,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004561c0,W8GrowableVector<W8VectorElement005EC324 *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004561f0,W8Vector005EC324::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00459540,OctPath::WriteWaypointFile,wiz8-pathfinding,strong,descriptive,descriptive,,,
wiz8,00459650,OctPath::ReadWaypointFile,wiz8-pathfinding,strong,descriptive,descriptive,,,
wiz8,0046e580,WorldAddToList00,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046e5c0,WorldAddToList04,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046e5e0,WorldRemoveFromList04,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046e600,WorldGetPropCount,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046e620,WorldGetPropAt,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046e860,ForwardThroughMember3C_46E750,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046e880,ForwardThroughMember3C_46E640,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046f3f0,FreeThroughRenderHeap,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,0046f4f0,SetChainValue15C,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\3d.cpp,
wiz8,004712d0,W8MeshModel::FindMappedIndex,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\stMeshModel.cpp,
wiz8,00471aa0,W8MeshModel::GetVertex,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\stMeshModel.cpp,
wiz8,00471d60,W8MeshModel::LinkTo,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\stMeshModel.cpp,
wiz8,00473180,ReleaseMeshModel,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\stMeshModel.cpp,
wiz8,00474be0,W8Vector005EC514::W8Vector005EC514,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00474c40,W8Vector005EC514::~W8Vector005EC514,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00474de0,W8GrowableVector<W8VectorElement005EC514 *>::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00474e10,W8Vector005EC514::scalar_deleting_destructor,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,004826b0,ResetEnvironment,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482750,SetViewDistance,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482760,GetViewDistance,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482a10,GetEnvironmentFlag0060A394,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482e80,SetFogEnabled,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482e90,IsFogEnabled,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482f60,DisableSky,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00482f80,IsSkyEnabled,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00483650,SetLightDirection,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00483680,GetLightDirection,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00483ab0,GetWorldValue24,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00483e30,SetSkyNodeValue1D0,wiz8-engine-code,exact,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00483e50,SetSkyNodeVisible,wiz8-engine-code,strong,descriptive,descriptive,,Engine Code\\Environment.cpp,
wiz8,00484870,W8Vector005EC294::W8Vector005EC294,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00489ed0,W8Vector005ECA5C::W8Vector005ECA5C,wiz8-engine-code,exact,descriptive,descriptive,,,
wiz8,00489f30,W8Vector005ECA5C::~W8Vector005ECA5C,wiz8-engine-code,exact,descriptive,descriptive,,,
