function,size,flags,build,module_sha256,classification,address,hit_count,similarity,relocation_masked_sha256,unavailable_reason
GetFileFirst,132,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,004052e0,1,1.000000,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,
GetFileFirst,132,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405270,1,1.000000,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,
GetFileFirst,132,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405270,1,1.000000,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,
GetFileFirst,132,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,near-source-with-wiz8-modifications,00405270,1,0.990741,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,
GetFileFirst,132,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405270,1,1.000000,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,
GetFileFirst,132,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,no-text-section
GetFileFirst,132,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,c1da91731b6b6114c9c9c0628da706e2943c5c22876cbf03c18a05bea757f7bf,protected-executable
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,no-text-section
GetFileManCurrentDirectory,22,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,4a9832e56173200a9155a4d3de0af2905fbd88c4d0905c0af8733d1e789b9f24,protected-executable
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,no-text-section
GetFileManFileTime,233,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,ef8503a2396638fe66d05b095e321c23581580e4694d1d9420f050b123e8d887,protected-executable
GetFileNext,73,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,00405370,1,1.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,
GetFileNext,73,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405300,1,1.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,
GetFileNext,73,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405300,1,1.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,
GetFileNext,73,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,00405300,1,1.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,
GetFileNext,73,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405300,1,1.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,
GetFileNext,73,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,no-text-section
GetFileNext,73,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,3830b2e3cb13f2b7b94be63bac6f7caf226d4de495f168dbef2359ed1871f421,protected-executable
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,no-text-section
GetFilesInDirectory,565,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,dceba49b5c317bedeb94f533fac2a81b9981521281a8b650f844ce8add185576,protected-executable
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,no-text-section
GetFreeSpaceOnHardDrive,129,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,9558f7889707a0d23b207322a75de03dbc47404e6a615152f228c44a3528e576,protected-executable
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,no-text-section
GetFreeSpaceOnHardDriveWhereGameIsRunningFrom,304,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,380015e0de66ea1fe9f8d559a7fe9e3629d36e17658d0f0ae3c689527189ca80,protected-executable
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,no-text-section
GetHandleToRealFile,69,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,d0fff59bffe580013807869566f0183359f556a094e832343b8af1c9321c3b5e,protected-executable
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,no-text-section
GetRealFileHandleFromFileManFileHandle,95,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,6219d9e990b908c8c21e11f041b91fceaf66d94611c706825271fb3c7a06cd77,protected-executable
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,ambiguous-generic,,266,1.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,267,1.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,267,1.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,ambiguous-generic,,267,1.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,267,1.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,no-text-section
InitializeFileManager,3,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,e18aacce29affcdddaa5f641ac1ec12552e0fe9d066e6408941b1792818b8619,protected-executable
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,00405260,1,1.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,004051f0,1,1.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,004051f0,1,1.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,004051f0,1,1.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,004051f0,1,1.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,no-text-section
MakeFileManDirectory,14,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,a9ac7e39bcf2ba6a73d7dee83bec96796908c3adf1fe42914efc946d9359a46b,protected-executable
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,no-text-section
RemoveFileManDirectory,371,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,177000f144d32d4d6b2caa1b8df855b60aff24576f7fd8bb73e446bfe3010543,protected-executable
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,ambiguous-generic,,2,1.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,2,1.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,2,1.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,ambiguous-generic,,2,1.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,2,1.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,no-text-section
SetFileManCurrentDirectory,12,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,affed1bec2e0bbe9f34afb41a2c315445219c39640d96de70a2103cfcb5ecb5b,protected-executable
ShutdownFileManager,1,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,ambiguous-generic,,13271,1.000000,ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e,
ShutdownFileManager,1,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,13531,1.000000,ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e,
ShutdownFileManager,1,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,13531,1.000000,ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e,
ShutdownFileManager,1,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,ambiguous-generic,,13531,1.000000,ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e,
ShutdownFileManager,1,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,13531,1.000000,ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e,
ShutdownFileManager,1,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,ae3f4619b0413d70d3004b9131c3752153074e45725be13b9a148978895e359e,no-text-section
