function,size,flags,build,module_sha256,classification,address,hit_count,similarity,relocation_masked_sha256,unavailable_reason
FileExistsNoDB,42,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,d209a7d538c623533663724f1273b3c9d20714a09ec0e02764826b507d89b997,protected-executable
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,00405560,1,1.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,004054f0,1,1.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,004054f0,1,1.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,004054f0,1,1.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,004054f0,1,1.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,no-text-section
FileGetAttributes,96,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,59fd51084fc8ef0543e5cbe469d249226bad4bae4e0aaf5027f664032230c8f5,protected-executable
FileGetPos,127,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,
FileGetPos,127,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,
FileGetPos,127,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,
FileGetPos,127,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,
FileGetPos,127,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,
FileGetPos,127,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,no-text-section
FileGetPos,127,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,1856c0c4508dbd14bea1770b0d1f056431f9916eb7583c8fb342b32a35eb2de5,protected-executable
FileGetSize,113,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,
FileGetSize,113,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,
FileGetSize,113,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,
FileGetSize,113,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,
FileGetSize,113,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,
FileGetSize,113,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,no-text-section
FileGetSize,113,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,c94ef3842f1e7637e8e3fdd736cd91de87b82ce1a8536c4aad8e9162d1559c5e,protected-executable
FileLoad,218,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,
FileLoad,218,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,
FileLoad,218,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,
FileLoad,218,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,
FileLoad,218,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,
FileLoad,218,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,no-text-section
FileLoad,218,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,4f6ec70be3926c0aa2bbf98de4febcc30aad1dd430be8d553fac8c5d92747bde,protected-executable
FileMove,17,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,ambiguous-generic,,1,1.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,
FileMove,17,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,1,1.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,
FileMove,17,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,1,1.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,
FileMove,17,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,ambiguous-generic,,1,1.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,
FileMove,17,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,ambiguous-generic,,1,1.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,
FileMove,17,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,no-text-section
FileMove,17,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,e889e09f033bff21a40e4fd56b36aa4386e542edb5f2f3fb3dffe2fd18106bbd,protected-executable
FileOpen,387,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,00404cf0,1,1.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,
FileOpen,387,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00404c80,1,1.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,
FileOpen,387,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00404c80,1,1.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,
FileOpen,387,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,00404c80,1,1.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,
FileOpen,387,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00404c80,1,1.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,
FileOpen,387,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,no-text-section
FileOpen,387,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,84da465de36c505b4e248cc5a29778de2b59face4571847a5b2550117596393e,protected-executable
FilePrintf,152,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,
FilePrintf,152,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,
FilePrintf,152,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,
FilePrintf,152,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,
FilePrintf,152,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,
FilePrintf,152,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,no-text-section
FilePrintf,152,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,c2752db339986f361ac8a5e4da605b51ee20f0afd89bea1699147c784ab35faa,protected-executable
FileRead,269,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,
FileRead,269,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,
FileRead,269,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,
FileRead,269,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,
FileRead,269,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,
FileRead,269,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,no-text-section
FileRead,269,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,74b8fe5982eca9da574927d6363363a497ce3683c479595c7233387f90e236c9,protected-executable
FileSeek,146,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,004050a0,1,1.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,
FileSeek,146,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405030,1,1.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,
FileSeek,146,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405030,1,1.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,
FileSeek,146,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,00405030,1,1.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,
FileSeek,146,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405030,1,1.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,
FileSeek,146,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,no-text-section
FileSeek,146,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,8813c101ecd0b7662b0339634f568409237bff906934a6bc5e4fa72d0c47e14d,protected-executable
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,no-text-section
FileSetAttributes,73,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,5c2ed70da54386c7d0b14728825960de01f2b542d0ae4875ecafa505825d44c6,protected-executable
FileSize,276,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,absent-or-stripped,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,
FileSize,276,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,
FileSize,276,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,
FileSize,276,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,absent-or-stripped,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,
FileSize,276,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,absent-or-stripped,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,
FileSize,276,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,no-text-section
FileSize,276,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,0bb161ef3ce6f7cd13ffef5b8ef60f07e4919e137e0d45cb77176498fc4ac2ee,protected-executable
FileWrite,119,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,00405020,1,1.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,
FileWrite,119,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00404fb0,1,1.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,
FileWrite,119,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00404fb0,1,1.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,
FileWrite,119,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,00404fb0,1,1.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,
FileWrite,119,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00404fb0,1,1.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,
FileWrite,119,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,no-text-section
FileWrite,119,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,d69c4fa41499b8bfe509ff53360913124ed86ff63edfc901b61b4c29d8eb6e11,protected-executable
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,00405270,1,1.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405200,1,1.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405200,1,1.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,00405200,1,1.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405200,1,1.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,no-text-section
GetExecutableDirectory,102,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,ba8d8661477873c94ea67793d34bf64bda0e4ba4d1711e5c0b284b389d3d3471,protected-executable
GetFileClose,49,/O2 /Ob2 /G5 /MD,demo,8acda50afe39f7e6a867272300a09463fd94aed9a510008fcdefc662143346e4,relocation-equivalent,004053c0,1,1.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,
GetFileClose,49,/O2 /Ob2 /G5 /MD,gog_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405350,1,1.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,
GetFileClose,49,/O2 /Ob2 /G5 /MD,gog_1261,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405350,1,1.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,
GetFileClose,49,/O2 /Ob2 /G5 /MD,gog_1261_new,57a3072c2f8307de84e2f54ac58d3fcd7cf3cef18088bf0f0fdec2ac9202b2b1,relocation-equivalent,00405350,1,1.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,
GetFileClose,49,/O2 /Ob2 /G5 /MD,gog_128_base,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,relocation-equivalent,00405350,1,1.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,
GetFileClose,49,/O2 /Ob2 /G5 /MD,gog_128_patch,fdca6d9cd0940034191e82b8e2900de26bb25e381c74128dcb8967360a9fb824,unavailable,,0,0.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,no-text-section
GetFileClose,49,/O2 /Ob2 /G5 /MD,retail_2001_12_23,c3639d43568a1ed233be85c6b3b8129b1a4661e65717220e0514c815aa972edd,unavailable,,0,0.000000,3eb85835f76b3c46cc5cbc91421eb8fc9145f18cd6d17c252b96113a5f3562f6,protected-executable
