call_site,containing_function,source_path,line,expression
004d50de,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2422,pProps[i1].usFrame_Pos
004d5145,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2439,fSuccess
004d5179,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2443,fSuccess
004d51cb,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2451,fSuccess
004d531b,004d5240,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2563,fSuccess
004d5421,004d5240,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2602,fSuccess
0042a397,0042a370,C:\Projects\Wizardry 8\Engine Code\Levels.cpp,237,ulLevel < TEST_LEVEL_COUNT
0042a726,0042a6f0,C:\Projects\Wizardry 8\Engine Code\Levels.cpp,385,iLevel < TEST_LEVEL_COUNT
0042b199,0042b020,C:\Projects\Wizardry 8\Engine Code\Levels.cpp,899,pMat
004b9083,004b8a70,C:\Projects\Wizardry 8\Engine Code\materials.cpp,228,*ppstMaterial
004b934b,004b9280,C:\Projects\Wizardry 8\Engine Code\materials.cpp,304,*ppstMaterial
004b9745,004b95d0,C:\Projects\Wizardry 8\Engine Code\materials.cpp,401,psrTexture
004b98ae,004b95d0,C:\Projects\Wizardry 8\Engine Code\materials.cpp,423,psrTexture
004a2731,004a2710,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,126,pao
004a27de,004a27c0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,200,pWorld
004a2cd8,004a28d0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,288,pMissile->GrObject::GetAI()
004a2f4f,004a2db0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,388,plsNewLights
004a303c,004a2db0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,396,pstNewLight
004a339d,004a3300,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,479,pInfo && pInfo->hFile && pMissile
004a3813,004a3550,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,815,pacName
004a3946,004a3550,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,815,pacName
004a3a13,004a3550,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,815,pacName
004a3de8,004a3c10,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,910,m_pRep
004a42ce,004a4210,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,1215,bCycle<MISSILE_NUM_CYCLES
004a4330,004a4300,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,1238,bCycle >= MISSILE_CYCLE_FIRST && bCycle <= MISSILE_CYCLE_LAST
004a461c,004a45f0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,1374,pao
004a4a00,004a49e0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,1733,m_Source.iType == SOURCE_TYPE_CHAR
004a53c2,004a53a0,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,2157,pAIMissile
004a56a6,004a5450,C:\Projects\Wizardry 8\Engine Code\Missile.cpp,2262,s_pMissileTable
0048aa20,0048a7a0,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,211,pTable
0048aac6,0048a7a0,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,221,pScript
0048ae3a,0048ad20,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,326,pMonsterDB
0048af69,0048ad20,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,379,ulNumMonsters
0048b08c,0048ad20,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,403,pMonsterDB
0048b48a,0048b420,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,535,m_pTimer
0048b7eb,0048b770,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,777,fSuccess
0048c2a3,0048c110,C:\Projects\Wizardry 8\Engine Code\MonGen.cpp,1162,pMonGen
004bf2b5,004bf0f0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,485,plsNewLights
004bf36f,004bf0f0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,493,pstNewLight
004bf5d2,004bf520,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,557,pInfo && pInfo->hFile && pMonster
004bf9b6,004bf970,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,734,pao
004c1da2,004c1d20,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,757,flStart <= flEnd
004bfad1,004bfab0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,960,bCycle < CYCLE_NUM_UNIQUE
004c6398,004c6350,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,960,bCycle < CYCLE_NUM_UNIQUE
004c006f,004bfe00,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1099,rhs.m_pRep
004c0386,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1235,*ppMonster
004c0516,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1295,hFile
004c0a3a,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1422,pSndEvent
004c0aa0,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1429,pSndEvent
004c0b7c,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1445,pSndEvent
004c145e,004c0300,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1590,FALSE
004c202f,004c2010,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,1937,pacName
004c2123,004c2100,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2041,m_pRep
004c2c7d,004c2bf0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2431,FALSE
004c3761,004c3740,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2812,bCycle < CYCLE_NUM_UNIQUE
004c37b7,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2836,bCycle >= CYCLE_FIRST && bCycle <= CYCLE_LAST
004c38a0,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2854,FALSE
004c3927,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2883,0
004c3a57,004c3790,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,2897,pao
004bf625,004bf520,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3125,bCycle>=CYCLE_FIRST && bCycle<=CYCLE_LAST
004c3f43,004c3f00,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3150,pao
004c4cbf,004c4ca0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3812,pMonsterB
004c4d61,004c4d40,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,3838,pPlayer
004c5889,004c5860,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,4703,pMonster
004c770e,004c75c0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,6242,uiAttack < MAX_MONSTER_ATTACKS
004c7829,004c77f0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,6321,!(IsCycleSupported(CYCLE_ATTACK_SHOOT) && IsCycleSupported(CYCLE_ATTACK_THROW))
004c9e48,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7503,pEvalVar
004c9e75,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7504,strlen(pEvalVar) < 512
004c9f85,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7526,lsParmList.Length()
004ca07f,004c9dc0,C:\Projects\Wizardry 8\Engine Code\Monster.cpp,7542,lsParmList.Length()
004536c7,00453690,C:\Projects\Wizardry 8\Engine Code\Navigator.cpp,1735,pNavAI
004462c6,00446250,C:\Projects\Wizardry 8\Engine Code\OctBuildTree.cpp,140,m_apLinkLists[m_usCurrent]
00459475,00459400,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,2408,m_pFileWayPoints
0045b23e,0045b120,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,3596,ulCount<200
0045cf2d,0045c9a0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4368,(ulBestNode <= m_ulSearchNodesUsed)
0045d5ac,0045d530,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4585,pstMeshModel
0045d831,0045d530,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4646,m_pPathModelInstance
0045de22,0045ddb0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,4844,pNewWayPoints
0045ed95,0045ec30,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,5414,pNewWayPtLinks
0046028e,00460250,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,6764,pusLinks[i] < (UINT16)m_ulNumWayPtLinks
004609f5,00460950,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7074,i < m_ulNumWayPoints
00460bee,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7131,usStartNode < m_ulNumWayPoints
00460c1d,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7132,usEndNode < m_ulNumWayPoints
00460ca1,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7146,usWayPt < m_ulNumWayPoints
00460cdf,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7148,usLink < m_ulNumWayPtLinks
00460d0f,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7152,usLink < m_ulNumWayPtLinks
00460dfa,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7157,usNextNode < m_ulNumWayPoints
00461111,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7202,usLink < m_ulNumWayPtLinks
00461257,00460b80,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7210,usWayPt < m_ulNumWayPoints
00461464,004612a0,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7319,i < m_ulNumWayPoints
00461bb8,00461960,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7559,i < m_ulNumWayPoints
00461d80,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7631,usLink < m_ulNumWayPtLinks
00461e92,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7641,usNextNode < m_ulNumWayPoints
00461fbf,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7680,ulLinkNum < 20
00462198,00461d10,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,7695,usNextNode < m_ulNumWayPoints
00463fa1,00463290,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,8877,(ulBestNode <= m_ulSearchNodesUsed)
00465a6e,00465a00,C:\Projects\Wizardry 8\Engine Code\OctPath.cpp,10065,pNewSearchNodes
004ce667,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1037,ppCondPaths
004ce7b4,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1065,ulOriginalCount <= (UINT32)lNumProps
004ce861,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1077,m_ulNumCondFrames < 10000
004ce8aa,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1082,m_ulNumCondNodes < 10000
004cea31,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1116,m_pCondPaths
004cead8,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1127,m_pulCondLookup
004ceb2e,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1130,m_pusCondNodeFrames
004ceb87,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1134,m_pulCondNodeKeys
004cebe1,004ce510,C:\Projects\Wizardry 8\Engine Code\OctPrePath.cpp,1137,m_pulCondNodeValues
004689d2,004683f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,548,m_pAlphaBits->Save(hOctFile)
0046b9a5,0046b060,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,1963,(m_lNumSupports < 30 && m_lNumBlocks < 30)
0046bac6,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2016,pCondNode
0046bb75,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2024,FALSE
0046bc79,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2044,pCondNode
0046be84,0046b9d0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2052,FALSE
0046c212,0046c0f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2190,pPreProps[i].pStopMeshes
0046c4e8,0046c0f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2221,pPreProps[i].pStopMeshes
0046c553,0046c0f0,C:\Projects\Wizardry 8\Engine Code\OctPreTree.cpp,2228,(pLVL->pProps[i].usFrame_Pos[j*2] < (UINT16)(pLVL->pProps[i].bNumFrames))
0042bce7,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,163,hOctFile
0042bd5e,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,172,fSuccess && (uiTerminator==0xffffffff)
0042c4c2,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,351,fSuccess && (uiTerminator==0xffffffff)
0042c5c7,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,377,(i2 < 10000)
0042c68a,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,394,m_pAlphaBits
0042c6bb,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,395,m_pAlphaBits->Load(hOctFile)
0042c70c,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,401,m_pusMeshParticleLookup
0042c7ab,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,408,m_pusMeshParticles
0042c850,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,417,m_pusMeshPropLookup
0042cc7f,0042bc10,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,482,fSuccess && (uiTerminator==0xffffffff)
0042ddc7,0042d2a0,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,874,m_pfRegsVisited
0042de20,0042d2a0,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,882,m_aulGDObjs
0042e471,0042e440,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,1157,m_usNumPropsLoaded<(UINT16)m_ulNumProps
0042e4f1,0042e4c0,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,1181,m_usNumParticlesLoaded<(UINT16)m_ulNumParticles
00430adb,00430a70,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,2567,usProp<=m_usMeshParticlesLen
00430b87,00430a70,C:\Projects\Wizardry 8\Engine Code\Octree.cpp,2587,usProp<=m_usMeshPropsLen
0049e67f,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,261,fSuccess
0049e6b1,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,265,fSuccess
0049e8e7,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,316,fSuccess
0049e93b,0049e5d0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,323,fSuccess
0049ecb0,0049e9a0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,429,m_plVertMats[iCount] >= 0
0049ee0c,0049e9a0,C:\Projects\Wizardry 8\Engine Code\OctSubMesh.cpp,466,m_plVertMats[iCount] >= 0
004a98ff,004a98c0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,495,pPathAI
004a9c63,004a9c30,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,662,pPathAI
004a9c81,004a9c30,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,663,pPathAI->plsPoints
004a9f39,004a9f20,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1083,pPathAI
004a9de4,004a9c30,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1134,pPathAI
004a9f7c,004a9f60,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1134,pPathAI
004aa210,004aa1f0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1312,pPathAI
004a922e,004a91f0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1429,pPathAI&&pRep
004aa9e9,004aa9d0,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1756,pPathAI
004aaa29,004aaa10,C:\Projects\Wizardry 8\Engine Code\PathAI.CPP,1774,pPathAI
0044af32,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,174,pInfo && pInfo->hFile && pProp
0044b013,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,213,pAniMesh
0044b043,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,216,fSuccess
0044b282,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,287,(usTemp < (UINT16)ubNumFrames)
0044b616,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,386,psrMesh
0044b69d,0044aee0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,402,psrMesh
0044bb81,0044bb20,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,707,lSegment!=(-1)
0044c220,0044c200,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,987,pWorld
0044c298,0044c200,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1002,psrMesh
0044c6e0,0044c600,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1391,psrMesh
0044c7d9,0044c600,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1409,psrMesh
0044c866,0044c830,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1441,pWorld
0044c901,0044c830,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1460,psrMesh
0044d1bd,0044c830,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1572,psrMesh
0044d37f,0044d360,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1643,pWorld
0044d3f5,0044d360,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1656,psrMesh
0044d47b,0044d360,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,1670,psrMesh
0044df47,0044dea0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,2361,pstInstance
0044e033,0044e010,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,2409,pWorld && pWorld->plsProps
0044e20b,0044e1f0,C:\Projects\Wizardry 8\Engine Code\Prop.cpp,2698,m_pRep
004be2c2,004be200,C:\Projects\Wizardry 8\Engine Code\quad.cpp,58,pq
0047b528,0047b500,C:\Projects\Wizardry 8\Engine Code\Quality.cpp,159,gpQuality
004bb13f,004baff0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,250,psrMesh
004bb645,004baff0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,348,fSuccess
004bbb0f,004bbad0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,486,fSuccess
004bbcb7,004bbad0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,532,fSuccess
004bbef5,004bbad0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,593,pstLight
004bcfbb,004bce20,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1454,psrClipPlane
004bd22c,004bd0d0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1534,0
004bd291,004bd0d0,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1539,pParticle
004bdd57,004bdc90,C:\Projects\Wizardry 8\Engine Code\ReadLevel.cpp,1750,bVersion == 1
00485fab,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,270,ppCompVertices
00485ff0,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,276,ppCompVertices[i]
0048602c,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,280,fSuccess
00486056,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,305,FALSE
00486092,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,313,pstVertices
004860cd,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,315,fSuccess
0048625c,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,358,fSuccess
004862ae,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,363,ppsrMats
004862cb,00485c10,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,364,uiMatCount
00488abc,00488650,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,1115,iPolyType >=0
0048910a,00488650,C:\Projects\Wizardry 8\Engine Code\ReadMesh.cpp,1255,pstMeshModel[iCount]
004d5860,004d57a0,C:\Projects\Wizardry 8\Engine Code\SoundEvent.cpp,121,pSndEvent->m_pacWaveName
004d5e75,004d5a10,C:\Projects\Wizardry 8\Engine Code\SoundEvent.cpp,289,vPos
004aab9e,004aab80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,304,pWorld
004aaedd,004aad20,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,408,plsNewLights
004aafca,004aad20,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,416,pstNewLight
004ab2e4,004ab2c0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,512,pao
004ab3e9,004ab340,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,602,pInfo && pInfo->hFile && pSpell
004abb5d,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,869,*ppSpell
004abcbe,004abbb0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,960,m_pRep
004ac404,004ac3d0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1308,pSpell
004ab792,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1330,pacName
004ab903,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1330,pacName
004ab9d0,004ab580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1330,pacName
004ac4fe,004ac4e0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1370,bCycle<SPELL_NUM_CYCLES
004ac5a4,004ac580,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1473,bCycle >= SPELL_CYCLE_FIRST && bCycle <= SPELL_CYCLE_LAST
004ac8cc,004ac8a0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1619,pao
004accb9,004acba0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,1908,s_pSpellTable
004ad017,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2075,pSpellMI
004acfaa,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2130,pMonster
004acfcd,004acd80,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2132,pMonRep
004ad0b5,004ad080,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2169,pMLS && strlen(pMLS)
004ad45d,004ad430,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2228,pMLS && strlen(pMLS)
004ad8cd,004ad8a0,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2367,pMLS && strlen(pMLS)
004adb4d,004adb20,C:\Projects\Wizardry 8\Engine Code\Spells.cpp,2449,pMLS && strlen(pMLS)
0048d7bd,0048d080,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,172,psrSurface
0048ea4a,0048e7b0,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,267,pCube
0048e625,0048e470,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,968,pCube->pUserdata
0048ef73,0048ef40,C:\Projects\Wizardry 8\Engine Code\stCube.cpp,968,pCube->pUserdata
004717cd,00471720,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,579,m_pVertexLoc[uiFrame]
00471873,00471720,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,590,m_pVertexNormal[uiFrame]
0047191e,00471720,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,601,m_pPolyNormal[uiFrame]
00471b64,00471ad0,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,724,m_pLerpBuffer
00472ace,00472990,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1226,l
00472cab,00472990,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1243,vnorm
0047356f,00473260,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1485,m_plsSkinBlankingAPT
00473611,00473260,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1494,m_plsSkinBlankingAPTNum
00473696,00473260,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1503,m_plsSkinBlankingChecked
00473b1d,00473b00,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1768,uiFrames
00473c52,00473bf0,C:\Projects\Wizardry 8\Engine Code\stMeshModel.cpp,1810,pstModel
00480ce5,00480920,C:\Projects\Wizardry 8\Engine Code\stModelInstance.cpp,926,m_pGlowMaterial
00497c21,00497af0,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,65,cnt < 10000
00498355,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,218,pLoc
004983e1,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,228,vUV
0049842a,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,229,vLoc
00498473,00498180,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,231,pVertex
0049ad72,0049ad10,C:\Projects\Wizardry 8\Engine Code\stParticle.cpp,1210,m_pflFlutterAngle
004cf467,004cf3b0,C:\Projects\Wizardry 8\Engine Code\stScript.cpp,69,pNewLine
0043be91,0043be60,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,387,hFile
0043c1e6,0043c1b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,496,hFile
0043c331,0043c1b0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,523,pDoor
0043e49e,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1426,m_pProp && m_bRepType == TRIGGER_REP_PROP
0043da8a,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1530,m_pEvent
0043dafb,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1539,glsTimedEvents.Find(m_pEvent) == -1
0043f249,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,1988,m_pEvent
0043f4db,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2020,m_lData3!=-1
0043f7b7,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2124,m_pEvent
0043fc58,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2212,m_pEvent
0043fce3,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2222,glsTimedEvents.Find(m_pEvent) == -1
00440417,0043d940,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2368,m_pEvent
00441215,00441110,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,2822,m_pActionData
00442b7c,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3656,pTrigger->m_pacRecipients
00442e1d,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3695,pTrigger->m_pacRequiredStates
00442e96,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,3701,pTrigger->m_pacStateToMod
00442f3f,00441a20,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4244,pacName
00443ddc,00443dc0,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4244,pacName
00445291,00445200,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp,4244,pacName
