program,module,table,class_name,enclosing_scope,subobject,table_rva,slot,target_rva,target_name,target_signature,resolution
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,25,0x17390,?texImage@srDebugDD@@UAEXAAUTexture@srDD@@K@Z,"public: virtual void __thiscall srDebugDD::texImage(struct srDD::Texture &, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,26,0x173d0,?texSubImage@srDebugDD@@UAEXAAUTexture@srDD@@KKKKK@Z,"public: virtual void __thiscall srDebugDD::texSubImage(struct srDD::Texture &, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,27,0x17420,?setGlobalPalette@srDebugDD@@UAEXPAKK@Z,"public: virtual void __thiscall srDebugDD::setGlobalPalette(unsigned long *, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,28,0x17460,?bindPalette@srDebugDD@@UAEXAAUPalette@srDD@@@Z,public: virtual void __thiscall srDebugDD::bindPalette(struct srDD::Palette &),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,29,0x17140,?deletePalette@srDebugDD@@UAEXAAUPalette@srDD@@@Z,public: virtual void __thiscall srDebugDD::deletePalette(struct srDD::Palette &),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,30,0x17290,?createContext@srDebugDD@@UAE?AW4e_error@srDD@@K@Z,public: virtual enum srDD::e_error __thiscall srDebugDD::createContext(unsigned long),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,31,0x17170,?deleteContext@srDebugDD@@UAEXXZ,public: virtual void __thiscall srDebugDD::deleteContext(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,32,0x171a0,?getDriverInfo@srDebugDD@@UAEXAAUDriverInfo@srDD@@@Z,public: virtual void __thiscall srDebugDD::getDriverInfo(struct srDD::DriverInfo &),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,33,0x17490,?fence@srDebugDD@@UAEXXZ,public: virtual void __thiscall srDebugDD::fence(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,34,0x174c0,?getBufferPixelFormat@srDebugDD@@UAEXAAUPixelFormat@srDD@@@Z,public: virtual void __thiscall srDebugDD::getBufferPixelFormat(struct srDD::PixelFormat &),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,35,0x17500,?preBindTexture@srDebugDD@@UAEXKAAUTexture@srDD@@@Z,"public: virtual void __thiscall srDebugDD::preBindTexture(unsigned long, struct srDD::Texture &)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,36,0x17540,?setPolygonMode@srDebugDD@@UAEXW4e_polygonMode@srDD@@@Z,public: virtual void __thiscall srDebugDD::setPolygonMode(enum srDD::e_polygonMode),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,37,0x17580,?setCullMode@srDebugDD@@UAEXW4e_cullMode@srDD@@@Z,public: virtual void __thiscall srDebugDD::setCullMode(enum srDD::e_cullMode),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,38,0x175c0,?setProjectionMatrix@srDebugDD@@UAEXABV?$srMatrix4T@M@@W4e_type@2@@Z,"public: virtual void __thiscall srDebugDD::setProjectionMatrix(class srMatrix4T<float> const &, enum srMatrix4T<float>::e_type)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,39,0x17600,?setVertexArrayInfo@srDebugDD@@UAEXPBUVertexArrayInfo@srRendererDefs@@@Z,public: virtual void __thiscall srDebugDD::setVertexArrayInfo(struct srRendererDefs::VertexArrayInfo const *),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,40,0x17640,?drawElements@srDebugDD@@UAEXW4e_primitive@srRendererDefs@@KW4e_indexType@3@PBX@Z,"public: virtual void __thiscall srDebugDD::drawElements(enum srRendererDefs::e_primitive, unsigned long, enum srRendererDefs::e_indexType, void const *)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,41,0x17690,?drawArrays@srDebugDD@@UAEXW4e_primitive@srRendererDefs@@JK@Z,"public: virtual void __thiscall srDebugDD::drawArrays(enum srRendererDefs::e_primitive, long, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDebugDD@@6B@,srDebugDD,,,0x765f0,42,0x17700,?setPolygonOffset@srDebugDD@@UAEXJ@Z,public: virtual void __thiscall srDebugDD::setPolygonOffset(long),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,0,0x330f0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,1,0x32fa0,?overflow@srDummyStreamBuf@@EAEHH@Z,private: virtual int __thiscall srDummyStreamBuf::overflow(int),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,2,0x7046c,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,3,0x70466,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,4,0x32fb0,?underflow@srDummyStreamBuf@@EAEHXZ,private: virtual int __thiscall srDummyStreamBuf::underflow(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,5,0x70460,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,6,0x7045a,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,7,0x70454,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,8,0x7044e,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,9,0x70448,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,10,0x70442,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,11,0x7043c,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srDummyStreamBuf@@6B@,srDummyStreamBuf,,,0x76c00,12,0x70436,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srEnvironmentMapper@@6B@,srEnvironmentMapper,,,0x76c68,0,0x354d0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srEnvironmentMapper@@6B@,srEnvironmentMapper,,,0x76c68,1,0x352e0,?isActive@srEnvironmentMapper@@UAEHAAVsrVertexPipe@@@Z,public: virtual int __thiscall srEnvironmentMapper::isActive(class srVertexPipe &),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srEnvironmentMapper@@6B@,srEnvironmentMapper,,,0x76c68,2,0x352f0,?process@srEnvironmentMapper@@UAEXAAVsrVertexPipe@@@Z,public: virtual void __thiscall srEnvironmentMapper::process(class srVertexPipe &),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFStreamOpener@@6B@,srFStreamOpener,,,0x75520,0,0x32460,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFStreamOpener@@6B@,srFStreamOpener,,,0x75520,1,0x32390,?open@srFStreamOpener@@UAEPAVsrBinIStream@@PBD@Z,public: virtual class srBinIStream * __thiscall srFStreamOpener::open(char const *),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFStreamOpener@@6B@,srFStreamOpener,,,0x75520,2,0x32380,?getDescription@srFStreamOpener@@UBEPBDXZ,public: virtual char const * __thiscall srFStreamOpener::getDescription(void) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFileManager@@6B@,srFileManager,,,0x755c8,0,0x16410,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFileManager@@6B@,srFileManager,,,0x755c8,1,0x2e520,?allocate@srFileManager@@UAEPAXPBD@Z,public: virtual void * __thiscall srFileManager::allocate(char const *),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFileManager@@6B@,srFileManager,,,0x755c8,2,0x2e630,?free@srFileManager@@UAEXPAX@Z,public: virtual void __thiscall srFileManager::free(void *),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFileManager@@6B@,srFileManager,,,0x755c8,3,0x2e490,?load@srFileManager@@UAEXPBDPAXK@Z,"public: virtual void __thiscall srFileManager::load(char const *, void *, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFileManager@@6B@,srFileManager,,,0x755c8,4,0x2e650,?save@srFileManager@@UAEXPBDPAXK@Z,"public: virtual void __thiscall srFileManager::save(char const *, void *, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFileManager@@6B@,srFileManager,,,0x755c8,5,0x2e3e0,?getSize@srFileManager@@UAEJPBD@Z,public: virtual long __thiscall srFileManager::getSize(char const *),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFilter@@6B@,srFilter,,,0x75310,0,0x33a0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFilter@@6B@,srFilter,,,0x75310,1,0x6ff14,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFilter@@6B@,srFilter,,,0x75310,2,0x6ff14,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFilter@@6B@,srFilter,,,0x75310,3,0x6ff14,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFog@@6B?$srClassSupport@VsrIlluminator@@VsrNode@@$0A@$0BCAA@@@@,srFog,,"srClassSupport<class srIlluminator, class srNode, 0, 4608>",0x76fb4,0,0x4be00,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFog@@6B?$srClassSupport@VsrIlluminator@@VsrNode@@$0A@$0BCAA@@@@,srFog,,"srClassSupport<class srIlluminator, class srNode, 0, 4608>",0x76fb4,1,0x4bdf0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFog@@6B?$srClassSupport@VsrIlluminator@@VsrNode@@$0A@$0BCAA@@@@,srFog,,"srClassSupport<class srIlluminator, class srNode, 0, 4608>",0x76fb4,2,0x4be10,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFog@@6B?$srClassSupport@VsrIlluminator@@VsrNode@@$0A@$0BCAA@@@@,srFog,,"srClassSupport<class srIlluminator, class srNode, 0, 4608>",0x76fb4,3,0x4bd00,?dump@srFog@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srFog::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFog@@6B?$srClassSupport@VsrIlluminator@@VsrNode@@$0A@$0BCAA@@@@,srFog,,"srClassSupport<class srIlluminator, class srNode, 0, 4608>",0x76fb4,4,0x4b7a0,?verify@srFog@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srFog::verify(enum srRuntimeClass::e_verify),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srFog@@6B?$srClassSupport@VsrIlluminator@@VsrNode@@$0A@$0BCAA@@@@,srFog,,"srClassSupport<class srIlluminator, class srNode, 0, 4608>",0x76fb4,5,0x4c500,,,internal
