program,module,table,class_name,enclosing_scope,subobject,table_rva,slot,target_rva,target_name,target_signature,resolution
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srPalette@@6B@,srPalette,,,0x753cc,3,0x47a0,?dump@srPalette@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srPalette::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srPalette@@6B@,srPalette,,,0x753cc,4,0xe050,?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srPalette@@6B@,srPalette,,,0x753cc,5,0x4ff0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srPalette@@6B@,srPalette,,,0x753cc,6,0x4970,?vInstance@srPalette@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srPalette::vInstance(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srPalette@@6B@,srPalette,,,0x753cc,7,0x4a30,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srRuntimeClass@@6B@,srRuntimeClass,,,0x754e4,0,0x11cc0,?getClassName@srRuntimeClass@@UBEPBDXZ,public: virtual char const * __thiscall srRuntimeClass::getClassName(void) const,exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srRuntimeClass@@6B@,srRuntimeClass,,,0x754e4,1,0x11cd0,?getClassID@srRuntimeClass@@UBEKXZ,public: virtual unsigned long __thiscall srRuntimeClass::getClassID(void) const,exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srRuntimeClass@@6B@,srRuntimeClass,,,0x754e4,2,0x11ce0,?getClassNode@srRuntimeClass@@UBEPAVClassNode@srRegistry@@XZ,public: virtual class srRegistry::ClassNode * __thiscall srRuntimeClass::getClassNode(void) const,exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srRuntimeClass@@6B@,srRuntimeClass,,,0x754e4,3,0x11ab0,?dump@srRuntimeClass@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srRuntimeClass::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srRuntimeClass@@6B@,srRuntimeClass,,,0x754e4,4,0x117a0,?verify@srRuntimeClass@@UAEXW4e_verify@1@@Z,public: virtual void __thiscall srRuntimeClass::verify(enum srRuntimeClass::e_verify),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srRuntimeClass@@6B@,srRuntimeClass,,,0x754e4,5,0x11bf0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,0,0x56a00,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,1,0x569f0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,2,0x56a10,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,3,0x56750,?dump@srScene@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srScene::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,4,0xe050,?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,5,0x570b0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,6,0x56bb0,?vInstance@srScene@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srScene::vInstance(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,7,0x56a70,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,8,0x561f0,?traverse@srScene@@UAEXAAVTraverseInfo@srNode@@@Z,public: virtual void __thiscall srScene::traverse(class srNode::TraverseInfo &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,9,0x562e0,?process@srScene@@UAEXABUProcessInfo@srNode@@W4e_processType@3@@Z,"public: virtual void __thiscall srScene::process(struct srNode::ProcessInfo const &, enum srNode::e_processType)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,10,0x50510,?getLocalBounds@srNode@@UAEXAAUBoundInfo@1@@Z,public: virtual void __thiscall srNode::getLocalBounds(struct srNode::BoundInfo &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,11,0x50500,?updateBounds@srNode@@UAEXXZ,public: virtual void __thiscall srNode::updateBounds(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srScene@@6B@,srScene,,,0x77230,12,0x50690,?processSignal@srNode@@MAEHKPAX@Z,"protected: virtual int __thiscall srNode::processSignal(unsigned long, void *)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srSurfaceIOManager@@6B@,srSurfaceIOManager,,,0x75418,0,0x5240,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,0,0x5fd50,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,1,0x5fd40,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,2,0x5fd60,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,3,0x5fbd0,?dump@srTextureFile@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srTextureFile::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,4,0xe050,?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,5,0x600c0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,6,0x5ff20,?vInstance@srTextureFile@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srTextureFile::vInstance(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,7,0x5fdf0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,8,0x5f8a0,?getTextureFrameHandle@srTextureFile@@UAEKXZ,public: virtual unsigned long __thiscall srTextureFile::getTextureFrameHandle(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,9,0x5eb20,?getPriority@srTexture@@UAEMXZ,public: virtual float __thiscall srTexture::getPriority(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,10,0x5ee00,?getDimensions@srTexture@@UAEXAAUDimensions@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getDimensions(struct srTextureIFace::Dimensions &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,11,0x5fcb0,?getMipmapData@srTextureFile@@UAEXAAUMultiRequest@srTextureIFace@@@Z,public: virtual void __thiscall srTextureFile::getMipmapData(struct srTextureIFace::MultiRequest &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,12,0x5fd30,?getMipmapLevelPartial@srTextureFile@@UAEXAAUPartialRequest@srTextureIFace@@@Z,public: virtual void __thiscall srTextureFile::getMipmapLevelPartial(struct srTextureIFace::PartialRequest &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,13,0x5eeb0,?getTextureParms@srTexture@@UAEXAAUParameters@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getTextureParms(struct srTextureIFace::Parameters &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,14,0x5f140,?getTextureName@srTextureIFace@@UAEPBDXZ,public: virtual char const * __thiscall srTextureIFace::getTextureName(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,15,0x5fa80,?invalidate@srTextureFile@@UAEXXZ,public: virtual void __thiscall srTextureFile::invalidate(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureFile@@6B@,srTextureFile,,,0x774e8,16,0x5f8b0,?setupDefaultValues@srTextureFile@@MAEXXZ,protected: virtual void __thiscall srTextureFile::setupDefaultValues(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,0,0x605b0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,1,0x605a0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,2,0x605c0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,3,0x60520,?dump@srTextureMap@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srTextureMap::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,4,0xe050,?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,5,0x608f0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,6,0x60780,?vInstance@srTextureMap@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srTextureMap::vInstance(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,7,0x60650,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,8,0x604b0,?getTextureFrameHandle@srTextureMap@@UAEKXZ,public: virtual unsigned long __thiscall srTextureMap::getTextureFrameHandle(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,9,0x5eb20,?getPriority@srTexture@@UAEMXZ,public: virtual float __thiscall srTexture::getPriority(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,10,0x5ee00,?getDimensions@srTexture@@UAEXAAUDimensions@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getDimensions(struct srTextureIFace::Dimensions &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,11,0x601c0,?getMipmapData@srTextureMap@@UAEXAAUMultiRequest@srTextureIFace@@@Z,public: virtual void __thiscall srTextureMap::getMipmapData(struct srTextureIFace::MultiRequest &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,12,0x5eea0,?getMipmapLevelPartial@srTexture@@UAEXAAUPartialRequest@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getMipmapLevelPartial(struct srTextureIFace::PartialRequest &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,13,0x5eeb0,?getTextureParms@srTexture@@UAEXAAUParameters@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getTextureParms(struct srTextureIFace::Parameters &),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,14,0x5f140,?getTextureName@srTextureIFace@@UAEPBDXZ,public: virtual char const * __thiscall srTextureIFace::getTextureName(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,15,0x604a0,?invalidate@srTextureMap@@UAEXXZ,public: virtual void __thiscall srTextureMap::invalidate(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTextureMap@@6B@,srTextureMap,,,0x77578,16,0x604c0,?setupDefaultValues@srTextureMap@@MAEXXZ,protected: virtual void __thiscall srTextureMap::setupDefaultValues(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,0,0x60b30,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,1,0x62fc0,?getAscTime@srTimer@@UAEPADPADW4e_timerReadControl@1@@Z,"public: virtual char * __thiscall srTimer::getAscTime(char *, enum srTimer::e_timerReadControl)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,2,0x62d20,?pause@srTimer@@UAEHXZ,public: virtual int __thiscall srTimer::pause(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,3,0x62d50,?resume@srTimer@@UAEKXZ,public: virtual unsigned long __thiscall srTimer::resume(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,4,0x610f0,?reset@srTimer@@UAEHHHH@Z,"public: virtual int __thiscall srTimer::reset(int, int, int)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,5,0x62df0,?getMsTime@srTimer@@UAEKW4e_timerReadControl@1@@Z,public: virtual unsigned long __thiscall srTimer::getMsTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,6,0x62e50,?getTime@srTimer@@UAENW4e_timerReadControl@1@@Z,public: virtual double __thiscall srTimer::getTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,7,0x62f40,?getUTime@srTimer@@UAEKAAVsrQuadWord@@W4e_timerReadControl@1@@Z,"public: virtual unsigned long __thiscall srTimer::getUTime(class srQuadWord &, enum srTimer::e_timerReadControl)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,8,0x62ec0,?getUTime@srTimer@@UAEKW4e_timerReadControl@1@@Z,public: virtual unsigned long __thiscall srTimer::getUTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,9,0x62430,?getRawTime@srTimer@@UAEKAAVsrQuadWord@@W4e_timerReadControl@1@@Z,"public: virtual unsigned long __thiscall srTimer::getRawTime(class srQuadWord &, enum srTimer::e_timerReadControl)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTimer@@6B@,srTimer,,,0x77620,10,0x623e0,?getRawTime@srTimer@@UAEKW4e_timerReadControl@1@@Z,public: virtual unsigned long __thiscall srTimer::getRawTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTriangleFilter@@6B@,srTriangleFilter,,,0x75388,0,0x3710,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTriangleFilter@@6B@,srTriangleFilter,,,0x75388,1,0x36a0,?getName@srTriangleFilter@@UBEPBDXZ,public: virtual char const * __thiscall srTriangleFilter::getName(void) const,exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTriangleFilter@@6B@,srTriangleFilter,,,0x75388,2,0x3340,?getWeight@srTriangleFilter@@UBENN@Z,public: virtual double __thiscall srTriangleFilter::getWeight(double) const,exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srTriangleFilter@@6B@,srTriangleFilter,,,0x75388,3,0x3400,?getSupport@srTriangleFilter@@UBENXZ,public: virtual double __thiscall srTriangleFilter::getSupport(void) const,exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,0,0x633f0,,,internal
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,1,0x640e0,?getAscTime@srVariableTimer@@UAEPADPADW4e_timerReadControl@srTimer@@@Z,"public: virtual char * __thiscall srVariableTimer::getAscTime(char *, enum srTimer::e_timerReadControl)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,2,0x63dc0,?pause@srVariableTimer@@UAEHXZ,public: virtual int __thiscall srVariableTimer::pause(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,3,0x63de0,?resume@srVariableTimer@@UAEKXZ,public: virtual unsigned long __thiscall srVariableTimer::resume(void),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,4,0x63870,?reset@srVariableTimer@@UAEHHHH@Z,"public: virtual int __thiscall srVariableTimer::reset(int, int, int)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,5,0x64010,?getMsTime@srVariableTimer@@UAEKW4e_timerReadControl@srTimer@@@Z,public: virtual unsigned long __thiscall srVariableTimer::getMsTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,6,0x63ee0,?getTime@srVariableTimer@@UAENW4e_timerReadControl@srTimer@@@Z,public: virtual double __thiscall srVariableTimer::getTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,7,0x64070,?getUTime@srVariableTimer@@UAEKAAVsrQuadWord@@W4e_timerReadControl@srTimer@@@Z,"public: virtual unsigned long __thiscall srVariableTimer::getUTime(class srQuadWord &, enum srTimer::e_timerReadControl)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,8,0x63e00,?getUTime@srVariableTimer@@UAEKW4e_timerReadControl@srTimer@@@Z,public: virtual unsigned long __thiscall srVariableTimer::getUTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,9,0x64190,?getRawTime@srVariableTimer@@UAEKAAVsrQuadWord@@W4e_timerReadControl@srTimer@@@Z,"public: virtual unsigned long __thiscall srVariableTimer::getRawTime(class srQuadWord &, enum srTimer::e_timerReadControl)",exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srVariableTimer@@6B@,srVariableTimer,,,0x77668,10,0x64150,?getRawTime@srVariableTimer@@UAEKW4e_timerReadControl@srTimer@@@Z,public: virtual unsigned long __thiscall srVariableTimer::getRawTime(enum srTimer::e_timerReadControl),exported
wiz8--demo--sr--bb5f67e6a719,sr.dll,??_7srWindowOut@@6B@,srWindowOut,,,0x76e20,0,0x47bf0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7Client@srModel@@6B@,Client,srModel,,0x76cd8,0,0x3c870,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7Client@srModel@@6B@,Client,srModel,,0x76cd8,1,0x3c3b0,?setModel@Client@srModel@@UAEXPAV2@@Z,public: virtual void __thiscall srModel::Client::setModel(class srModel *),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7Client@srModel@@6B@,Client,srModel,,0x76cd8,2,0x3c430,?updateClient@Client@srModel@@UAEXW4e_update@12@@Z,public: virtual void __thiscall srModel::Client::updateClient(enum srModel::Client::e_update),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7Client@srModel@@6B@,Client,srModel,,0x76cd8,3,0x3c6c0,?getModel@Client@srModel@@UBEPAV2@XZ,public: virtual class srModel * __thiscall srModel::Client::getModel(void) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBSplineFilter@@6B@,srBSplineFilter,,,0x75398,0,0x37e0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBSplineFilter@@6B@,srBSplineFilter,,,0x75398,1,0x3770,?getName@srBSplineFilter@@UBEPBDXZ,public: virtual char const * __thiscall srBSplineFilter::getName(void) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBSplineFilter@@6B@,srBSplineFilter,,,0x75398,2,0x34b0,?getWeight@srBSplineFilter@@UBENN@Z,public: virtual double __thiscall srBSplineFilter::getWeight(double) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBSplineFilter@@6B@,srBSplineFilter,,,0x75398,3,0x3560,?getSupport@srBSplineFilter@@UBENXZ,public: virtual double __thiscall srBSplineFilter::getSupport(void) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBellFilter@@6B@,srBellFilter,,,0x75378,0,0x3640,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBellFilter@@6B@,srBellFilter,,,0x75378,1,0x35d0,?getName@srBellFilter@@UBEPBDXZ,public: virtual char const * __thiscall srBellFilter::getName(void) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBellFilter@@6B@,srBellFilter,,,0x75378,2,0x3410,?getWeight@srBellFilter@@UBENN@Z,public: virtual double __thiscall srBellFilter::getWeight(double) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBellFilter@@6B@,srBellFilter,,,0x75378,3,0x3490,?getSupport@srBellFilter@@UBENXZ,public: virtual double __thiscall srBellFilter::getSupport(void) const,exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6B0@@,srBinFStream,,srBinFStream,0x76a54,0,0x2f3b0,?pseek@srBinFStream@@MAEAAVsrBinStream@@K@Z,protected: virtual class srBinStream & __thiscall srBinFStream::pseek(unsigned long),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6B0@@,srBinFStream,,srBinFStream,0x76a54,1,0x2f340,?pseek@srBinFStream@@MAEAAVsrBinStream@@KW4e_seekDir@2@@Z,"protected: virtual class srBinStream & __thiscall srBinFStream::pseek(unsigned long, enum srBinStream::e_seekDir)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6B0@@,srBinFStream,,srBinFStream,0x76a54,2,0x2f400,?ptell@srBinFStream@@MAEKXZ,protected: virtual unsigned long __thiscall srBinFStream::ptell(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6BsrBinStream@@@,srBinFStream,,srBinStream,0x76a40,0,0x2f640,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6BsrBinStream@@@,srBinFStream,,srBinStream,0x76a40,1,0x32340,?getSize@srBinStream@@UAEKXZ,public: virtual unsigned long __thiscall srBinStream::getSize(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6BsrBinStream@@@,srBinFStream,,srBinStream,0x76a40,2,0x6ff14,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6BsrBinStream@@@,srBinFStream,,srBinStream,0x76a40,3,0x6ff14,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinFStream@@6BsrBinStream@@@,srBinFStream,,srBinStream,0x76a40,4,0x6ff14,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinIStream@@@,srBinIAsyncStream,,srBinIStream,0x769f4,0,0x314e0,?vget@srBinIStream@@MAEGXZ,protected: virtual unsigned short __thiscall srBinIStream::vget(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinIStream@@@,srBinIAsyncStream,,srBinIStream,0x769f4,1,0x2eae0,?vread@srBinIAsyncStream@@UAEKPAXK@Z,"public: virtual unsigned long __thiscall srBinIAsyncStream::vread(void *, unsigned long)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinStream@@@,srBinIAsyncStream,,srBinStream,0x769e0,0,0x2ef70,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinStream@@@,srBinIAsyncStream,,srBinStream,0x769e0,1,0x32340,?getSize@srBinStream@@UAEKXZ,public: virtual unsigned long __thiscall srBinStream::getSize(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinStream@@@,srBinIAsyncStream,,srBinStream,0x769e0,2,0x2ef80,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinStream@@@,srBinIAsyncStream,,srBinStream,0x769e0,3,0x2ef90,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIAsyncStream@@6BsrBinStream@@@,srBinIAsyncStream,,srBinStream,0x769e0,4,0x2efa0,,,internal
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIFStream@@6BsrBinFStream@@@,srBinIFStream,,srBinFStream,0x76a8c,0,0x2f3b0,?pseek@srBinFStream@@MAEAAVsrBinStream@@K@Z,protected: virtual class srBinStream & __thiscall srBinFStream::pseek(unsigned long),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIFStream@@6BsrBinFStream@@@,srBinIFStream,,srBinFStream,0x76a8c,1,0x2f340,?pseek@srBinFStream@@MAEAAVsrBinStream@@KW4e_seekDir@2@@Z,"protected: virtual class srBinStream & __thiscall srBinFStream::pseek(unsigned long, enum srBinStream::e_seekDir)",exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIFStream@@6BsrBinFStream@@@,srBinIFStream,,srBinFStream,0x76a8c,2,0x2f400,?ptell@srBinFStream@@MAEKXZ,protected: virtual unsigned long __thiscall srBinFStream::ptell(void),exported
wiz8--gog-128--sr--fe47f633a51f,sr.dll,??_7srBinIFStream@@6BsrBinIStream@@@,srBinIFStream,,srBinIStream,0x76a84,0,0x2f850,?vget@srBinIFStream@@EAEGXZ,private: virtual unsigned short __thiscall srBinIFStream::vget(void),exported
