program,address,section,kind,slot_count,boundary,vptr_write_count,store_displacements,pure_virtual_slots,adjustor_thunk_slots,import_slots,allocation_sizes
wiz8--demo--wiz8--8acda50afe39,005fa8d4,.rdata,vftable,1,code-reference-boundary,4,0x0 0x8,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa8f8,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x24
wiz8--demo--wiz8--8acda50afe39,005fa8fc,.rdata,vftable,1,code-reference-boundary,1,0x4,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa900,.rdata,vftable,1,code-reference-boundary,4,0x0 0x4,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa928,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa934,.rdata,vftable,18,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9d8,.rdata,vftable,1,code-reference-boundary,4,0x0 0x1dc,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9dc,.rdata,vftable,1,code-reference-boundary,4,0x0 0x218,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9e0,.rdata,vftable,1,code-reference-boundary,1,0x218,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9e4,.rdata,vftable,1,code-reference-boundary,1,0x1dc,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9e8,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9ec,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fa9f8,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,0x50
wiz8--demo--wiz8--8acda50afe39,005faa04,.rdata,vftable,1,code-reference-boundary,5,0x0 0x54,0,0,0,0x10
wiz8--demo--wiz8--8acda50afe39,005faa08,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--demo--wiz8--8acda50afe39,005faa30,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faa34,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--demo--wiz8--8acda50afe39,005faa68,.rdata,vftable,18,code-reference-boundary,1,0x0,0,0,0,0xec
wiz8--demo--wiz8--8acda50afe39,005faab0,.rdata,vftable,1,code-reference-boundary,2,0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faab4,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,0xec
wiz8--demo--wiz8--8acda50afe39,005faac4,.rdata,vftable,1,code-reference-boundary,1,0x4c,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005faac8,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faad8,.rdata,vftable,2,code-reference-boundary,2,0x0 0x4,0,0,0,0xa4
wiz8--demo--wiz8--8acda50afe39,005faae0,.rdata,vftable,2,code-reference-boundary,2,0x0,0,0,0,0xa4
wiz8--demo--wiz8--8acda50afe39,005faae8,.rdata,vftable,1,code-reference-boundary,1,0x0,1,0,0,0xa4
wiz8--demo--wiz8--8acda50afe39,005fab00,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fab04,.rdata,vftable,19,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fab50,.rdata,vftable,1,code-reference-boundary,4,0x0 0x34 0x50,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005fab54,.rdata,vftable,20,code-reference-boundary,1,0x0,0,0,0,0xc0
wiz8--demo--wiz8--8acda50afe39,005faba4,.rdata,vftable,1,code-reference-boundary,2,0x50,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faba8,.rdata,vftable,2,code-reference-boundary,1,0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fabb0,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fabc0,.rdata,vftable,1,code-reference-boundary,1,0x50,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005fabc8,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fabd8,.rdata,vftable,2,code-reference-boundary,2,0x0 0x4,0,0,0,0x178
wiz8--demo--wiz8--8acda50afe39,005fabe0,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x178
wiz8--demo--wiz8--8acda50afe39,005fabe4,.rdata,vftable,1,code-reference-boundary,1,0x0,1,0,0,0x178
wiz8--demo--wiz8--8acda50afe39,005fac48,.rdata,vftable,20,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fad00,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fad2c,.rdata,vftable,2,code-reference-boundary,0,,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fad34,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,0xc0
wiz8--demo--wiz8--8acda50afe39,005fad84,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fadd4,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fae24,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fae74,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faec4,.rdata,vftable,20,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faf14,.rdata,vftable,18,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faf5c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faf60,.rdata,vftable,15,code-reference-boundary,2,0x0,0,0,0,0xa0
wiz8--demo--wiz8--8acda50afe39,005faf9c,.rdata,vftable,7,code-reference-boundary,11,0x0,1,0,0,0x78|0x7c|0x84|0xa0|0xb4|0x5fafbc
wiz8--demo--wiz8--8acda50afe39,005fafb8,.rdata,vftable,1,code-reference-boundary,0,,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fafbc,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fafc0,.rdata,vftable,1,code-reference-boundary,2,0x58 0x7c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fafc4,.rdata,vftable,1,code-reference-boundary,15,0x0 0x58 0x7c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fafc8,.rdata,vftable,3,code-reference-boundary,2,0x0,0,0,0,0x28
wiz8--demo--wiz8--8acda50afe39,005fafd4,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x20
wiz8--demo--wiz8--8acda50afe39,005fafd8,.rdata,vftable,2,code-reference-boundary,2,0x0 0x4c,0,0,0,0x60
wiz8--demo--wiz8--8acda50afe39,005fafe0,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,0x60
wiz8--demo--wiz8--8acda50afe39,005faff0,.rdata,vftable,1,code-reference-boundary,2,0x8,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faff4,.rdata,vftable,2,code-reference-boundary,2,0x4,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005faffc,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x64
wiz8--demo--wiz8--8acda50afe39,005fb000,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x64
wiz8--demo--wiz8--8acda50afe39,005fb004,.rdata,vftable,1,code-reference-boundary,4,0x0 0xc,0,0,0,0x64
wiz8--demo--wiz8--8acda50afe39,005fb008,.rdata,vftable,1,code-reference-boundary,4,0x8 0x7c 0x84,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb00c,.rdata,vftable,1,code-reference-boundary,7,0x0 0x4c 0x70 0x7c 0x88,1,0,0,0x64
wiz8--demo--wiz8--8acda50afe39,005fb010,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x20
wiz8--demo--wiz8--8acda50afe39,005fb014,.rdata,vftable,1,code-reference-boundary,1,0x84,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb018,.rdata,vftable,1,code-reference-boundary,1,0x80,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb01c,.rdata,vftable,1,code-reference-boundary,1,0x7c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb020,.rdata,vftable,2,code-reference-boundary,1,0x78,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb028,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb044,.rdata,vftable,1,code-reference-boundary,1,0x80,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb048,.rdata,vftable,1,code-reference-boundary,1,0x88,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb04c,.rdata,vftable,2,code-reference-boundary,1,0x84,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb054,.rdata,vftable,1,code-reference-boundary,1,0x80,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb058,.rdata,vftable,1,code-reference-boundary,1,0x7c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb05c,.rdata,vftable,2,code-reference-boundary,1,0x78,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb064,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb080,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb084,.rdata,vftable,2,code-reference-boundary,0,,2,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb08c,.rdata,vftable,1,code-reference-boundary,0,,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb090,.rdata,vftable,7,code-reference-boundary,3,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb0ac,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,0x78
wiz8--demo--wiz8--8acda50afe39,005fb0c8,.rdata,vftable,2,code-reference-boundary,1,0x78,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb0d0,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,0x7c
wiz8--demo--wiz8--8acda50afe39,005fb0ec,.rdata,vftable,2,code-reference-boundary,1,0x7c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb0f4,.rdata,vftable,2,code-reference-boundary,1,0x78,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb0fc,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,0xa0
wiz8--demo--wiz8--8acda50afe39,005fb118,.rdata,vftable,2,code-reference-boundary,1,0x7c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb120,.rdata,vftable,2,code-reference-boundary,1,0x78,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb128,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,0x84
wiz8--demo--wiz8--8acda50afe39,005fb144,.rdata,vftable,2,code-reference-boundary,3,0x78,2,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb14c,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,0x78
wiz8--demo--wiz8--8acda50afe39,005fb168,.rdata,vftable,7,code-reference-boundary,1,0x0,0,0,0,0x78
wiz8--demo--wiz8--8acda50afe39,005fb184,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb1c8,.rdata,vftable,3,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb1d4,.rdata,vftable,12,code-reference-boundary,2,0x0,4,0,0,0x78|0xa0|0x100|0x624
wiz8--demo--wiz8--8acda50afe39,005fb204,.rdata,vftable,1,code-reference-boundary,1,0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb208,.rdata,vftable,1,code-reference-boundary,4,0x0 0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb20c,.rdata,vftable,2,code-reference-boundary,2,0x4,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb214,.rdata,vftable,11,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb260,.rdata,vftable,2,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb268,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb288,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb2a0,.rdata,vftable,20,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb300,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x10
wiz8--demo--wiz8--8acda50afe39,005fb328,.rdata,vftable,2,code-reference-boundary,2,0x0 0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb330,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb350,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x24
wiz8--demo--wiz8--8acda50afe39,005fb354,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb3a4,.rdata,vftable,3,code-reference-boundary,2,0x54,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb3b0,.rdata,vftable,1,code-reference-boundary,2,0x50,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb3b4,.rdata,vftable,1,code-reference-boundary,2,0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb3b8,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb3c8,.rdata,vftable,3,code-reference-boundary,1,0x54,3,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb3d4,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,0xc0
wiz8--demo--wiz8--8acda50afe39,005fb424,.rdata,vftable,1,code-reference-boundary,2,0x0 0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb428,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb438,.rdata,vftable,2,code-reference-boundary,2,0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb440,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb450,.rdata,vftable,1,code-reference-boundary,2,0x34,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb454,.rdata,vftable,18,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb49c,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4ac,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4b0,.rdata,vftable,2,code-reference-boundary,0,,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4b8,.rdata,vftable,1,code-reference-boundary,2,0x4,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4bc,.rdata,vftable,2,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4c4,.rdata,vftable,2,code-reference-boundary,1,0x8,2,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4cc,.rdata,vftable,1,code-reference-boundary,1,0x4,1,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4d0,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb4e0,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x24
wiz8--demo--wiz8--8acda50afe39,005fb520,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb524,.rdata,vftable,2,code-reference-boundary,2,0x0 0x4c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb52c,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb560,.rdata,vftable,2,code-reference-boundary,2,0x74,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb568,.rdata,vftable,1,code-reference-boundary,2,0x70,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb56c,.rdata,vftable,12,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb5b0,.rdata,vftable,2,code-reference-boundary,2,0x70,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb5b8,.rdata,vftable,12,code-reference-boundary,1,0x0,0,0,0,0x78
wiz8--demo--wiz8--8acda50afe39,005fb5e8,.rdata,vftable,2,code-reference-boundary,2,0x70 0x74,2,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb600,.rdata,vftable,1,code-reference-boundary,2,0x34,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb604,.rdata,vftable,18,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb64c,.rdata,vftable,2,code-reference-boundary,2,0x70,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb654,.rdata,vftable,12,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb684,.rdata,vftable,2,code-reference-boundary,1,0x70,2,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb6a0,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb6f0,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb740,.rdata,vftable,2,code-reference-boundary,6,0x0,0,0,0,0x34
wiz8--demo--wiz8--8acda50afe39,005fb748,.rdata,vftable,2,code-reference-boundary,2,0x78,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb750,.rdata,vftable,2,code-reference-boundary,2,0x74,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb758,.rdata,vftable,4,code-reference-boundary,2,0x70,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb768,.rdata,vftable,12,code-reference-boundary,2,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb798,.rdata,vftable,4,code-reference-boundary,1,0x70,4,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb7b8,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0xfc
wiz8--demo--wiz8--8acda50afe39,005fb800,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0xb0
wiz8--demo--wiz8--8acda50afe39,005fb884,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb888,.rdata,vftable,1,code-reference-boundary,2,0x1c 0x2c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb88c,.rdata,vftable,1,code-reference-boundary,3,0x0 0x1c 0x2c,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fb8a0,.rdata,vftable,15,code-reference-boundary,2,0x0,0,0,0,0x98
wiz8--demo--wiz8--8acda50afe39,005fb8f0,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0x144
wiz8--demo--wiz8--8acda50afe39,005fb968,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0x1ac
wiz8--demo--wiz8--8acda50afe39,005fb9d0,.rdata,vftable,14,code-reference-boundary,3,0x0,0,0,0,0x90
wiz8--demo--wiz8--8acda50afe39,005fba2c,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0x270
wiz8--demo--wiz8--8acda50afe39,005fba78,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fba90,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0x16c
wiz8--demo--wiz8--8acda50afe39,005fbad8,.rdata,vftable,14,code-reference-boundary,3,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fbb58,.rdata,vftable,14,code-reference-boundary,2,0x0,0,0,0,0x0
wiz8--demo--wiz8--8acda50afe39,005fbba0,.rdata,vftable,15,code-reference-boundary,4,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fbbdc,.rdata,vftable,15,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fbc18,.rdata,vftable,15,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fbc68,.rdata,vftable,16,code-reference-boundary,5,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fbca8,.rdata,vftable,16,code-reference-boundary,1,0x0,0,0,0,0x14c
wiz8--demo--wiz8--8acda50afe39,005fbce8,.rdata,vftable,16,code-reference-boundary,1,0x0,0,0,0,
wiz8--demo--wiz8--8acda50afe39,005fbd28,.rdata,vftable,16,code-reference-boundary,1,0x0,0,0,0,0x14c
wiz8--demo--wiz8--8acda50afe39,005fbda0,.rdata,vftable,14,gap,1,0x0,0,0,0,0x1b00
wiz8--demo--wiz8--8acda50afe39,005fbe4c,.rdata,vftable,2,non-code-slot,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebb14,.rdata,vftable,2,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebcfc,.rdata,vftable,1,code-reference-boundary,5,0x0,0,0,0,0x28
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebd10,.rdata,vftable,52,code-reference-boundary,26,0x0,0,0,48,0x5c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebde0,.rdata,vftable,13,code-reference-boundary,7,0x0,0,0,9,0x78|0x148
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebe14,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,8,0x188
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebe48,.rdata,vftable,13,code-reference-boundary,10,0x0,0,0,8,0x190
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebe7c,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x14
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebe98,.rdata,vftable,21,code-reference-boundary,3,0x0,0,0,16,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebeec,.rdata,vftable,17,code-reference-boundary,4,0x0,0,0,12,0x5c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebf68,.rdata,vftable,11,code-reference-boundary,6,0x0,4,0,3,0x78|0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebf94,.rdata,vftable,8,code-reference-boundary,6,0x0,1,0,3,0x78|0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfb4,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfb8,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfd0,.rdata,vftable,3,code-reference-boundary,6,0x0 0x138,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfe0,.rdata,vftable,1,code-reference-boundary,30,0x0 0xc 0x10 0x14 0x18 0x1c 0x20 0x24 0x28 0x3c 0xd8 0xe0 0xf0 0x338 0x9b7 0x19b2,0,0,0,0x1c8
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfe4,.rdata,vftable,1,code-reference-boundary,7,0x0 0x100,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfe8,.rdata,vftable,1,code-reference-boundary,7,0x0 0x110,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ebfec,.rdata,vftable,1,code-reference-boundary,25,0x0 0x58 0x5a 0x64 0x6c 0xbc 0x130 0x144 0x150 0x168 0x17e 0x188 0x2d8,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec004,.rdata,vftable,1,code-reference-boundary,28,0x0 0x8 0x10 0x14 0x18 0x1c 0x3c 0x4c 0x58 0xd0 0xe0 0x614,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec018,.rdata,vftable,1,code-reference-boundary,15,0x0 0x4 0xc 0x14 0x1c 0x34 0x4c 0x54 0xcc 0xdc 0x614,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec078,.rdata,vftable,11,code-reference-boundary,2,0x0,0,0,10,0x868
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec0a4,.rdata,vftable,1,code-reference-boundary,5,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec0ac,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x34
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec0e0,.rdata,vftable,1,code-reference-boundary,26,0x0 0x8 0x18 0x24 0x28 0x38 0x3c 0x48 0x4c 0x3f0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec0e4,.rdata,vftable,8,code-reference-boundary,2,0x0,0,0,2,0x38c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec104,.rdata,vftable,8,code-reference-boundary,3,0x0,1,0,2,0x38c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec12c,.rdata,vftable,2,code-reference-boundary,9,0x0,0,0,0,0x38
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec134,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x98
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec138,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec140,.rdata,vftable,2,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec148,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0xc
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec158,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0xc
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec15c,.rdata,vftable,1,code-reference-boundary,4,0x10 0x18 0x3c 0x54,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec160,.rdata,vftable,1,code-reference-boundary,11,0x0 0x10 0x18 0x1c 0x40 0x54,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec164,.rdata,vftable,1,code-reference-boundary,4,0x0 0x14,0,0,0,0x464
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec168,.rdata,vftable,1,code-reference-boundary,9,0x0 0x10 0x18 0x40 0x410,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec16c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec170,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec1c8,.rdata,vftable,2,code-reference-boundary,3,0x0,0,0,0,0x90
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec1d0,.rdata,vftable,1,code-reference-boundary,2,0xb0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec1d4,.rdata,vftable,1,code-reference-boundary,5,0x0 0xb0,0,0,0,
