program,address,section,kind,slot_count,boundary,vptr_write_count,store_displacements,pure_virtual_slots,adjustor_thunk_slots,import_slots,allocation_sizes
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec1d8,.rdata,vftable,2,code-reference-boundary,7,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec1e0,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x90
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec208,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,9,0x138|0x190
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec264,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec268,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec26c,.rdata,vftable,1,code-reference-boundary,3,0x0 0x20,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec270,.rdata,vftable,1,code-reference-boundary,5,0x0 0x20,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec274,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec278,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec27c,.rdata,vftable,1,code-reference-boundary,5,0x0 0x110,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec280,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec284,.rdata,vftable,1,code-reference-boundary,3,0x0 0xc,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec288,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec28c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec290,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec294,.rdata,vftable,1,code-reference-boundary,16,0x0,0,0,0,0x10|0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec298,.rdata,vftable,1,code-reference-boundary,9,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec2b8,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec2bc,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec2d0,.rdata,vftable,5,code-reference-boundary,3,0x0,0,0,0,0x190
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec324,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec328,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec3f0,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec3f4,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec454,.rdata,vftable,21,code-reference-boundary,2,0x0,0,0,10,0x464
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec4a8,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec4ac,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x464
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec4b0,.rdata,vftable,21,code-reference-boundary,2,0x0,0,0,16,0x464
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec504,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec508,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec50c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec514,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec518,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec51c,.rdata,vftable,1,code-reference-boundary,7,0x0 0x24 0x64,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec520,.rdata,vftable,2,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec5d8,.rdata,vftable,8,code-reference-boundary,1,0x0,0,0,4,0x28
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec5f8,.rdata,vftable,17,code-reference-boundary,2,0x0,0,0,5,0x68
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec63c,.rdata,vftable,17,code-reference-boundary,3,0x0,3,0,9,0x68
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec680,.rdata,vftable,3,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec68c,.rdata,vftable,5,code-reference-boundary,0,,0,0,1,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec6a0,.rdata,vftable,2,code-reference-boundary,2,-0x10 0x0,0,0,1,0x20
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec6a8,.rdata,vbtable,2,displacement-shape,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec6c0,.rdata,vftable,17,code-reference-boundary,3,0x0,0,0,6,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec704,.rdata,vftable,17,code-reference-boundary,4,0x0,3,0,9,0x6c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec748,.rdata,vftable,13,code-reference-boundary,2,0x0,0,0,6,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec77c,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,8,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec7c0,.rdata,vftable,4,code-reference-boundary,2,0x138,0,1,2,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec7d0,.rdata,vftable,13,code-reference-boundary,2,0x0,0,0,5,0x1b0
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec804,.rdata,vftable,4,code-reference-boundary,3,0x138,0,1,3,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec814,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,8,0x1b0
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec848,.rdata,vftable,4,code-reference-boundary,3,0x138,0,1,3,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec858,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,6,0x180
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec88c,.rdata,vftable,4,code-reference-boundary,0,,0,1,3,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec89c,.rdata,vftable,13,code-reference-boundary,4,0x0,0,0,8,0x180
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec8f8,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec940,.rdata,vftable,3,code-reference-boundary,2,0x138,0,1,2,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec94c,.rdata,vftable,13,code-reference-boundary,2,0x0,0,0,8,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec9b8,.rdata,vftable,1,code-reference-boundary,6,0x0,0,0,0,0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec9bc,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ec9c0,.rdata,vftable,17,code-reference-boundary,4,0x0,0,0,2,0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca04,.rdata,vftable,17,code-reference-boundary,5,0x0,3,0,9,0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca58,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca5c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca60,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca78,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x158
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca98,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eca9c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecaa0,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecaa4,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecab8,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecad0,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecad4,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecb38,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,6,0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecb6c,.rdata,vftable,13,code-reference-boundary,4,0x0,0,0,8,0x7c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecbd0,.rdata,vftable,13,code-reference-boundary,3,0x0,0,0,5,0x280
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecc04,.rdata,vftable,13,code-reference-boundary,4,0x0,0,0,8,0x280
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecc58,.rdata,vftable,3,code-reference-boundary,6,0x138,0,1,2,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecc64,.rdata,vftable,13,code-reference-boundary,6,0x0,0,0,5,0x1f8|0x258
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecc98,.rdata,vftable,3,code-reference-boundary,0,,0,1,2,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecca4,.rdata,vftable,13,code-reference-boundary,6,0x0,0,0,8,0x1f8|0x258
wiz8--gog-1261--wiz8new--57a3072c2f83,005eccd8,.rdata,vftable,13,code-reference-boundary,5,0x0,0,0,9,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecd0c,.rdata,vftable,3,code-reference-boundary,0,,0,1,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecd18,.rdata,vftable,13,code-reference-boundary,5,0x0,0,0,8,0x250
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecd70,.rdata,vftable,2,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecd78,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x20
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecda0,.rdata,vftable,3,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecdac,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecdb0,.rdata,vftable,3,code-reference-boundary,4,0x0,2,0,0,0x58
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecdbc,.rdata,vftable,3,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecdc8,.rdata,vftable,1,code-reference-boundary,7,0x0 0x38 0x29c,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecde0,.rdata,vftable,5,code-reference-boundary,3,0x0,0,0,0,0x328
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecdf4,.rdata,vftable,5,code-reference-boundary,3,0x18,0,1,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ece08,.rdata,vftable,17,code-reference-boundary,3,0x0,0,0,0,0x328
wiz8--gog-1261--wiz8new--57a3072c2f83,005ece4c,.rdata,vftable,1,code-reference-boundary,12,0x0 0x58 0x5a 0x60 0x7c 0xb8 0x130 0x168,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ece60,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ece64,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ece78,.rdata,vftable,16,code-reference-boundary,3,0x0,8,0,0,0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005eceb8,.rdata,vftable,5,code-reference-boundary,2,0x0,0,1,0,0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005ececc,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x10|0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005eced0,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x10|0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005eced4,.rdata,vftable,1,code-reference-boundary,6,0x0,0,0,0,0x10|0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005eced8,.rdata,vftable,1,code-reference-boundary,5,0x0,0,0,0,0x10|0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecedc,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecee0,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecee4,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecee8,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecf00,.rdata,vftable,1,code-reference-boundary,5,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecf04,.rdata,vftable,1,code-reference-boundary,5,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecf18,.rdata,vftable,5,code-reference-boundary,3,0x0,0,0,0,0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecf2c,.rdata,vftable,5,code-reference-boundary,3,0x18,0,1,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecf40,.rdata,vftable,18,code-reference-boundary,3,0x0,0,0,0,0x1f8
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecfb0,.rdata,vftable,13,code-reference-boundary,1,0x0,0,0,7,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ecfe4,.rdata,vftable,13,code-reference-boundary,4,0x0,0,0,8,0x150
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed018,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed01c,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed050,.rdata,vftable,2,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed058,.rdata,vftable,5,code-reference-boundary,2,0x0,3,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed090,.rdata,vftable,1,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed094,.rdata,vftable,1,code-reference-boundary,6,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed098,.rdata,vftable,1,code-reference-boundary,4,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed0d0,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed0f0,.rdata,vftable,13,code-reference-boundary,2,0x0,0,0,5,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed124,.rdata,vftable,13,code-reference-boundary,4,0x0,0,0,8,0x140
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed180,.rdata,vftable,13,code-reference-boundary,2,0x0,0,0,8,0x150
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed1b4,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed1b8,.rdata,vftable,1,code-reference-boundary,3,0x0 0x24,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed200,.rdata,vftable,6,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed218,.rdata,vftable,5,code-reference-boundary,3,0x18,0,1,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed22c,.rdata,vftable,20,code-reference-boundary,3,0x0,0,0,0,0x348
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed288,.rdata,vftable,2,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed290,.rdata,vftable,2,code-reference-boundary,1,0x0,1,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed2c8,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed2cc,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed328,.rdata,vftable,8,code-reference-boundary,3,0x0,0,0,2,0x38
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed348,.rdata,vftable,1,code-reference-boundary,2,0x28,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed34c,.rdata,vftable,1,code-reference-boundary,5,0x0 0x28,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed350,.rdata,vftable,1,code-reference-boundary,2,0x18,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed354,.rdata,vftable,1,code-reference-boundary,5,0x0 0x18,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed358,.rdata,vftable,8,code-reference-boundary,4,0x0,1,0,2,0x38
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed3b8,.rdata,vftable,3,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed3c4,.rdata,vftable,13,code-reference-boundary,2,0x0,0,0,5,0x148
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed3f8,.rdata,vftable,13,code-reference-boundary,4,0x0,0,0,8,0x148
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed438,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed43c,.rdata,vftable,1,code-reference-boundary,5,0x0 0x64,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed5a4,.rdata,vftable,3,code-reference-boundary,3,0x0,0,0,0,0x4c
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed5b0,.rdata,vftable,1,code-reference-boundary,0,,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed5b4,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed5b8,.rdata,vftable,1,code-reference-boundary,5,0x0 0x60,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed5bc,.rdata,vftable,18,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed604,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed654,.rdata,vftable,2,code-reference-boundary,1,0x0,0,0,0,0x28
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed65c,.rdata,vftable,1,code-reference-boundary,1,0x10,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed660,.rdata,vftable,1,code-reference-boundary,13,0x0 0x10 0x60 0x9c 0xb0 0xc0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed664,.rdata,vftable,2,code-reference-boundary,19,0x0 0x4 0x4c 0x74 0x78 0x7c 0xb8,1,0,0,0x28|0x60|0xa4
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed66c,.rdata,vftable,18,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed6b4,.rdata,vftable,18,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed6fc,.rdata,vftable,20,code-reference-boundary,2,0x0,0,0,0,0xc0
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed74c,.rdata,vftable,3,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed758,.rdata,vftable,20,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed7d4,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed7d8,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed810,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed840,.rdata,vftable,1,code-reference-boundary,4,0x0 0x4,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed844,.rdata,vftable,1,code-reference-boundary,5,0x0 0x4,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed890,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ed894,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee744,.rdata,vftable,1,code-reference-boundary,1,0x40,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee748,.rdata,vftable,1,code-reference-boundary,4,0x0 0x10 0x20 0x30,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee74c,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee778,.rdata,vftable,1,code-reference-boundary,5,0x0 0xc,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee7e8,.rdata,vftable,1,code-reference-boundary,5,0x0 0x24,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee8a0,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee8c8,.rdata,vftable,1,code-reference-boundary,1,0x8,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee8cc,.rdata,vftable,1,code-reference-boundary,4,0x0 0x8,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee8f0,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,0x24
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee8f4,.rdata,vftable,1,code-reference-boundary,1,0x4,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee8f8,.rdata,vftable,1,code-reference-boundary,4,0x0 0x4,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee920,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee92c,.rdata,vftable,18,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9d0,.rdata,vftable,1,code-reference-boundary,4,0x0 0x1dc,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9d4,.rdata,vftable,1,code-reference-boundary,4,0x0 0x218,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9d8,.rdata,vftable,1,code-reference-boundary,1,0x218,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9dc,.rdata,vftable,1,code-reference-boundary,1,0x1dc,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9e0,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9e4,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9f0,.rdata,vftable,3,code-reference-boundary,1,0x0,0,0,0,0x50
wiz8--gog-1261--wiz8new--57a3072c2f83,005ee9fc,.rdata,vftable,1,code-reference-boundary,5,0x0 0x54,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005eea00,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005eea28,.rdata,vftable,1,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eea2c,.rdata,vftable,1,code-reference-boundary,3,0x0,0,0,0,0x10
wiz8--gog-1261--wiz8new--57a3072c2f83,005eea60,.rdata,vftable,18,code-reference-boundary,1,0x0,0,0,0,0xec
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeaa8,.rdata,vftable,1,code-reference-boundary,2,0x4c,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeaac,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,0xec
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeabc,.rdata,vftable,1,code-reference-boundary,1,0x4c,1,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeac0,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eead0,.rdata,vftable,2,code-reference-boundary,2,0x0 0x4,0,0,0,0xa4
wiz8--gog-1261--wiz8new--57a3072c2f83,005eead8,.rdata,vftable,2,code-reference-boundary,2,0x0,0,0,0,0xa4
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeae0,.rdata,vftable,1,code-reference-boundary,1,0x0,1,0,0,0xa4
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeaf8,.rdata,vftable,1,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeafc,.rdata,vftable,19,code-reference-boundary,1,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeb48,.rdata,vftable,1,code-reference-boundary,4,0x0 0x34 0x50,1,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeb4c,.rdata,vftable,20,code-reference-boundary,1,0x0,0,0,0,0xc0
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeb9c,.rdata,vftable,1,code-reference-boundary,2,0x50,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeba0,.rdata,vftable,2,code-reference-boundary,1,0x4c,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eeba8,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eebb8,.rdata,vftable,1,code-reference-boundary,1,0x50,1,0,0,
wiz8--gog-1261--wiz8new--57a3072c2f83,005eebc0,.rdata,vftable,4,code-reference-boundary,2,0x0,0,0,0,
