program,vtable,slot_index,target,kind,import_name,import_signature,adjust,thunk_target
wiz8--demo--wiz8--8acda50afe39,005f7b34,0,0040113e,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7b34,1,00401152,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7d1c,0,00421bd0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7d30,0,00429ed0,import-thunk,sr.dll!?sGetClassName@srColorSurface@@SAPBDXZ,public: static char const * __cdecl srColorSurface::sGetClassName(void),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,1,00429ec0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7d30,2,00429ee0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7d30,3,005eb248,import-thunk,sr.dll!?dump@srColorSurface@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srColorSurface::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,4,005eb2ba,import-thunk,sr.dll!?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,5,00424150,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7d30,6,005eb242,import-thunk,sr.dll!?vInstance@srColorSurface@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srColorSurface::vInstance(void),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,7,00429f50,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7d30,8,005eb23c,import-thunk,sr.dll!?getPixel@srColorSurfaceIFace@@UAEKJJ@Z,"public: virtual unsigned long __thiscall srColorSurfaceIFace::getPixel(long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,9,005eb236,import-thunk,sr.dll!?setPixel@srColorSurfaceIFace@@UAEXJJK@Z,"public: virtual void __thiscall srColorSurfaceIFace::setPixel(long, long, unsigned long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,10,005eb230,import-thunk,sr.dll!?getPixelRaw@srColorSurface@@UAEKJJ@Z,"public: virtual unsigned long __thiscall srColorSurface::getPixelRaw(long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,11,005eb22a,import-thunk,sr.dll!?setPixelRaw@srColorSurface@@UAEXJJK@Z,"public: virtual void __thiscall srColorSurface::setPixelRaw(long, long, unsigned long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,12,005eb224,import-thunk,sr.dll!?getPixels@srColorSurface@@UAEXPAKPBVsrVector2i@@J@Z,"public: virtual void __thiscall srColorSurface::getPixels(unsigned long *, class srVector2i const *, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,13,005eb21e,import-thunk,sr.dll!?setPixels@srColorSurface@@UAEXPBKPBVsrVector2i@@J@Z,"public: virtual void __thiscall srColorSurface::setPixels(unsigned long const *, class srVector2i const *, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,14,005eb218,import-thunk,sr.dll!?getPixelsRaw@srColorSurface@@UAEXPAXPBVsrVector2i@@J@Z,"public: virtual void __thiscall srColorSurface::getPixelsRaw(void *, class srVector2i const *, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,15,005eb212,import-thunk,sr.dll!?setPixelsRaw@srColorSurface@@UAEXPBXPBVsrVector2i@@J@Z,"public: virtual void __thiscall srColorSurface::setPixelsRaw(void const *, class srVector2i const *, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,16,005eb20c,import-thunk,sr.dll!?getPixelColumn@srColorSurface@@UAEXPAKJJJ@Z,"public: virtual void __thiscall srColorSurface::getPixelColumn(unsigned long *, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,17,005eb206,import-thunk,sr.dll!?setPixelColumn@srColorSurface@@UAEXPBKJJJ@Z,"public: virtual void __thiscall srColorSurface::setPixelColumn(unsigned long const *, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,18,005eb200,import-thunk,sr.dll!?getPalette@srColorSurface@@UAEPAVsrPalette@@XZ,public: virtual class srPalette * __thiscall srColorSurface::getPalette(void),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,19,005eb1fa,import-thunk,sr.dll!?setPalette@srColorSurface@@UAEXPAVsrPalette@@@Z,public: virtual void __thiscall srColorSurface::setPalette(class srPalette *),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,20,005eb1f4,import-thunk,sr.dll!?getDataPtr@srColorSurface@@UAEPAXXZ,public: virtual void * __thiscall srColorSurface::getDataPtr(void),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,21,005eb1ee,import-thunk,sr.dll!?getDataSize@srColorSurface@@UAEJXZ,public: virtual long __thiscall srColorSurface::getDataSize(void),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,22,005eb1e8,import-thunk,sr.dll!?resize@srColorSurface@@UAEHJJ@Z,"public: virtual int __thiscall srColorSurface::resize(long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,23,005eb1e2,import-thunk,sr.dll!?rescale@srColorSurface@@UAEHJJ@Z,"public: virtual int __thiscall srColorSurface::rescale(long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,24,005eb1dc,import-thunk,sr.dll!?changePixelFormat@srColorSurface@@UAEHABUPixelFormat@srPixelConvert@@H@Z,"public: virtual int __thiscall srColorSurface::changePixelFormat(struct srPixelConvert::PixelFormat const &, int)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,25,005eb1d6,import-thunk,sr.dll!?fill@srColorSurface@@UAEXK@Z,public: virtual void __thiscall srColorSurface::fill(unsigned long),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,26,005eb1d0,import-thunk,sr.dll!?setHLine@srColorSurface@@UAEXJJJK@Z,"public: virtual void __thiscall srColorSurface::setHLine(long, long, long, unsigned long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,27,005eb1ca,import-thunk,sr.dll!?setVLine@srColorSurface@@UAEXJJJK@Z,"public: virtual void __thiscall srColorSurface::setVLine(long, long, long, unsigned long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,28,005eb1c4,import-thunk,sr.dll!?setLine@srColorSurfaceIFace@@UAEXJJJJK@Z,"public: virtual void __thiscall srColorSurfaceIFace::setLine(long, long, long, long, unsigned long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,29,005eb1be,import-thunk,sr.dll!?composite@srColorSurfaceIFace@@UAEXJJAAV1@JJJJN@Z,"public: virtual void __thiscall srColorSurfaceIFace::composite(long, long, class srColorSurfaceIFace &, long, long, long, long, double)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,30,005eb1b8,import-thunk,sr.dll!?blit@srColorSurfaceIFace@@UAEXABUBlitInfo@1@AAV1@@Z,"public: virtual void __thiscall srColorSurfaceIFace::blit(struct srColorSurfaceIFace::BlitInfo const &, class srColorSurfaceIFace &)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,31,005eb1b2,import-thunk,sr.dll!?blit@srColorSurface@@UAEXJJAAVsrColorSurfaceIFace@@JJJJ@Z,"public: virtual void __thiscall srColorSurface::blit(long, long, class srColorSurfaceIFace &, long, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,32,005eb1ac,import-thunk,sr.dll!?copy@srColorSurfaceIFace@@UAEXAAV1@@Z,public: virtual void __thiscall srColorSurfaceIFace::copy(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,33,005eb1a6,import-thunk,sr.dll!?swapPixelRows@srColorSurface@@UAEXJJJJJ@Z,"public: virtual void __thiscall srColorSurface::swapPixelRows(long, long, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,34,005eb1a0,import-thunk,sr.dll!?flipRectangle@srColorSurface@@UAEXABURectangle@srColorSurfaceIFace@@@Z,public: virtual void __thiscall srColorSurface::flipRectangle(struct srColorSurfaceIFace::Rectangle const &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,35,005eb19a,import-thunk,sr.dll!?adjust@srColorSurfaceIFace@@UAEXABV?$srVector4T@M@@00@Z,"public: virtual void __thiscall srColorSurfaceIFace::adjust(class srVector4T<float> const &, class srVector4T<float> const &, class srVector4T<float> const &)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,36,005eb194,import-thunk,sr.dll!?adjustSaturation@srColorSurfaceIFace@@UAEXN@Z,public: virtual void __thiscall srColorSurfaceIFace::adjustSaturation(double),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,37,005eb18e,import-thunk,sr.dll!?getChannelStatistics@srColorSurfaceIFace@@UAEXAAVsrStat@@W4e_index@srARGB@@@Z,"public: virtual void __thiscall srColorSurfaceIFace::getChannelStatistics(class srStat &, enum srARGB::e_index)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,38,005eb188,import-thunk,sr.dll!?remapPixels@srColorSurfaceIFace@@UAEXABVsrARGB@@0@Z,"public: virtual void __thiscall srColorSurfaceIFace::remapPixels(class srARGB const &, class srARGB const &)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,39,005eb182,import-thunk,sr.dll!?copyColorChannel@srColorSurfaceIFace@@UAEXW4e_index@srARGB@@0@Z,"public: virtual void __thiscall srColorSurfaceIFace::copyColorChannel(enum srARGB::e_index, enum srARGB::e_index)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,40,005eb17c,import-thunk,sr.dll!?flipColorChannels@srColorSurfaceIFace@@UAEXW4e_index@srARGB@@0@Z,"public: virtual void __thiscall srColorSurfaceIFace::flipColorChannels(enum srARGB::e_index, enum srARGB::e_index)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,41,005eb176,import-thunk,sr.dll!?getPixelRow@srColorSurface@@UAEXPAKJJJ@Z,"public: virtual void __thiscall srColorSurface::getPixelRow(unsigned long *, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,42,005eb170,import-thunk,sr.dll!?setPixelRow@srColorSurface@@UAEXPBKJJJ@Z,"public: virtual void __thiscall srColorSurface::setPixelRow(unsigned long const *, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,43,005eb16a,import-thunk,sr.dll!?getPixelRowRaw@srColorSurface@@UAEXPAXJJJ@Z,"public: virtual void __thiscall srColorSurface::getPixelRowRaw(void *, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,44,005eb164,import-thunk,sr.dll!?setPixelRowRaw@srColorSurface@@UAEXPBXJJJ@Z,"public: virtual void __thiscall srColorSurface::setPixelRowRaw(void const *, long, long, long)",,
wiz8--demo--wiz8--8acda50afe39,005f7d30,45,005eb15e,import-thunk,sr.dll!?copyNoScaling@srColorSurface@@EAEXAAVsrColorSurfaceIFace@@@Z,private: virtual void __thiscall srColorSurface::copyNoScaling(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,46,005eb158,import-thunk,sr.dll!?scaleHorizontal@srColorSurfaceIFace@@MAEXAAV1@@Z,protected: virtual void __thiscall srColorSurfaceIFace::scaleHorizontal(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,47,005eb152,import-thunk,sr.dll!?scaleVertical@srColorSurfaceIFace@@MAEXAAV1@@Z,protected: virtual void __thiscall srColorSurfaceIFace::scaleVertical(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,48,005eb14c,import-thunk,sr.dll!?scaleFast@srColorSurface@@EAEXAAVsrColorSurfaceIFace@@@Z,private: virtual void __thiscall srColorSurface::scaleFast(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,49,005eb146,import-thunk,sr.dll!?scale@srColorSurfaceIFace@@MAEXAAV1@@Z,protected: virtual void __thiscall srColorSurfaceIFace::scale(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,50,005eb140,import-thunk,sr.dll!?magnify@srColorSurfaceIFace@@MAEXAAV1@@Z,protected: virtual void __thiscall srColorSurfaceIFace::magnify(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7d30,51,005eb13a,import-thunk,sr.dll!?minify@srColorSurfaceIFace@@MAEXAAV1@@Z,protected: virtual void __thiscall srColorSurfaceIFace::minify(class srColorSurfaceIFace &),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,0,0042a1a0,import-thunk,sr.dll!?sGetClassName@srMaterial@@SAPBDXZ,public: static char const * __cdecl srMaterial::sGetClassName(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,1,0042a190,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e00,2,004870c0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e00,3,005eb278,import-thunk,sr.dll!?dump@srMaterial@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srMaterial::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7e00,4,005eb272,import-thunk,sr.dll!?verify@srMaterial@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srMaterial::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,5,0042a5d0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e00,6,005eb26c,import-thunk,sr.dll!?vInstance@srMaterial@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srMaterial::vInstance(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,7,0042a1b0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e00,8,005eb266,import-thunk,sr.dll!?getMaterialInfo@srMaterial@@UAEXAAUMaterialInfo@srVertexProcessor@@@Z,public: virtual void __thiscall srMaterial::getMaterialInfo(struct srVertexProcessor::MaterialInfo &),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,9,005eb260,import-thunk,sr.dll!?preProcess@srMaterial@@UAEXAAVsrVertexPipe@@@Z,public: virtual void __thiscall srMaterial::preProcess(class srVertexPipe &),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,10,005eb25a,import-thunk,sr.dll!?postProcess@srMaterial@@UAEXAAVsrVertexPipe@@@Z,public: virtual void __thiscall srMaterial::postProcess(class srVertexPipe &),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,11,005eb254,import-thunk,sr.dll!?updateParms@srMaterial@@MAEXXZ,protected: virtual void __thiscall srMaterial::updateParms(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e00,12,005eb24e,import-thunk,sr.dll!?reset@srMaterial@@MAEXXZ,protected: virtual void __thiscall srMaterial::reset(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e34,0,0042a480,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e34,1,0042a470,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e34,2,0042a490,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e34,3,005eb290,import-thunk,sr.dll!?dump@srCamera@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srCamera::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7e34,4,005eb2ba,import-thunk,sr.dll!?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7e34,5,0042a610,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e34,6,005eb28a,import-thunk,sr.dll!?vInstance@srCamera@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srCamera::vInstance(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e34,7,0042a500,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e34,8,005eb284,import-thunk,sr.dll!?traverse@srNode@@UAEXAAVTraverseInfo@1@@Z,public: virtual void __thiscall srNode::traverse(class srNode::TraverseInfo &),,
wiz8--demo--wiz8--8acda50afe39,005f7e34,9,005eb27e,import-thunk,sr.dll!?process@srCamera@@UAEXABUProcessInfo@srNode@@W4e_processType@3@@Z,"public: virtual void __thiscall srCamera::process(struct srNode::ProcessInfo const &, enum srNode::e_processType)",,
wiz8--demo--wiz8--8acda50afe39,005f7e34,10,005eb2a2,import-thunk,sr.dll!?getLocalBounds@srNode@@UAEXAAUBoundInfo@1@@Z,public: virtual void __thiscall srNode::getLocalBounds(struct srNode::BoundInfo &),,
wiz8--demo--wiz8--8acda50afe39,005f7e34,11,005eb29c,import-thunk,sr.dll!?updateBounds@srNode@@UAEXXZ,public: virtual void __thiscall srNode::updateBounds(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e34,12,005eb296,import-thunk,sr.dll!?processSignal@srNode@@MAEHKPAX@Z,"protected: virtual int __thiscall srNode::processSignal(unsigned long, void *)",,
wiz8--demo--wiz8--8acda50afe39,005f7e68,0,0042a530,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e68,1,0042a520,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e68,2,0042a540,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e68,3,005eb2c0,import-thunk,sr.dll!?dump@srScene@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srScene::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7e68,4,005eb2ba,import-thunk,sr.dll!?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7e68,5,0042a730,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e68,6,005eb2b4,import-thunk,sr.dll!?vInstance@srScene@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srScene::vInstance(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e68,7,0042a5b0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7e68,8,005eb2ae,import-thunk,sr.dll!?traverse@srScene@@UAEXAAVTraverseInfo@srNode@@@Z,public: virtual void __thiscall srScene::traverse(class srNode::TraverseInfo &),,
wiz8--demo--wiz8--8acda50afe39,005f7e68,9,005eb2a8,import-thunk,sr.dll!?process@srScene@@UAEXABUProcessInfo@srNode@@W4e_processType@3@@Z,"public: virtual void __thiscall srScene::process(struct srNode::ProcessInfo const &, enum srNode::e_processType)",,
wiz8--demo--wiz8--8acda50afe39,005f7e68,10,005eb2a2,import-thunk,sr.dll!?getLocalBounds@srNode@@UAEXAAUBoundInfo@1@@Z,public: virtual void __thiscall srNode::getLocalBounds(struct srNode::BoundInfo &),,
wiz8--demo--wiz8--8acda50afe39,005f7e68,11,005eb29c,import-thunk,sr.dll!?updateBounds@srNode@@UAEXXZ,public: virtual void __thiscall srNode::updateBounds(void),,
wiz8--demo--wiz8--8acda50afe39,005f7e68,12,005eb296,import-thunk,sr.dll!?processSignal@srNode@@MAEHKPAX@Z,"protected: virtual int __thiscall srNode::processSignal(unsigned long, void *)",,
wiz8--demo--wiz8--8acda50afe39,005f7e9c,0,00424130,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,0,0042a010,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,1,0042a000,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,2,0042a020,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,3,005eb320,import-thunk,sr.dll!?dump@srMeshModel@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srMeshModel::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,4,005eb31a,import-thunk,sr.dll!?verify@srMeshModel@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srMeshModel::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,5,00429fa0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,6,005eb314,import-thunk,sr.dll!?vInstance@srMeshModel@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srMeshModel::vInstance(void),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,7,0042a090,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,8,005eb30e,import-thunk,sr.dll!?getBoundingSphere@srMeshModel@@UAEHAAV?$srVector3T@M@@AAM@Z,"public: virtual int __thiscall srMeshModel::getBoundingSphere(class srVector3T<float> &, float &)",,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,9,005eb308,import-thunk,sr.dll!?getBoundingBox@srMeshModel@@UAEHAAV?$srVector3T@M@@0@Z,"public: virtual int __thiscall srMeshModel::getBoundingBox(class srVector3T<float> &, class srVector3T<float> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,10,005eb302,import-thunk,sr.dll!?render@srMeshModel@@UAEXAAVsrGERD@@@Z,public: virtual void __thiscall srMeshModel::render(class srGERD &),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,11,005eb2fc,import-thunk,sr.dll!?updateAllClients@srModel@@UAEXW4e_update@Client@1@@Z,public: virtual void __thiscall srModel::updateAllClients(enum srModel::Client::e_update),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,12,005eb2f6,import-thunk,sr.dll!?reindexPolygons@srMeshModel@@UAEXPBK@Z,public: virtual void __thiscall srMeshModel::reindexPolygons(unsigned long const *),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,13,005eb2f0,import-thunk,sr.dll!?reindexVertices@srMeshModel@@UAEXPBK@Z,public: virtual void __thiscall srMeshModel::reindexVertices(unsigned long const *),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,14,005eb2ea,import-thunk,sr.dll!?getTriMesh@srMeshModel@@UAEABUTriMesh@1@XZ,public: virtual struct srMeshModel::TriMesh const & __thiscall srMeshModel::getTriMesh(void),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,15,005eb2e4,import-thunk,sr.dll!?getTriMesh@srMeshModel@@UAEXAAUTriMesh@1@@Z,public: virtual void __thiscall srMeshModel::getTriMesh(struct srMeshModel::TriMesh &),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,16,005eb2de,import-thunk,sr.dll!?renderTriMesh@srMeshModel@@UAEXAAVsrGERD@@ABUTriMesh@1@@Z,"public: virtual void __thiscall srMeshModel::renderTriMesh(class srGERD &, struct srMeshModel::TriMesh const &)",,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,17,005eb2d8,import-thunk,sr.dll!?updateTriMesh@srMeshModel@@MAEXXZ,protected: virtual void __thiscall srMeshModel::updateTriMesh(void),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,18,005eb2d2,import-thunk,sr.dll!?calculateBounds@srMeshModel@@MAEXXZ,protected: virtual void __thiscall srMeshModel::calculateBounds(void),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,19,005eb2cc,import-thunk,sr.dll!?calculatePolygonNormals@srMeshModel@@MAEXXZ,protected: virtual void __thiscall srMeshModel::calculatePolygonNormals(void),,
wiz8--demo--wiz8--8acda50afe39,005f7eb8,20,005eb2c6,import-thunk,sr.dll!?calculateVertexNormals@srMeshModel@@MAEXXZ,protected: virtual void __thiscall srMeshModel::calculateVertexNormals(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,0,0042a0c0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,1,0042a0b0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,2,0042a0d0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,3,005eb362,import-thunk,sr.dll!?dump@srTextureMap@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srTextureMap::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,4,005eb2ba,import-thunk,sr.dll!?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,5,00429fd0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,6,005eb35c,import-thunk,sr.dll!?vInstance@srTextureMap@@UAEPAVsrClass@@XZ,public: virtual class srClass * __thiscall srTextureMap::vInstance(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,7,0042a170,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,8,005eb356,import-thunk,sr.dll!?getTextureFrameHandle@srTextureMap@@UAEKXZ,public: virtual unsigned long __thiscall srTextureMap::getTextureFrameHandle(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,9,005eb350,import-thunk,sr.dll!?getPriority@srTexture@@UAEMXZ,public: virtual float __thiscall srTexture::getPriority(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,10,005eb34a,import-thunk,sr.dll!?getDimensions@srTexture@@UAEXAAUDimensions@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getDimensions(struct srTextureIFace::Dimensions &),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,11,005eb344,import-thunk,sr.dll!?getMipmapData@srTextureMap@@UAEXAAUMultiRequest@srTextureIFace@@@Z,public: virtual void __thiscall srTextureMap::getMipmapData(struct srTextureIFace::MultiRequest &),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,12,005eb33e,import-thunk,sr.dll!?getMipmapLevelPartial@srTexture@@UAEXAAUPartialRequest@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getMipmapLevelPartial(struct srTextureIFace::PartialRequest &),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,13,005eb338,import-thunk,sr.dll!?getTextureParms@srTexture@@UAEXAAUParameters@srTextureIFace@@@Z,public: virtual void __thiscall srTexture::getTextureParms(struct srTextureIFace::Parameters &),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,14,005eb332,import-thunk,sr.dll!?getTextureName@srTextureIFace@@UAEPBDXZ,public: virtual char const * __thiscall srTextureIFace::getTextureName(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,15,005eb32c,import-thunk,sr.dll!?invalidate@srTextureMap@@UAEXXZ,public: virtual void __thiscall srTextureMap::invalidate(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f0c,16,005eb326,import-thunk,sr.dll!?setupDefaultValues@srTextureMap@@MAEXXZ,protected: virtual void __thiscall srTextureMap::setupDefaultValues(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f88,0,0042a1a0,import-thunk,sr.dll!?sGetClassName@srMaterial@@SAPBDXZ,public: static char const * __cdecl srMaterial::sGetClassName(void),,
wiz8--demo--wiz8--8acda50afe39,005f7f88,1,0042a190,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f88,2,004870c0,local,,,,
wiz8--demo--wiz8--8acda50afe39,005f7f88,3,005eb368,import-thunk,sr.dll!?dump@srClass@@UAEXAAV?$basic_ostream@DU?$char_traits@D@std@@@std@@@Z,"public: virtual void __thiscall srClass::dump(class std::basic_ostream<char, struct std::char_traits<char>> &)",,
wiz8--demo--wiz8--8acda50afe39,005f7f88,4,005eb2ba,import-thunk,sr.dll!?verify@srClass@@UAEXW4e_verify@srRuntimeClass@@@Z,public: virtual void __thiscall srClass::verify(enum srRuntimeClass::e_verify),,
wiz8--demo--wiz8--8acda50afe39,005f7f88,5,0042a700,local,,,,
