program,funcinfo,magic,handler_thunk,frame_setup,eh_setup_start,max_state,try_block_count,unwind_signature
wiz8--demo--wiz8--8acda50afe39,005fbee8,19930520,005f05c3,0041cc72,0041cc70,2,0,2|0|-1:object:-44|0:pointer:-48
wiz8--demo--wiz8--8acda50afe39,005fbf18,19930520,005f05db,0041f542,0041f540,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fbf40,19930520,005f05fb,0041f5b2,0041f5b0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fbf68,19930520,005f061b,0041f688,0041f686,1,0,1|0|-1:pointer:-28
wiz8--demo--wiz8--8acda50afe39,005fbf90,19930520,005f063b,0041f942,0041f940,1,0,1|0|-1:pointer:-84
wiz8--demo--wiz8--8acda50afe39,005fbfb8,19930520,005f065b,00421062,00421060,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fbfe0,19930520,005f067c,00422522,00422520,1,0,1|0|-1:object-import:-324
wiz8--demo--wiz8--8acda50afe39,005fc008,19930520,005f075f,004237e8,004237e6,15,0,15|0|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|-1:pointer:-284|11:pointer:-284|-1:pointer:-284|-1:pointer:-284
wiz8--demo--wiz8--8acda50afe39,005fc0a0,19930520,005f0791,00424295,00424293,3,0,3|0|-1:pointer:-20|-1:pointer:-20|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fc0d8,19930520,005f07ab,004244e8,004244e6,1,0,1|0|-1:pointer:-84
wiz8--demo--wiz8--8acda50afe39,005fc100,19930520,005f07cb,004247c5,004247c3,1,0,1|0|-1:pointer:-32
wiz8--demo--wiz8--8acda50afe39,005fc128,19930520,005f0809,004249f2,004249f0,4,0,4|0|-1:pointer:-60|-1:pointer:-60|1:pointer:-60|-1:pointer:12
wiz8--demo--wiz8--8acda50afe39,005fc168,19930520,005f082b,00424cb2,00424cb0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc190,19930520,005f0866,00424d92,00424d90,4,0,4|0|-1:object:-48|-1:object:-56|1:pointer:-92|1:pointer:16
wiz8--demo--wiz8--8acda50afe39,005fc1d0,19930520,005f0891,004250a2,004250a0,3,0,3|0|-1:pointer:-52|-1:pointer:44|-1:pointer:44
wiz8--demo--wiz8--8acda50afe39,005fc208,19930520,005f08b6,00425382,00425380,2,0,2|0|-1:pointer:-60|-1:pointer:24
wiz8--demo--wiz8--8acda50afe39,005fc238,19930520,005f08cb,004289d5,004289d3,1,0,1|0|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fc260,19930520,005f090c,00429318,00429316,4,0,4|0|-1:pointer:-40|-1:pointer:-36|-1:pointer:-36|-1:pointer:-36
wiz8--demo--wiz8--8acda50afe39,005fc2a0,19930520,005f0932,0042a1d2,0042a1d0,2,0,2|0|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fc2d0,19930520,005f0952,0042a362,0042a360,2,0,2|0|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fc300,19930520,005f0969,0042a672,0042a670,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fc328,19930520,005f098e,0042b608,0042b606,1,0,1|0|-1:pointer:-1160
wiz8--demo--wiz8--8acda50afe39,005fc350,19930520,005f09ae,0042bc62,0042bc60,1,0,1|0|-1:pointer:-1128
wiz8--demo--wiz8--8acda50afe39,005fc378,19930520,005f0a03,0042c3f2,0042c3f0,5,0,5|0|-1:pointer:-520|0:pointer:-524|0:pointer:-524|0:pointer:-524|0:pointer:-524
wiz8--demo--wiz8--8acda50afe39,005fc3c0,19930520,005f0ae1,0042da82,0042da80,19,0,19|0|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:-24|15:pointer:-20|15:pointer:-20|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fc478,19930520,005f0af8,0042e642,0042e640,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc4a0,19930520,005f0b1e,00431ca2,00431ca0,1,0,1|0|-1:pointer:-420
wiz8--demo--wiz8--8acda50afe39,005fc4c8,19930520,005f0b46,004325f8,004325f6,2,0,2|0|-1:object:-352|0:object:-384
wiz8--demo--wiz8--8acda50afe39,005fc4f8,19930520,005f0b5e,00433f82,00433f80,1,0,1|0|-1:pointer:-288
wiz8--demo--wiz8--8acda50afe39,005fc520,19930520,005f0b7b,00434ba2,00434ba0,1,0,1|0|-1:object:-168
wiz8--demo--wiz8--8acda50afe39,005fc548,19930520,005f0b9b,00434c82,00434c80,1,0,1|0|-1:object:-168
wiz8--demo--wiz8--8acda50afe39,005fc570,19930520,005f0bc6,00437d62,00437d60,2,0,2|0|-1:pointer:-20|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc5a0,19930520,005f0bdb,0043a858,0043a856,1,0,1|0|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fc5c8,19930520,005f0bfb,0043aaf8,0043aaf6,1,0,1|0|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fc5f0,19930520,005f0c28,0043c1c8,0043c1c6,2,0,2|0|-1:object-import:-1500|0:object-import:-1320
wiz8--demo--wiz8--8acda50afe39,005fc620,19930520,005f0ca5,0043c3e2,0043c3e0,8,0,8|0|-1:object-import:-208|0:object-import:-96|1:object-import:-164|2:object-import:-136|1:object:-164|-1:pointer-import:-220|-1:pointer-import:-220|-1:pointer-import:-220
wiz8--demo--wiz8--8acda50afe39,005fc680,19930520,005f0cb9,0043ccb2,0043ccb0,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fc6a8,19930520,005f0ce1,0043cee2,0043cee0,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fc6d8,19930520,005f0cfb,0043d3f8,0043d3f6,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc700,19930520,005f0d1e,0043da82,0043da80,1,0,1|0|-1:pointer:-144
wiz8--demo--wiz8--8acda50afe39,005fc728,19930520,005f0d3e,0043df12,0043df10,1,0,1|0|-1:pointer:-176
wiz8--demo--wiz8--8acda50afe39,005fc750,19930520,005f0ddc,0043eb62,0043eb60,10,0,10|0|-1:pointer:-328|-1:pointer:-328|-1:pointer:-328|-1:pointer:-288|-1:pointer:-288|-1:pointer:-328|-1:pointer:-288|-1:pointer:-328|-1:pointer:-328|-1:pointer:-328
wiz8--demo--wiz8--8acda50afe39,005fc7c0,19930520,005f0e0c,00442c38,00442c36,2,0,2|0|-1:pointer:-2504|-1:pointer:-2512
wiz8--demo--wiz8--8acda50afe39,005fc7f0,19930520,005f0e2b,00444cb2,00444cb0,1,0,1|0|-1:pointer:-40
wiz8--demo--wiz8--8acda50afe39,005fc818,19930520,005f0e56,004461a2,004461a0,2,0,2|0|-1:pointer:-16|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fc848,19930520,005f0e68,00446732,00446730,1,0,1|0|-1:object:-28
wiz8--demo--wiz8--8acda50afe39,005fc870,19930520,005f0e8b,004469f8,004469f6,1,0,1|0|-1:pointer:8
wiz8--demo--wiz8--8acda50afe39,005fc898,19930520,005f0eae,00446c42,00446c40,1,0,1|0|-1:pointer:-528
wiz8--demo--wiz8--8acda50afe39,005fc8c0,19930520,005f0ec9,00447192,00447190,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fc8e8,19930520,005f0eeb,004473a2,004473a0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc910,19930520,005f0f08,00447722,00447720,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc938,19930520,005f0f28,00447a62,00447a60,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fc960,19930520,005f0f59,00447bb2,00447bb0,2,0,2|0|-1:object:-168|0:pointer:-208
wiz8--demo--wiz8--8acda50afe39,005fc990,19930520,005f0f89,00447d82,00447d80,2,0,2|0|-1:object:-168|0:pointer:-200
wiz8--demo--wiz8--8acda50afe39,005fc9c0,19930520,005f0fab,00448112,00448110,1,0,1|0|-1:object:-168
wiz8--demo--wiz8--8acda50afe39,005fc9e8,19930520,005f0fcb,004482b2,004482b0,1,0,1|0|-1:object:-192
wiz8--demo--wiz8--8acda50afe39,005fca10,19930520,005f0feb,00448908,00448906,1,0,1|0|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fca38,19930520,005f1016,00449bd2,00449bd0,2,0,2|0|-1:pointer:-16|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fca68,19930520,005f102b,0044a3a8,0044a3a6,1,0,1|0|-1:pointer:8
wiz8--demo--wiz8--8acda50afe39,005fca90,19930520,005f1056,0044a5d8,0044a5d6,2,0,2|0|-1:pointer:-120|-1:pointer:-120
wiz8--demo--wiz8--8acda50afe39,005fcac0,19930520,005f106b,0044ab58,0044ab56,1,0,1|0|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fcae8,19930520,005f1096,0044b0a2,0044b0a0,2,0,2|0|-1:object:-1072|0:object:-1052
wiz8--demo--wiz8--8acda50afe39,005fcb18,19930520,005f10b6,0044c0a2,0044c0a0,2,0,2|0|-1:pointer:-16|0:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcb48,19930520,005f10d6,0044c1c2,0044c1c0,2,0,2|0|-1:pointer:-16|0:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcb78,19930520,005f1106,0044cfa2,0044cfa0,4,0,4|0|-1:pointer:-32|0:pointer:-28|1:pointer:-28|0:pointer:-28
wiz8--demo--wiz8--8acda50afe39,005fcbb8,19930520,005f1118,0044d262,0044d260,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcbe0,19930520,005f113b,0044d2f8,0044d2f6,1,0,1|0|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fcc08,19930520,005f115b,0044f232,0044f230,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcc30,19930520,005f1186,0044fd28,0044fd26,2,0,2|0|-1:pointer:8|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fcc60,19930520,005f119b,00450192,00450190,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcc88,19930520,005f11bb,004502e2,004502e0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fccb0,19930520,005f11db,004503c2,004503c0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fccd8,19930520,005f1211,00450522,00450520,3,0,3|0|-1:pointer:-16|-1:pointer:-16|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcd10,19930520,005f122e,00450958,,1,0,1|0|-1:pointer:-6160
wiz8--demo--wiz8--8acda50afe39,005fcd38,19930520,005f1298,00451e78,00451e76,8,0,8|0|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fcd98,19930520,005f12c9,00453252,00453250,2,0,2|0|-1:pointer:-20|0:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcdc8,19930520,005f12ee,004534b2,004534b0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcdf0,19930520,005f1319,004535b2,004535b0,2,0,2|0|-1:pointer:-40|0:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fce20,19930520,005f133b,004586a2,004586a0,1,0,1|0|-1:pointer:-28
wiz8--demo--wiz8--8acda50afe39,005fce48,19930520,005f137c,00458cc2,00458cc0,4,0,4|0|-1:pointer:-16|-1:pointer:-16|-1:pointer:-16|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fce88,19930520,005f13ac,0045a0c2,0045a0c0,2,0,2|0|-1:pointer:-296|-1:pointer:-296
wiz8--demo--wiz8--8acda50afe39,005fceb8,19930520,005f13dc,0045aa02,0045aa00,2,0,2|0|-1:pointer:-300|0:pointer:-284
wiz8--demo--wiz8--8acda50afe39,005fcee8,19930520,005f13fb,0045e972,0045e970,1,0,1|0|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fcf10,19930520,005f1431,0045f398,0045f396,3,0,3|0|-1:pointer:-28|-1:pointer:-28|-1:pointer:-28
wiz8--demo--wiz8--8acda50afe39,005fcf48,19930520,005f1448,00462f52,00462f50,1,0,1|0|-1:object:-108
wiz8--demo--wiz8--8acda50afe39,005fcf70,19930520,005f1473,0046a6b2,0046a6b0,2,0,2|0|-1:pointer:-20|0:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcfa0,19930520,005f1488,0046a782,0046a780,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fcfc8,19930520,005f14b6,0046b902,0046b900,2,0,2|0|-1:pointer:-32|-1:pointer:-32
wiz8--demo--wiz8--8acda50afe39,005fcff8,19930520,005f1500,0046dd32,0046dd30,5,0,5|0|-1:object:-1116|0:object:-1064|1:pointer:-1084|1:pointer:-1084|1:pointer:-1084
wiz8--demo--wiz8--8acda50afe39,005fd040,19930520,005f1526,0046edc2,0046edc0,2,0,2|0|-1:pointer:-44|-1:pointer:-44
wiz8--demo--wiz8--8acda50afe39,005fd070,19930520,005f153b,00470c72,00470c70,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd098,19930520,005f1566,00470d18,00470d16,2,0,2|0|-1:pointer:8|-1:pointer:8
wiz8--demo--wiz8--8acda50afe39,005fd0c8,19930520,005f157b,004722d8,004722d6,1,0,1|0|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fd0f0,19930520,005f159b,00472398,00472396,1,0,1|0|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fd118,19930520,005f162d,00473a92,00473a90,9,0,9|0|-1:pointer-import:-16|-1:pointer:-16|1:pointer:-16|2:pointer:-16|3:pointer:-16|4:pointer:-16|5:pointer:-16|6:pointer:-16|7:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd180,19930520,005f16bd,00473e62,00473e60,9,0,9|0|-1:pointer:-16|0:pointer:-16|1:pointer:-16|2:pointer:-16|3:pointer:-16|4:pointer:-16|5:pointer:-16|6:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd1e8,19930520,005f16fc,00476192,00476190,4,0,4|0|-1:pointer:-24|-1:pointer:4|-1:pointer:4|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fd228,19930520,005f1719,00477502,00477500,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd250,19930520,005f173b,004777f2,004777f0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd278,19930520,005f17a6,00477fd2,00477fd0,7,0,7|0|-1:pointer:4|0:pointer:4|1:pointer:4|2:pointer:4|3:pointer:4|4:pointer:4|5:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd2d0,19930520,005f17f0,00478222,00478220,5,0,5|0|-1:pointer:-16|0:pointer:-16|1:pointer:-16|2:pointer:-16|3:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd318,19930520,005f180b,00479078,00479076,1,0,1|0|-1:pointer:-40
wiz8--demo--wiz8--8acda50afe39,005fd340,19930520,005f182b,00479378,00479376,1,0,1|0|-1:pointer:-72
wiz8--demo--wiz8--8acda50afe39,005fd368,19930520,005f184b,0047d542,0047d540,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd390,19930520,005f1860,0047ea65,0047ea63,2,1,2|1|-1:none:?|-1:none:?
wiz8--demo--wiz8--8acda50afe39,005fd3e8,19930520,005f1881,0047eb72,0047eb70,2,0,2|0|-1:pointer-import:-16|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd418,19930520,005f18a1,0047edc2,0047edc0,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd448,19930520,005f18bb,0047f032,0047f030,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd470,19930520,005f190f,0047f0d2,0047f0d0,5,0,5|0|-1:pointer-import:-56|0:pointer-import:-52|1:object:-36|2:object:-24|3:object:-48
wiz8--demo--wiz8--8acda50afe39,005fd4b8,19930520,005f1948,0047f402,0047f400,5,0,5|0|-1:object:-24|0:object:-36|0:object:-36|0:object:-36|0:object:-36
wiz8--demo--wiz8--8acda50afe39,005fd500,19930520,005f197f,0047f7a2,0047f7a0,2,0,2|0|-1:pointer:-28|0:object:-24
wiz8--demo--wiz8--8acda50afe39,005fd530,19930520,005f1999,0047fd52,0047fd50,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd558,19930520,005f19bb,0047fef2,0047fef0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd580,19930520,005f19fd,0047ffc2,0047ffc0,5,0,5|0|-1:pointer-import:-20|-1:pointer:-20|1:pointer:-16|2:pointer-import:-16|2:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd5c8,19930520,005f1a21,00480352,00480350,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd5f8,19930520,005f1a41,00480a62,00480a60,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd628,19930520,005f1a59,00480d92,00480d90,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd650,19930520,005f1a79,00481022,00481020,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd678,19930520,005f1aac,00481162,00481160,3,0,3|0|-1:pointer:-16|0:pointer-import:-16|0:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd6b0,19930520,005f1adf,004812c2,004812c0,3,0,3|0|-1:pointer-import:-16|-1:pointer:-16|1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd6e8,19930520,005f1b0f,004815b2,004815b0,3,0,3|0|-1:pointer:-16|0:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd720,19930520,005f1b31,00481732,00481730,2,0,2|0|-1:pointer-import:-16|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd750,19930520,005f1b51,00481a52,00481a50,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd780,19930520,005f1b87,00481f42,00481f40,3,0,3|0|-1:pointer:-452|0:pointer:-452|-1:pointer:-596
wiz8--demo--wiz8--8acda50afe39,005fd7b8,19930520,005f1bae,00482f38,00482f36,1,0,1|0|-1:pointer:-516
wiz8--demo--wiz8--8acda50afe39,005fd7e0,19930520,005f1bd6,004839c2,004839c0,2,0,2|0|-1:pointer:-48|-1:pointer:-48
wiz8--demo--wiz8--8acda50afe39,005fd810,19930520,005f1be9,00483f12,00483f10,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd838,19930520,005f1c09,004840f2,004840f0,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd860,19930520,005f1c2b,004843a2,004843a0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd888,19930520,005f1c5c,00484402,00484400,3,0,3|0|-1:pointer:-16|0:pointer-import:-16|0:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fd8c0,19930520,005f1c86,00485e78,00485e76,2,0,2|0|-1:pointer:4|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fd8f0,19930520,005f1cac,00487442,00487440,3,0,3|0|-1:pointer-import:-16|-1:pointer:-16|1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fd928,19930520,005f1cdc,00487622,00487620,3,0,3|0|-1:pointer-import:-16|-1:pointer:-16|1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fd960,19930520,005f1d01,00487842,00487840,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd990,19930520,005f1d19,00487ec2,00487ec0,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fd9b8,19930520,005f1d57,00488202,00488200,4,0,4|0|-1:pointer:-16|0:pointer-import:-16|0:pointer:-16|2:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fd9f8,19930520,005f1d86,00488502,00488500,2,0,2|0|-1:object:-248|0:object:-232
wiz8--demo--wiz8--8acda50afe39,005fda28,19930520,005f1dab,00489268,00489266,3,0,3|0|-1:pointer:-44|-1:object:-28|-1:object:-40
wiz8--demo--wiz8--8acda50afe39,005fda60,19930520,005f1dc8,0048ab72,0048ab70,1,0,1|0|-1:object:-84
wiz8--demo--wiz8--8acda50afe39,005fda88,19930520,005f1e7b,0048af72,0048af70,10,0,10|0|-1:pointer:-880|-1:object:-800|1:object:-140|2:object:-816|3:object:-832|4:object:-428|5:object:-268|6:pointer:-880|6:pointer:-880|6:pointer:-880
wiz8--demo--wiz8--8acda50afe39,005fdaf8,19930520,005f1ed3,0048d082,0048d080,5,0,5|0|-1:pointer:-1568|0:pointer:-1568|1:pointer:-1568|2:pointer:-1568|3:pointer:-1568
wiz8--demo--wiz8--8acda50afe39,005fdb40,19930520,005f1ee8,0048d602,0048d600,1,0,1|0|-1:object:-28
wiz8--demo--wiz8--8acda50afe39,005fdb68,19930520,005f1f0b,0048dd18,0048dd16,1,0,1|0|-1:pointer:-24
wiz8--demo--wiz8--8acda50afe39,005fdb90,19930520,005f1f2b,0048ed62,0048ed60,1,0,1|0|-1:pointer:-48
wiz8--demo--wiz8--8acda50afe39,005fdbb8,19930520,005f1f48,0048f318,0048f316,1,0,1|0|-1:object:-28
wiz8--demo--wiz8--8acda50afe39,005fdbe0,19930520,005f1fbf,0048f9f5,0048f9f3,9,0,9|0|-1:object-import:-68|0:object-import:-232|1:pointer:-16|1:pointer:-16|1:pointer:-16|4:pointer:-16|1:pointer:-16|1:pointer:-16|1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fdc48,19930520,005f1fdb,00492312,00492310,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fdc70,19930520,005f2003,00492bd8,00492bd6,2,0,2|0|-1:pointer:-96|0:pointer:-96
wiz8--demo--wiz8--8acda50afe39,005fdca0,19930520,005f202a,00494fe2,00494fe0,3,0,3|0|-1:pointer-import:-16|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fdcd8,19930520,005f2063,00495152,00495150,4,0,4|0|-1:pointer:-16|-1:pointer-import:-16|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fdd18,19930520,005f208b,004953c2,004953c0,3,0,3|0|-1:pointer-import:-16|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fdd50,19930520,005f20a9,00495602,00495600,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fdd78,19930520,005f20e5,00495692,00495690,4,0,4|0|-1:pointer:-16|0:pointer-import:-16|0:pointer:-16|0:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fddb8,19930520,005f2117,00495ac8,00495ac6,3,0,3|0|-1:object:-1200|0:pointer:-1208|0:pointer:-1228
wiz8--demo--wiz8--8acda50afe39,005fddf0,19930520,005f213b,00497542,00497540,1,0,1|0|-1:object:-1164
wiz8--demo--wiz8--8acda50afe39,005fde18,19930520,005f216c,004989c8,,2,0,2|0|-1:pointer:-4120|-1:pointer:-4120
wiz8--demo--wiz8--8acda50afe39,005fde48,19930520,005f2191,0049a492,0049a490,2,0,2|0|-1:pointer-import:-60|-1:pointer:-60
wiz8--demo--wiz8--8acda50afe39,005fde78,19930520,005f21b7,0049aab2,0049aab0,2,0,2|0|-1:pointer-import:-180|-1:pointer:-180
wiz8--demo--wiz8--8acda50afe39,005fdea8,19930520,005f21e1,0049b342,0049b340,2,0,2|0|-1:pointer:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fded8,19930520,005f21fb,0049d338,0049d336,1,0,1|0|-1:pointer:4
wiz8--demo--wiz8--8acda50afe39,005fdf00,19930520,005f2219,0049e1c2,0049e1c0,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fdf28,19930520,005f223b,0049eaf2,0049eaf0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fdf50,19930520,005f2261,0049eb62,0049eb60,2,0,2|0|-1:pointer-import:-20|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fdf80,19930520,005f2293,0049ecd2,0049ecd0,4,0,4|0|-1:pointer:-16|-1:pointer-import:-16|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fdfc0,19930520,005f22a9,0049fda2,0049fda0,1,0,1|0|-1:pointer-import:-28
wiz8--demo--wiz8--8acda50afe39,005fdfe8,19930520,005f22d2,0049ff02,0049ff00,2,0,2|0|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fe018,19930520,005f22fb,004a05e2,004a05e0,3,0,3|0|-1:pointer-import:-16|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fe050,19930520,005f2319,004a0842,004a0840,1,0,1|0|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fe078,19930520,005f2342,004a0932,004a0930,2,0,2|0|-1:pointer-import:-16|-1:pointer-import:-16
wiz8--demo--wiz8--8acda50afe39,005fe0a8,19930520,005f235b,004a0b62,004a0b60,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fe0d0,19930520,005f2386,004a1168,004a1166,2,0,2|0|-1:pointer:-20|-1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fe100,19930520,005f2398,004a18e2,004a18e0,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fe128,19930520,005f23c3,004a1b12,004a1b10,2,0,2|0|-1:pointer:-24|0:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fe158,19930520,005f23d8,004a1c02,004a1c00,1,0,1|0|-1:pointer:-16
wiz8--demo--wiz8--8acda50afe39,005fe180,19930520,005f240e,004a1d98,004a1d96,3,0,3|0|-1:pointer:-24|0:pointer:-24|1:pointer:-20
wiz8--demo--wiz8--8acda50afe39,005fe1b8,19930520,005f2463,004a2d82,004a2d80,5,0,5|0|-1:pointer:-132|0:pointer:-132|1:pointer:-132|2:pointer:-132|3:pointer:-132
wiz8--demo--wiz8--8acda50afe39,005fe200,19930520,005f24af,004a4992,004a4990,6,0,6|0|-1:pointer:-32|0:pointer:-32|1:pointer:-32|2:pointer:-32|3:pointer:-32|-1:pointer:-28
wiz8--demo--wiz8--8acda50afe39,005fe250,19930520,005f24e9,004a4d42,004a4d40,4,0,4|0|-1:pointer:-16|0:pointer:-16|1:pointer:-16|2:pointer:-16
