container,binary_path,binary_sha256,record_kind,origin,encoding,extension,value
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Engine Code\Trigger.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Engine Code\UpdateMesh.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Engine Code\Video2.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Arnika.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Ascension.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Cosmic Circle.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\MartensBluff1.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\MartensBluff2.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Monastery2.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\MtGigasOuter.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Rift1.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\SeaCaves.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Swamp.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Trynnie1.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Level Specific Code\Trynnie2.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\ButtonSound.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\CharGeneration.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\chunk.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Combat Attack.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Combat Hostility.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Combat Party Movement.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Combat Range.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Combat Sound.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Combat.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Conditions & Enchantments.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Configuration.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Controls.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Factions.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Formation & Facing.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Gameloop.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Gameplay Mods.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\GameplayCode.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\GameplayDatabase.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\GameplayTime.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\GroupAttacks.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Health Stamina Mana.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\InputMapper.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\ItemManager.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\LoadSaveGame.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Magic Effects.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Magic.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\MonsterAI.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\MonsterGroup.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\MonsterManager.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Noise.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\NPC Manager.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\NPC Scripting Facts.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\NPC Scripting.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Party Import.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\PC Item.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\RegionManager.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\search.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Sight.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Strings.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Targeting.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\Traps.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\UtilityFunctions.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Code\VideoObjectManager.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\AutomapScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\CGSSpellsPage.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\CGSStatsPage.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\IntroScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MainGameScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MainMenuScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSButtons.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSKeyboard.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSPartyMovement.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSPortraits.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSSpellCasting.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSSpellIcons.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSTextBox.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\MGSUseItemSelect.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\mipe.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\mipeEdit.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\OptionsScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\PleaseWaitScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\RCSCommon.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\RCSItemsPage.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\ReviewCharacterScreen.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,C:\Projects\Wizardry 8\Local Screens\Screens.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.cpp,mimp.cpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.hpp,stHeap.hpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.hpp,stLight.hpp
setup_wizardry_8_2001_12_23_(22306).exe,Wiz8.exe,18a74ff61c65b8a2d4cfa11ffce82ad7fef022a94eaf0c2f217e479e981420d2,path,embedded-string,ascii,.hpp,Trigger.hpp
Wiz8NetDemo.exe,installed/Program_Executable_Files/3DSetup.exe,39b262f16214790bac7dc5663299cb2e9ebbf119aa4d29a316e029b3154d3678,path,codeview,ascii,.pdb,C:\Projects\setup\Release\3DSetup.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srDD_DirectX6.dll,2968987f843f1e1b228b2ff322923e5ac215095a3cb41877b169f01820f8f316,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\dd\srDD_DirectX6\release\srDD_DirectX6.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srDD_DirectX7.dll,3623f1cb66cd50b7141b49f82100a8ffa1fd3c53ddebc7093bfddeb148cbf8e9,path,codeview,ascii,.pdb,C:\srsdk1x\msvc6\obj\dd\DirectX7\Release\srDD_DirectX7.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srDD_Glide2x.dll,e19987fb5bc9abcceadf4ad64bf108ac2f95d10b520d8de294d9b10466ca1d11,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\dd\glide2x\release\srDD_Glide2x.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srDD_OpenGL.dll,a176aa711039aebbfe33eb5d48e082dcd608835eeebd2a69ead9b455400afc8c,path,codeview,ascii,.pdb,C:\Projects\Wizardry 8\srsdk\msvc6\obj\dd\opengl\Release\srDD_OpenGL.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srDD_Software.dll,8866a254569f61022b857628380171dff018939376c02965741635421d0c79f8,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\dd\software\release\srDD_Software.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_AVI.dll,9d27a6698693fb6b244951166d873a1f1a102213f5832d60379234176bd0eb07,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\avi\release\srEXT_AVI.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_default.dll,e2a9d1e7f11e0927b7bacfe058a7113b234f0aded92f4c5fecfb23cf86ead7f8,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\default\release\srEXT_default.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_FLIC.dll,3ce83b9944f4d26f027c5b322a5dbea97cfe6339a7298b25914f67f35ccfd281,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\flic\release\srEXT_FLIC.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_HTTP.dll,ade27ce64a7af1824aeb5ba65f908bab56344311cd8f45c0c65edde02d1d87af,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\http\release\srEXT_HTTP.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_Inspector.dll,6bc2949d6c9bca35ecc37e8f4f98ed36886a075f00d69ae86687d38f682387a1,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\inspector\release\srEXT_Inspector.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_JPEGImporter.dll,0bf545937bd86ce2195c08b6dbf6b70e1a1071a9fce449ccb9f06dfa384de490,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\jpegimporter\release\srEXT_JPEGImporter.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_LWOImporter.dll,a681095372decd2639d0ea14bdbadb362b7aeac04f137dc1558856212479932a,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\LWOImporter\Release\srEXT_LWOImporter.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srEXT_MPEG.dll,42344e67d5de0b962652677d70891402dae16b0f39979693539867f779455ecd,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\extensions\mpeg\release\srEXT_MPEG.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srVP_KNI.dll,895b5fb3f4982f7a70e7bfc518fed1d674587380d708487f57a0a00e0c9669cc,compiler-command,embedded-string,ascii,,Intel(R) C/C++ Compiler Version 4.5 00015  : D:\srsdk1x\sources\Vp\Kni\kniICL.cpp : -Qvc6 -nologo -G6 -Zp16 -MD -W3 -GX -Zi -O2 -Ob2 -I ../include -I ../include\VP -D WIN32 -D NDEBUG -D _WINDOWS -D _USE_INTEL_COMPILER -FAs -Faobj\vp\KNI\release/ -Fpobj\vp\KNI\release/srVP_KNI.pch -YX -Foobj\vp\KNI\release/ -Fdobj\vp\KNI\release/ -FD -c
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srVP_KNI.dll,895b5fb3f4982f7a70e7bfc518fed1d674587380d708487f57a0a00e0c9669cc,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\vp\KNI\release\srVP_KNI.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srVP_KNI.dll,895b5fb3f4982f7a70e7bfc518fed1d674587380d708487f57a0a00e0c9669cc,path,embedded-string,ascii,.cpp,D:\srsdk1x\sources\Vp\Kni\kniICL.cpp
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srVP_PentiumII.dll,2cadefd51ed177c762ccbc6be0181fc70e6e26ecaf04b1b475298f206fed518c,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\vp\PentiumII\release\srVP_PentiumII.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/Dll/srVP_x86.dll,bbec96aa91b6988618fb4ec07696baed01ca556a3eab6f3836f9f475b45730c2,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\vp\x86\release\srVP_x86.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/sr.dll,bb5f67e6a719cde73f5ea35cb2685d0ab12f5efa0bc02e4506b82f582c38b31f,path,codeview,ascii,.pdb,D:\srsdk1x\msvc6\obj\sr\release\sr.pdb
Wiz8NetDemo.exe,installed/Program_Executable_Files/sr.dll,bb5f67e6a719cde73f5ea35cb2685d0ab12f5efa0bc02e4506b82f582c38b31f,path,embedded-string,ascii,.cpp,D:\srsdk1x\sources\corelib\srClass.cpp
